,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Delta W earth4 [lambda],24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,21.450373341226506,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,50.441733165707994,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,228.10555745200088,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,507.6791832792049,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176,254.12434252141176
Delta W earth5 [lambda],,,,,,,,,,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705
Delta W earth6 [lambda],,,,,,,,,,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633
Delta W earth7 [lambda],,,,,,,,,,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706
Delta W earth8 [lambda],,,,,,,,,,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965
Delta W earth9 [lambda],,,,,,,,,,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532
Delta W earth10 [lambda],,,,,,,,,,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974
Delta W earth11 [lambda],,,,,,,,,,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824
Delta W snapshot0 [lambda],155.63480943310623,1.5104637785253696,1.5104637785233583,1.05372365697679,0.8652396803753347,0.7552319367958564,2.405732233217524,155.63480943310623,0.04323189150919617,1149.3032081213998,25.740448786334053,25.74044878632991,19.22823283383581,23.970426435589886,18.876328828331598,358.86169587407505,1149.3032081213998,0.3192508911448333,2702.64973146789,102.75844622929013,102.75844219789337,59.260318343094276,74.13017817282459,57.70102372939513,1283.3941296830355,2702.64973146789,0.7507360365188583,12221.812870083815,1081.7151525453507,1081.7151516578194,363.56883572322215,463.43296623807186,354.2080136383543,3256.407443372694,12221.812870083815,3.3949480194677264,27201.2661391692,5304.368494011123,5304.368653017545,1782.7935132501275,2272.0167993532814,1736.746062783464,11923.599903979684,27201.2661391692,7.555907260880334,13615.88991834769,1280.8673557675609,1280.8675922455895,350.53064112249047,447.79830834442737,341.9351524041408,3824.5059623841503,13615.88991834769,3.782191643985469
Delta W snapshot1 [lambda],311.26961886621245,3.0209275570507392,3.0209275570467167,2.10744731395358,1.7304793607506694,1.5104638735917129,4.811464466435048,311.26961886621245,0.08646378301839235,1723.9548121820997,38.61067317950108,38.61067317949487,28.842349250753717,35.95563965338483,28.314493242497395,538.2925438111126,1723.9548121820997,0.4788763367172499,4053.974597201835,154.1376693439352,154.13766329684006,88.89047751464142,111.19526725923687,86.5515355940927,1925.0911945245534,4053.974597201835,1.1261040547782875,18332.719305125724,1622.572728818026,1622.572727486729,545.3532535848333,695.1494493571078,531.3120204575314,4884.611165059041,18332.719305125724,5.09242202920159,40801.8992087538,7956.552741016685,7956.552979526317,2674.190269875191,3408.025199029922,2605.1190941751956,17885.39985596953,40801.8992087538,11.3338608913205,20423.834877521535,1921.3010336513414,1921.3013883683843,525.7959616837356,671.697462516641,512.9027286062112,5736.758943576226,20423.834877521535,5.673287465978204
Delta W snapshot2 [lambda],622.5392377324249,6.0418551141014785,6.041855114093433,4.21489462790716,3.460958721501339,3.0209277471834257,9.622928932870096,622.5392377324249,0.1729275660367847,2298.6064162427997,51.480897572668106,51.48089757265982,38.45646566767162,47.94085287117977,37.752657656663196,717.7233917481501,2298.6064162427997,0.6385017822896666,5405.29946293578,205.51689245858026,205.51688439578675,118.52063668618855,148.26035634564917,115.40204745879026,2566.788259366071,5405.29946293578,1.5014720730377167,24443.62574016763,2163.4303050907015,2163.430303315639,727.1376714464443,926.8659324761437,708.4160272767086,6512.814886745388,24443.62574016763,6.789896038935453,54402.5322783384,10608.736988022247,10608.73730603509,3565.587026500255,4544.033598706563,3473.492125566928,23847.19980795937,54402.5322783384,15.111814521760667,27231.77983669538,2561.7347115351217,2561.735184491179,701.0612822449809,895.5966166888547,683.8703048082816,7649.011924768301,27231.77983669538,7.564383287970938
Delta W snapshot3 [lambda],1245.0784754648498,12.083710228202957,12.083710228186867,8.42978925581432,6.921917443002678,6.041855494366851,19.24585786574019,1245.0784754648498,0.3458551320735694,3447.9096243641993,77.22134635900215,77.22134635898973,57.684698501507434,71.91127930676966,56.62898648499479,1076.5850876222253,3447.9096243641993,0.9577526734344998,8107.94919440367,308.2753386878704,308.2753265936801,177.78095502928284,222.39053451847374,173.1030711881854,3850.182389049107,8107.94919440367,2.252208109556575,36665.43861025145,3245.145457636052,3245.145454973458,1090.7065071696666,1390.2988987142155,1062.6240409150628,9769.222330118082,36665.43861025145,10.18484405840318,81603.7984175076,15913.10548203337,15913.105959052635,5348.380539750382,6816.050398059844,5210.238188350391,35770.79971193906,81603.7984175076,22.667721782641,40847.66975504307,3842.602067302683,3842.6027767367686,1051.5919233674713,1343.394925033282,1025.8054572124224,11473.517887152451,40847.66975504307,11.346574931956408
Delta W snapshot4 [lambda],2490.1569509296996,24.167420456405914,24.167420456373733,16.85957851162864,13.843834886005356,12.083710988733703,38.49171573148038,2490.1569509296996,0.6917102641471388,5746.516040606999,128.70224393167027,128.70224393164955,96.14116416917905,119.85213217794943,94.38164414165799,1794.3084793703754,5746.516040606999,1.5962544557241662,13513.248657339449,513.7922311464506,513.7922109894669,296.3015917154714,370.6508908641229,288.5051186469757,6416.970648415178,13513.248657339449,3.753680182594292,61109.064350419074,5408.575762726753,5408.575758289097,1817.8441786161109,2317.164831190359,1771.0400681917715,16282.037216863471,61109.064350419074,16.974740097338632,136006.330695846,26521.842470055617,26521.843265087726,8913.967566250638,11360.083996766407,8683.73031391732,59617.999519898425,136006.330695846,37.77953630440167,68079.44959173845,6404.336778837805,6404.337961227948,1752.6532056124522,2238.991541722137,1709.6757620207038,19122.52981192075,68079.44959173845,18.910958219927345
Delta W snapshot5 [lambda],,,,,,,,,,8045.122456849799,180.18314150433838,180.1831415043094,134.59762983685067,167.7929850491292,132.13430179832116,2512.0318711185255,8045.122456849799,2.234756238013833,18918.54812027523,719.3091236050309,719.3090953852536,414.82222840165997,518.911247209772,403.90716610576595,8983.75890778125,18918.54812027523,5.255152255632009,85552.69009058671,7572.006067817455,7572.006061604736,2544.981850062555,3244.030763666503,2479.45609546848,22794.85210360886,85552.69009058671,23.764636136274085,190408.8629741844,37130.57945807787,37130.58057112282,12479.554592750892,15904.11759547297,12157.222439484247,83465.19932785779,190408.8629741844,52.89135082616233,95311.22942843383,8966.071490372926,8966.073145719127,2453.714487857433,3134.5881584109916,2393.5460668289857,26771.541736689054,95311.22942843383,26.475341507898285
Delta W snapshot6 [lambda],,,,,,,,,,12642.335289335399,283.1449366496746,283.144936649629,211.51056117219392,263.67469079148873,207.63961711164757,3947.4786546148257,12642.335289335399,3.511759802593166,29729.147046146787,1130.3429085221915,1130.342864176827,651.8635017740371,815.4319599010704,634.7112610233465,14117.335426513391,29729.147046146787,8.258096401707443,134439.94157092198,11898.866677998858,11898.866668236013,3999.2571929554438,5097.762628618791,3896.2881500218973,35820.481877099635,134439.94157092198,37.34442821414499,299213.9275308612,58348.05343412236,58348.05518319299,19610.728645751402,24992.184792886095,19104.206690618103,131159.59894377654,299213.9275308612,83.11497986968367,149774.7891018246,14089.54091344317,14089.543514701485,3855.837052347395,4925.781391788701,3761.2866764455484,42069.56558622565,149774.7891018246,41.60410808384016
Delta W snapshot7 [lambda],,,,,,,,,,17239.548121820997,386.1067317950108,386.1067317949487,288.42349250753716,359.5563965338483,283.14493242497394,5382.925438111126,17239.548121820997,4.788763367172499,40539.74597201835,1541.376693439352,1541.3766329684006,888.9047751464142,1111.9526725923686,865.5153559409271,19250.911945245534,40539.74597201835,11.261040547782875,183327.19305125723,16225.72728818026,16225.727274867291,5453.532535848332,6951.494493571078,5313.120204575314,48846.111650590414,183327.19305125723,50.924220292015896,408018.992087538,79565.52741016685,79565.52979526317,26741.90269875191,34080.25199029922,26051.190941751956,178853.99855969526,408018.992087538,113.338608913205,204238.34877521536,19213.010336513413,19213.01388368384,5257.959616837356,6716.97462516641,5129.027286062112,57367.58943576225,204238.34877521536,56.73287465978204
Delta W snapshot8 [lambda],,,,,,,,,,20687.4577461852,463.328078154013,463.3280781539384,346.1081910090446,431.4676758406179,339.77391890996876,6459.510525733352,20687.4577461852,5.746516040606998,48647.69516642202,1849.6520321272224,1849.6519595620807,1066.685730175697,1334.3432071108425,1038.6184271291124,23101.09433429464,48647.69516642202,13.51324865733945,219992.63166150867,19470.872745816312,19470.87272984075,6544.239043017999,8341.793392285294,6375.744245490378,58615.33398070849,219992.63166150867,61.109064350419075,489622.7905050456,95478.63289220023,95478.63575431581,32090.283238502292,40896.302388359065,31261.429130102348,214624.79827163432,489622.7905050456,136.006330695846,245086.0185302584,23055.612403816096,23055.616660420612,6309.551540204828,8060.369550199693,6154.832743274534,68841.1073229147,245086.0185302584,68.07944959173845
Delta W snapshot9 [lambda],,,,,,,,,,25284.670578670797,566.2898732993492,566.289873299258,423.02112234438783,527.3493815829775,415.27923422329513,7894.957309229651,25284.670578670797,7.023519605186332,59458.294092293574,2260.685817044383,2260.685728353654,1303.7270035480742,1630.8639198021408,1269.422522046693,28234.670853026782,59458.294092293574,16.516192803414885,268879.88314184395,23797.733355997716,23797.733336472025,7998.5143859108875,10195.525257237581,7792.576300043795,71640.96375419927,268879.88314184395,74.68885642828998,598427.8550617225,116696.10686824472,116696.11036638598,39221.457291502804,49984.36958577219,38208.413381236205,262319.1978875531,598427.8550617225,166.22995973936733,299549.5782036492,28179.08182688634,28179.08702940297,7711.67410469479,9851.562783577401,7522.573352891097,84139.1311724513,299549.5782036492,83.20821616768032
Delta W snapshot10 [lambda],,,,,,,,,,29881.883411156396,669.2516684446854,669.2516684445777,499.9340536797311,623.2310873253371,490.7845495366215,9330.404092725952,29881.883411156396,8.300523169765665,70268.89301816514,2671.7196019615435,2671.7194971452277,1540.7682769204512,1927.384632493439,1500.2266169642735,33368.247371758924,70268.89301816514,19.519136949490317,317767.1346221792,28124.593966179116,28124.593943103304,9452.789728803777,12049.257122189869,9209.408354597212,84666.59352769004,317767.1346221792,88.26864850616089,707232.9196183992,137913.58084428922,137913.58497845617,46352.631344503316,59072.436783185316,45155.39763237006,310013.5975034718,707232.9196183992,196.45358878288866,354013.13787703996,33302.55124995658,33302.557398385325,9113.796669184752,11642.75601695511,8890.31396250766,99437.15502198791,354013.13787703996,98.3369827436222
Delta W snapshot11 [lambda],,,,,,,,,,34479.096243641994,772.2134635900215,772.2134635898974,576.8469850150743,719.1127930676965,566.2898648499479,10765.850876222252,34479.096243641994,9.577526734344998,81079.4919440367,3082.753386878704,3082.753265936801,1777.8095502928284,2223.905345184737,1731.0307118818541,38501.82389049107,81079.4919440367,22.52208109556575,366654.38610251446,32451.45457636052,32451.454549734583,10907.065071696665,13902.988987142156,10626.240409150629,97692.22330118083,366654.38610251446,101.84844058403179,816037.984175076,159131.0548203337,159131.05959052633,53483.80539750382,68160.50398059844,52102.38188350391,357707.9971193905,816037.984175076,226.67721782641,408476.6975504307,38426.020673026826,38426.02776736768,10515.919233674713,13433.94925033282,10258.054572124223,114735.1788715245,408476.6975504307,113.46574931956408
Delta W max0 [lambda],155.63480943310623,1.5104637785253696,1.5104637785233583,1.05372365697679,0.8652396803753347,0.7552319367958564,2.405732233217524,155.63480943310623,0.09440398684029373,1149.3032081213998,25.740448786334053,25.74044878632991,19.22823283383581,23.970426435589886,18.876328828331598,358.86169587407505,1149.3032081213998,0.8580149336490602,2702.64973146789,102.75844622929013,102.75844219789337,59.260318343094276,74.13017817282459,57.70102372939513,1283.3941296830355,2702.64973146789,2.0176693266283197,12221.812870083815,1081.7151525453507,1081.7151516578194,363.56883572322215,463.43296623807186,354.2080136383543,3256.407443372694,12221.812870083815,9.124222298080035,27201.2661391692,5304.368494011123,5304.368653017545,1782.7935132501275,2272.0167993532814,1736.746062783464,11923.599903979684,27201.2661391692,20.307167331168195,13615.88991834769,1280.8673557675609,1280.8675922455895,350.53064112249047,447.79830834442737,341.9351524041408,3824.5059623841503,13615.88991834769,10.164973700856471
Delta W max1 [lambda],311.26961886621245,3.0209275570507392,3.0209275570467167,2.10744731395358,1.7304793607506694,1.5104638735917129,4.811464466435048,311.26961886621245,0.37761594736117493,1723.9548121820997,38.61067317950108,38.61067317949487,28.842349250753717,35.95563965338483,28.314493242497395,538.2925438111126,1723.9548121820997,1.9305336007103855,4053.974597201835,154.1376693439352,154.13766329684006,88.89047751464142,111.19526725923687,86.5515355940927,1925.0911945245534,4053.974597201835,4.539755984913719,18332.719305125724,1622.572728818026,1622.572727486729,545.3532535848333,695.1494493571078,531.3120204575314,4884.611165059041,18332.719305125724,20.52950017068008,40801.8992087538,7956.552741016685,7956.552979526317,2674.190269875191,3408.025199029922,2605.1190941751956,17885.39985596953,40801.8992087538,45.691126495128444,20423.834877521535,1921.3010336513414,1921.3013883683843,525.7959616837356,671.697462516641,512.9027286062112,5736.758943576226,20423.834877521535,22.87119082692706
Delta W max2 [lambda],622.5392377324249,6.0418551141014785,6.041855114093433,4.21489462790716,3.460958721501339,3.0209277471834257,9.622928932870096,622.5392377324249,1.5104637894446997,2298.6064162427997,51.480897572668106,51.48089757265982,38.45646566767162,47.94085287117977,37.752657656663196,717.7233917481501,2298.6064162427997,3.432059734596241,5405.29946293578,205.51689245858026,205.51688439578675,118.52063668618855,148.26035634564917,115.40204745879026,2566.788259366071,5405.29946293578,8.070677306513279,24443.62574016763,2163.4303050907015,2163.430303315639,727.1376714464443,926.8659324761437,708.4160272767086,6512.814886745388,24443.62574016763,36.49688919232014,54402.5322783384,10608.736988022247,10608.73730603509,3565.587026500255,4544.033598706563,3473.492125566928,23847.19980795937,54402.5322783384,81.22866932467278,27231.77983669538,2561.7347115351217,2561.735184491179,701.0612822449809,895.5966166888547,683.8703048082816,7649.011924768301,27231.77983669538,40.659894803425885
Delta W max3 [lambda],1245.0784754648498,12.083710228202957,12.083710228186867,8.42978925581432,6.921917443002678,6.041855494366851,19.24585786574019,1245.0784754648498,6.041855157778799,3447.9096243641993,77.22134635900215,77.22134635898973,57.684698501507434,71.91127930676966,56.62898648499479,1076.5850876222253,3447.9096243641993,7.722134402841542,8107.94919440367,308.2753386878704,308.2753265936801,177.78095502928284,222.39053451847374,173.1030711881854,3850.182389049107,8107.94919440367,18.159023939654876,36665.43861025145,3245.145457636052,3245.145454973458,1090.7065071696666,1390.2988987142155,1062.6240409150628,9769.222330118082,36665.43861025145,82.11800068272032,81603.7984175076,15913.10548203337,15913.105959052635,5348.380539750382,6816.050398059844,5210.238188350391,35770.79971193906,81603.7984175076,182.76450598051377,40847.66975504307,3842.602067302683,3842.6027767367686,1051.5919233674713,1343.394925033282,1025.8054572124224,11473.517887152451,40847.66975504307,91.48476330770823
Delta W max4 [lambda],2490.1569509296996,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,38.49171573148038,2490.1569509296996,24.167420631115196,5746.516040606999,128.70224393167027,128.70224393164955,96.14116416917905,119.85213217794943,94.38164414165799,1794.3084793703754,5746.516040606999,21.450373341226506,13513.248657339449,513.7922311464506,513.7922109894669,296.3015917154714,370.6508908641229,288.5051186469757,6416.970648415178,13513.248657339449,50.441733165707994,61109.064350419074,5408.575762726753,5408.575758289097,1817.8441786161109,2317.164831190359,1771.0400681917715,16282.037216863471,61109.064350419074,228.10555745200088,136006.330695846,26521.842470055617,26521.843265087726,8913.967566250638,11360.083996766407,8683.73031391732,59617.999519898425,136006.330695846,507.6791832792049,68079.44959173845,6404.336778837805,6404.337961227948,1752.6532056124522,2238.991541722137,1709.6757620207038,19122.52981192075,68079.44959173845,254.12434252141176
Delta W max5 [lambda],,,,,,,,,,8045.122456849799,180.18314150433838,180.1831415043094,134.59762983685067,167.7929850491292,132.13430179832116,2512.0318711185255,8045.122456849799,42.04273174880395,18918.54812027523,719.3091236050309,719.3090953852536,414.82222840165997,518.911247209772,403.90716610576595,8983.75890778125,18918.54812027523,98.86579700478767,85552.69009058671,7572.006067817455,7572.006061604736,2544.981850062555,3244.030763666503,2479.45609546848,22794.85210360886,85552.69009058671,447.0868926059217,190408.8629741844,37130.57945807787,37130.58057112282,12479.554592750892,15904.11759547297,12157.222439484247,83465.19932785779,190408.8629741844,995.0511992272416,95311.22942843383,8966.071490372926,8966.073145719127,2453.714487857433,3134.5881584109916,2393.5460668289857,26771.541736689054,95311.22942843383,498.08371134196705
Delta W max6 [lambda],,,,,,,,,,12642.335289335399,283.1449366496746,283.144936649629,211.51056117219392,263.67469079148873,207.63961711164757,3947.4786546148257,12642.335289335399,103.81980697153628,29729.147046146787,1130.3429085221915,1130.342864176827,651.8635017740371,815.4319599010704,634.7112610233465,14117.335426513391,29729.147046146787,244.1379885220267,134439.94157092198,11898.866677998858,11898.866668236013,3999.2571929554438,5097.762628618791,3896.2881500218973,35820.481877099635,134439.94157092198,1104.0308980676841,299213.9275308612,58348.05343412236,58348.05518319299,19610.728645751402,24992.184792886095,19104.206690618103,131159.59894377654,299213.9275308612,2457.1672470713515,149774.7891018246,14089.54091344317,14089.543514701485,3855.837052347395,4925.781391788701,3761.2866764455484,42069.56558622565,149774.7891018246,1229.961817803633
Delta W max7 [lambda],,,,,,,,,,17239.548121820997,386.1067317950108,386.1067317949487,288.42349250753716,359.5563965338483,283.14493242497394,5382.925438111126,17239.548121820997,193.05336007103855,40539.74597201835,1541.376693439352,1541.3766329684006,888.9047751464142,1111.9526725923686,865.5153559409271,19250.911945245534,40539.74597201835,453.97559849137195,183327.19305125723,16225.72728818026,16225.727274867291,5453.532535848332,6951.494493571078,5313.120204575314,48846.111650590414,183327.19305125723,2052.950017068008,408018.992087538,79565.52741016685,79565.52979526317,26741.90269875191,34080.25199029922,26051.190941751956,178853.99855969526,408018.992087538,4569.112649512844,204238.34877521536,19213.010336513413,19213.01388368384,5257.959616837356,6716.97462516641,5129.027286062112,57367.58943576225,204238.34877521536,2287.119082692706
Delta W max8 [lambda],,,,,,,,,,20687.4577461852,463.328078154013,463.3280781539384,346.1081910090446,431.4676758406179,339.77391890996876,6459.510525733352,20687.4577461852,277.99683850229553,48647.69516642202,1849.6520321272224,1849.6519595620807,1066.685730175697,1334.3432071108425,1038.6184271291124,23101.09433429464,48647.69516642202,653.7248618275756,219992.63166150867,19470.872745816312,19470.87272984075,6544.239043017999,8341.793392285294,6375.744245490378,58615.33398070849,219992.63166150867,2956.248024577931,489622.7905050456,95478.63289220023,95478.63575431581,32090.283238502292,40896.302388359065,31261.429130102348,214624.79827163432,489622.7905050456,6579.522215298495,245086.0185302584,23055.612403816096,23055.616660420612,6309.551540204828,8060.369550199693,6154.832743274534,68841.1073229147,245086.0185302584,3293.4514790774965
Delta W max9 [lambda],,,,,,,,,,25284.670578670797,566.2898732993492,566.289873299258,423.02112234438783,527.3493815829775,415.27923422329513,7894.957309229651,25284.670578670797,415.2792278861451,59458.294092293574,2260.685817044383,2260.685728353654,1303.7270035480742,1630.8639198021408,1269.422522046693,28234.670853026782,59458.294092293574,976.5519540881068,268879.88314184395,23797.733355997716,23797.733336472025,7998.5143859108875,10195.525257237581,7792.576300043795,71640.96375419927,268879.88314184395,4416.1235922707365,598427.8550617225,116696.10686824472,116696.11036638598,39221.457291502804,49984.36958577219,38208.413381236205,262319.1978875531,598427.8550617225,9828.668988285406,299549.5782036492,28179.08182688634,28179.08702940297,7711.67410469479,9851.562783577401,7522.573352891097,84139.1311724513,299549.5782036492,4919.847271214532
Delta W max10 [lambda],,,,,,,,,,29881.883411156396,669.2516684446854,669.2516684445777,580.0180951467647,623.2310873253371,580.0180951467647,9330.404092725952,29881.883411156396,580.0180951467647,70268.89301816514,2671.7196019615435,2671.7194971452277,1540.7682769204512,1927.384632493439,1500.2266169642735,33368.247371758924,70268.89301816514,1363.944464800744,317767.1346221792,28124.593966179116,28124.593943103304,9452.789728803777,12049.257122189869,9209.408354597212,84666.59352769004,317767.1346221792,6167.974273502104,707232.9196183992,137913.58084428922,137913.58497845617,46352.631344503316,59072.436783185316,45155.39763237006,310013.5975034718,707232.9196183992,13727.6451158697,354013.13787703996,33302.55124995658,33302.557398385325,9113.796669184752,11642.75601695511,8890.31396250766,99437.15502198791,354013.13787703996,6871.522221778974
