Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Delta W snapshot1 [lambda],311.26961886621245,2.7049395471140665,2.7049398738782795,2.8353702818866005,1.5104637029645624,1.5104635893016325,4.669767400877463,311.26961886621245,0.08646378301839235,1723.9548121820997,40.77310586465763,40.773108064672165,35.63685458681014,38.52855580626618,30.712897408264535,96.75187542194949,1723.9548121820997,0.4788763367172499,4053.974597201835,172.31344504121367,172.31343206777595,178.8617112297407,70.93787539760112,66.58308732835374,411.6780652767991,4053.974597201835,1.1261040547782875,18332.719305125724,1908.5837193838934,1908.5836764167652,717.990374274857,901.4040473670378,696.6722134904509,4849.18966203882,18332.719305125724,5.09242202920159,40801.8992087538,9360.616067227049,9360.616806344173,3520.866777844238,4419.838168376377,3416.3183868355563,17846.363542882773,40801.8992087538,11.3338608913205,20423.834877521535,1771.2994237117616,1771.2995161221709,692.4840760615086,872.3176265990015,673.3006693791649,5671.029347914558,20423.834877521535,5.673287465978204
Delta W snapshot2 [lambda],622.5392377324249,5.409879094228133,5.409879747756559,5.670740563773201,3.020927405929125,3.020927178603265,9.339534801754926,622.5392377324249,0.1729275660367847,2298.6064162427997,54.36414115287683,54.36414408622955,47.51580611574685,51.371407741688245,40.95052987768605,129.00250056259932,2298.6064162427997,0.6385017822896666,5405.29946293578,229.75126005495156,229.7512427570346,238.48228163965427,94.58383386346816,88.77744977113832,548.9040870357321,5405.29946293578,1.5014720730377167,24443.62574016763,2544.7782925118577,2544.7782352223535,957.3204990331427,1201.8720631560504,928.8962846539345,6465.58621605176,24443.62574016763,6.789896038935453,54402.5322783384,12480.821422969399,12480.822408458896,4694.489037125651,5893.11755783517,4555.091182447408,23795.151390510364,54402.5322783384,15.111814521760667,27231.77983669538,2361.7325649490153,2361.7326881628946,923.3121014153448,1163.0901687986689,897.7342258388865,7561.372463886077,27231.77983669538,7.564383287970938
Delta W snapshot3 [lambda],1245.0784754648498,10.819758188456266,10.819759495513118,11.341481127546402,6.04185481185825,6.04185435720653,18.679069603509852,1245.0784754648498,0.3458551320735694,3447.9096243641993,81.54621172931526,81.54621612934433,71.27370917362028,77.05711161253237,61.42579481652907,193.50375084389898,3447.9096243641993,0.9577526734344998,8107.94919440367,344.62689008242734,344.6268641355519,357.7234224594814,141.87575079520224,133.16617465670748,823.3561305535982,8107.94919440367,2.252208109556575,36665.43861025145,3817.1674387677867,3817.1673528335305,1435.980748549714,1802.8080947340757,1393.3444269809017,9698.37932407764,36665.43861025145,10.18484405840318,81603.7984175076,18721.232134454098,18721.233612688346,7041.733555688476,8839.676336752755,6832.636773671113,35692.727085765546,81603.7984175076,22.667721782641,40847.66975504307,3542.5988474235232,3542.5990322443417,1384.9681521230173,1744.635253198003,1346.6013387583298,11342.058695829115,40847.66975504307,11.346574931956408
Delta W snapshot4 [lambda],2490.1569509296996,21.639516376912532,21.639518991026236,22.682962255092804,12.0837096237165,12.08370871441306,37.358139207019704,2490.1569509296996,0.6917102641471388,5746.516040606999,135.9103528821921,135.9103602155739,118.78951528936713,128.4285193542206,102.37632469421511,322.50625140649834,5746.516040606999,1.5962544557241662,13513.248657339449,574.3781501373788,574.3781068925865,596.2057040991357,236.45958465867042,221.9436244278458,1372.2602175893303,13513.248657339449,3.753680182594292,61109.064350419074,6361.945731279645,6361.945588055884,2393.301247582857,3004.6801578901263,2322.2407116348363,16163.965540129399,61109.064350419074,16.974740097338632,136006.330695846,31202.053557423496,31202.05602114724,11736.222592814127,14732.793894587925,11387.72795611852,59487.87847627591,136006.330695846,37.77953630440167,68079.44959173845,5904.331412372539,5904.331720407236,2308.280253538362,2907.7254219966717,2244.3355645972165,18903.431159715194,68079.44959173845,18.910958219927345
Delta W snapshot5 [lambda],,,,,,,,,,8045.122456849799,190.27449403506893,190.27450430180343,166.30532140511397,179.79992709590886,143.32685457190118,451.50875196909766,8045.122456849799,2.234756238013833,18918.54812027523,804.1294101923304,804.1293496496211,834.68798573879,331.04341852213855,310.7210741989841,1921.1643046250626,18918.54812027523,5.255152255632009,85552.69009058671,8906.724023791503,8906.723823278238,3350.6217466159997,4206.552221046177,3251.1369962887707,22629.551756181158,85552.69009058671,23.764636136274085,190408.8629741844,43682.874980392895,43682.878429606135,16430.71162993978,20625.911452423097,15942.819138565928,83283.02986678628,190408.8629741844,52.89135082616233,95311.22942843383,8266.063977321553,8266.06440857013,3231.592354953707,4070.8155907953405,3142.0697904361027,26464.80362360127,95311.22942843383,26.475341507898285
Delta W snapshot6 [lambda],,,,,,,,,,12642.335289335399,299.0027763408226,299.00279247426255,261.3369336366077,282.54274257928535,225.22791432727325,709.5137530942962,12642.335289335399,3.511759802593166,29729.147046146787,1263.6319303022335,1263.6318351636903,1311.6525490180984,520.2110862490749,488.27597374126077,3018.9724786965267,29729.147046146787,8.258096401707443,134439.94157092198,13996.280608815217,13996.280293722944,5265.262744682285,6610.296347358278,5108.92956559664,35560.72418828468,134439.94157092198,37.34442821414499,299213.9275308612,68644.51782633169,68644.52324652392,25819.68970419108,32412.146568093438,25053.001503460746,130873.33264780701,299213.9275308612,83.11497986968367,149774.7891018246,12989.529107219585,12989.52978489592,5078.216557784397,6396.995928392678,4937.538242113876,41587.548551373424,149774.7891018246,41.60410808384016
Delta W snapshot7 [lambda],,,,,,,,,,17239.548121820997,407.7310586465763,407.73108064672164,356.36854586810136,385.28555806266183,307.12897408264536,967.518754219495,17239.548121820997,4.788763367172499,40539.74597201835,1723.1344504121366,1723.1343206777594,1788.617112297407,709.3787539760112,665.8308732835375,4116.780652767991,40539.74597201835,11.261040547782875,183327.19305125723,19085.837193838935,19085.836764167652,7179.90374274857,9014.040473670379,6966.7221349045085,48491.8966203882,183327.19305125723,50.924220292015896,408018.992087538,93606.16067227049,93606.16806344171,35208.66777844238,44198.38168376378,34163.18386835556,178463.63542882775,408018.992087538,113.338608913205,204238.34877521536,17712.994237117615,17712.99516122171,6924.840760615087,8723.176265990016,6733.006693791649,56710.29347914558,204238.34877521536,56.73287465978204
Delta W snapshot8 [lambda],,,,,,,,,,20687.4577461852,489.27727037589153,489.277296776066,427.6422550417216,462.3426696751942,368.55476889917446,1161.022505063394,20687.4577461852,5.746516040606998,48647.69516642202,2067.761340494564,2067.7611848133115,2146.3405347568882,851.2545047712135,798.9970479402449,4940.136783321589,48647.69516642202,13.51324865733945,219992.63166150867,22903.00463260672,22903.004117001183,8615.884491298284,10816.848568404454,8360.066561885411,58190.27594446584,219992.63166150867,61.109064350419075,489622.7905050456,112327.39280672459,112327.40167613006,42250.40133413086,53038.05802051653,40995.82064202667,214156.3625145933,489622.7905050456,136.006330695846,245086.0185302584,21255.59308454114,21255.59419346605,8309.808912738104,10467.811519188019,8079.608032549979,68052.35217497469,245086.0185302584,68.07944959173845
Delta W snapshot9 [lambda],,,,,,,,,,25284.670578670797,598.0055526816452,598.0055849485251,522.6738672732154,565.0854851585707,450.4558286545465,1419.0275061885925,25284.670578670797,7.023519605186332,59458.294092293574,2527.263860604467,2527.2636703273806,2623.305098036197,1040.4221724981498,976.5519474825215,6037.944957393053,59458.294092293574,16.516192803414885,268879.88314184395,27992.561217630435,27992.56058744589,10530.52548936457,13220.592694716555,10217.85913119328,71121.44837656936,268879.88314184395,74.68885642828998,598427.8550617225,137289.03565266338,137289.04649304785,51639.37940838216,64824.293136186876,50106.00300692149,261746.66529561402,598427.8550617225,166.22995973936733,299549.5782036492,25979.05821443917,25979.05956979184,10156.433115568794,12793.991856785357,9875.076484227751,83175.09710274685,299549.5782036492,83.20821616768032
Delta W snapshot10 [lambda],,,,,,,,,,29881.883411156396,706.7338349873988,706.7338731209842,617.705479504709,667.8283006419472,532.3568884099186,1677.0325073137913,29881.883411156396,8.300523169765665,70268.89301816514,2986.76638071437,2986.7661558414497,3100.2696613155053,1229.5898402250862,1154.1068470247983,7135.7531314645175,70268.89301816514,19.519136949490317,317767.1346221792,33082.11780265415,33082.117057890595,12445.166487430855,15624.336821028655,12075.651700501148,84052.62080867287,317767.1346221792,88.26864850616089,707232.9196183992,162250.67849860218,162250.69130996565,61028.35748263346,76610.5282518572,59216.18537181631,309336.96807663474,707232.9196183992,196.45358878288866,354013.13787703996,30702.523344337198,30702.524946117628,12003.057318399484,15120.172194382694,11670.544935905526,98297.842030519,354013.13787703996,98.3369827436222
Delta W snapshot11 [lambda],,,,,,,,,,34479.096243641994,815.4621172931526,815.4621612934433,712.7370917362027,770.5711161253237,614.2579481652907,1935.03750843899,34479.096243641994,9.577526734344998,81079.4919440367,3446.2689008242733,3446.268641355519,3577.234224594814,1418.7575079520225,1331.661746567075,8233.561305535983,81079.4919440367,22.52208109556575,366654.38610251446,38171.67438767787,38171.673528335305,14359.80748549714,18028.080947340757,13933.444269809017,96983.7932407764,366654.38610251446,101.84844058403179,816037.984175076,187212.32134454098,187212.33612688343,70417.33555688476,88396.76336752756,68326.36773671112,356927.2708576555,816037.984175076,226.67721782641,408476.6975504307,35425.98847423523,35425.99032244342,13849.681521230174,17446.352531980032,13466.013387583298,113420.58695829115,408476.6975504307,113.46574931956408
Delta W max0 [lambda],155.63480943310623,1.3524697735570332,1.3524699369391397,1.4176851409433002,0.7552318514822812,0.7552317946508162,2.3348837004387315,155.63480943310623,0.09440398684029373,1149.3032081213998,27.182070576438417,27.182072043114776,23.757903057873424,25.685703870844122,20.475264938843026,64.50125028129966,1149.3032081213998,0.8580149336490602,2702.64973146789,114.87563002747578,114.8756213785173,119.24114081982714,47.29191693173408,44.38872488556916,274.45204351786606,2702.64973146789,2.0176693266283197,12221.812870083815,1272.3891462559288,1272.3891176111767,478.66024951657135,600.9360315780252,464.44814232696723,3232.79310802588,12221.812870083815,9.124222298080035,27201.2661391692,6240.410711484699,6240.411204229448,2347.2445185628253,2946.558778917585,2277.545591223704,11897.575695255182,27201.2661391692,20.307167331168195,13615.88991834769,1180.8662824745077,1180.8663440814473,461.6560507076724,581.5450843993344,448.86711291944323,3780.6862319430384,13615.88991834769,10.164973700856471
Delta W max1 [lambda],311.26961886621245,2.7049395471140665,2.7049398738782795,2.8353702818866005,1.5104637029645624,1.5104635893016325,4.669767400877463,311.26961886621245,0.37761594736117493,1723.9548121820997,40.77310586465763,40.773108064672165,35.63685458681014,38.52855580626618,30.712897408264535,96.75187542194949,1723.9548121820997,1.9305336007103855,4053.974597201835,172.31344504121367,172.31343206777595,178.8617112297407,70.93787539760112,66.58308732835374,411.6780652767991,4053.974597201835,4.539755984913719,18332.719305125724,1908.5837193838934,1908.5836764167652,717.990374274857,901.4040473670378,696.6722134904509,4849.18966203882,18332.719305125724,20.52950017068008,40801.8992087538,9360.616067227049,9360.616806344173,3520.866777844238,4419.838168376377,3416.3183868355563,17846.363542882773,40801.8992087538,45.691126495128444,20423.834877521535,1771.2994237117616,1771.2995161221709,692.4840760615086,872.3176265990015,673.3006693791649,5671.029347914558,20423.834877521535,22.87119082692706
Delta W max2 [lambda],622.5392377324249,5.409879094228133,5.409879747756559,5.670740563773201,3.020927405929125,3.020927178603265,9.339534801754926,622.5392377324249,1.5104637894446997,2298.6064162427997,54.36414115287683,54.36414408622955,47.51580611574685,51.371407741688245,40.95052987768605,129.00250056259932,2298.6064162427997,3.432059734596241,5405.29946293578,229.75126005495156,229.7512427570346,238.48228163965427,94.58383386346816,88.77744977113832,548.9040870357321,5405.29946293578,8.070677306513279,24443.62574016763,2544.7782925118577,2544.7782352223535,957.3204990331427,1201.8720631560504,928.8962846539345,6465.58621605176,24443.62574016763,36.49688919232014,54402.5322783384,12480.821422969399,12480.822408458896,4694.489037125651,5893.11755783517,4555.091182447408,23795.151390510364,54402.5322783384,81.22866932467278,27231.77983669538,2361.7325649490153,2361.7326881628946,923.3121014153448,1163.0901687986689,897.7342258388865,7561.372463886077,27231.77983669538,40.659894803425885
Delta W max3 [lambda],1245.0784754648498,10.819758188456266,10.819759495513118,11.341481127546402,6.041855157778799,6.041855157778799,18.679069603509852,1245.0784754648498,6.041855157778799,3447.9096243641993,81.54621172931526,81.54621612934433,71.27370917362028,77.05711161253237,61.42579481652907,193.50375084389898,3447.9096243641993,7.722134402841542,8107.94919440367,344.62689008242734,344.6268641355519,357.7234224594814,141.87575079520224,133.16617465670748,823.3561305535982,8107.94919440367,18.159023939654876,36665.43861025145,3817.1674387677867,3817.1673528335305,1435.980748549714,1802.8080947340757,1393.3444269809017,9698.37932407764,36665.43861025145,82.11800068272032,81603.7984175076,18721.232134454098,18721.233612688346,7041.733555688476,8839.676336752755,6832.636773671113,35692.727085765546,81603.7984175076,182.76450598051377,40847.66975504307,3542.5988474235232,3542.5990322443417,1384.9681521230173,1744.635253198003,1346.6013387583298,11342.058695829115,40847.66975504307,91.48476330770823
Delta W max4 [lambda],2490.1569509296996,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,24.167420631115196,37.358139207019704,2490.1569509296996,24.167420631115196,5746.516040606999,135.9103528821921,135.9103602155739,118.78951528936713,128.4285193542206,102.37632469421511,322.50625140649834,5746.516040606999,21.450373341226506,13513.248657339449,574.3781501373788,574.3781068925865,596.2057040991357,236.45958465867042,221.9436244278458,1372.2602175893303,13513.248657339449,50.441733165707994,61109.064350419074,6361.945731279645,6361.945588055884,2393.301247582857,3004.6801578901263,2322.2407116348363,16163.965540129399,61109.064350419074,228.10555745200088,136006.330695846,31202.053557423496,31202.05602114724,11736.222592814127,14732.793894587925,11387.72795611852,59487.87847627591,136006.330695846,507.6791832792049,68079.44959173845,5904.331412372539,5904.331720407236,2308.280253538362,2907.7254219966717,2244.3355645972165,18903.431159715194,68079.44959173845,254.12434252141176
Delta W max5 [lambda],,,,,,,,,,8045.122456849799,190.27449403506893,190.27450430180343,166.30532140511397,179.79992709590886,143.32685457190118,451.50875196909766,8045.122456849799,42.04273174880395,18918.54812027523,804.1294101923304,804.1293496496211,834.68798573879,331.04341852213855,310.7210741989841,1921.1643046250626,18918.54812027523,98.86579700478767,85552.69009058671,8906.724023791503,8906.723823278238,3350.6217466159997,4206.552221046177,3251.1369962887707,22629.551756181158,85552.69009058671,447.0868926059217,190408.8629741844,43682.874980392895,43682.878429606135,16430.71162993978,20625.911452423097,15942.819138565928,83283.02986678628,190408.8629741844,995.0511992272416,95311.22942843383,8266.063977321553,8266.06440857013,3231.592354953707,4070.8155907953405,3142.0697904361027,26464.80362360127,95311.22942843383,498.08371134196705
Delta W max6 [lambda],,,,,,,,,,12642.335289335399,299.0027763408226,299.00279247426255,261.3369336366077,282.54274257928535,225.22791432727325,709.5137530942962,12642.335289335399,103.81980697153628,29729.147046146787,1263.6319303022335,1263.6318351636903,1311.6525490180984,520.2110862490749,488.27597374126077,3018.9724786965267,29729.147046146787,244.1379885220267,134439.94157092198,13996.280608815217,13996.280293722944,5265.262744682285,6610.296347358278,5108.92956559664,35560.72418828468,134439.94157092198,1104.0308980676841,299213.9275308612,68644.51782633169,68644.52324652392,25819.68970419108,32412.146568093438,25053.001503460746,130873.33264780701,299213.9275308612,2457.1672470713515,149774.7891018246,12989.529107219585,12989.52978489592,5078.216557784397,6396.995928392678,4937.538242113876,41587.548551373424,149774.7891018246,1229.961817803633
Delta W max7 [lambda],,,,,,,,,,17239.548121820997,407.7310586465763,407.73108064672164,356.36854586810136,385.28555806266183,307.12897408264536,967.518754219495,17239.548121820997,193.05336007103855,40539.74597201835,1723.1344504121366,1723.1343206777594,1788.617112297407,709.3787539760112,665.8308732835375,4116.780652767991,40539.74597201835,453.97559849137195,183327.19305125723,19085.837193838935,19085.836764167652,7179.90374274857,9014.040473670379,6966.7221349045085,48491.8966203882,183327.19305125723,2052.950017068008,408018.992087538,93606.16067227049,93606.16806344171,35208.66777844238,44198.38168376378,34163.18386835556,178463.63542882775,408018.992087538,4569.112649512844,204238.34877521536,17712.994237117615,17712.99516122171,6924.840760615087,8723.176265990016,6733.006693791649,56710.29347914558,204238.34877521536,2287.119082692706
Delta W max8 [lambda],,,,,,,,,,20687.4577461852,489.27727037589153,489.277296776066,427.6422550417216,462.3426696751942,368.55476889917446,1161.022505063394,20687.4577461852,277.99683850229553,48647.69516642202,2067.761340494564,2067.7611848133115,2146.3405347568882,851.2545047712135,798.9970479402449,4940.136783321589,48647.69516642202,653.7248618275756,219992.63166150867,22903.00463260672,22903.004117001183,8615.884491298284,10816.848568404454,8360.066561885411,58190.27594446584,219992.63166150867,2956.248024577931,489622.7905050456,112327.39280672459,112327.40167613006,42250.40133413086,53038.05802051653,40995.82064202667,214156.3625145933,489622.7905050456,6579.522215298495,245086.0185302584,21255.59308454114,21255.59419346605,8309.808912738104,10467.811519188019,8079.608032549979,68052.35217497469,245086.0185302584,3293.4514790774965
Delta W max9 [lambda],,,,,,,,,,25284.670578670797,598.0055526816452,598.0055849485251,522.6738672732154,565.0854851585707,450.4558286545465,1419.0275061885925,25284.670578670797,415.2792278861451,59458.294092293574,2527.263860604467,2527.2636703273806,2623.305098036197,1040.4221724981498,976.5519540881068,6037.944957393053,59458.294092293574,976.5519540881068,268879.88314184395,27992.561217630435,27992.56058744589,10530.52548936457,13220.592694716555,10217.85913119328,71121.44837656936,268879.88314184395,4416.1235922707365,598427.8550617225,137289.03565266338,137289.04649304785,51639.37940838216,64824.293136186876,50106.00300692149,261746.66529561402,598427.8550617225,9828.668988285406,299549.5782036492,25979.05821443917,25979.05956979184,10156.433115568794,12793.991856785357,9875.076484227751,83175.09710274685,299549.5782036492,4919.847271214532
Delta W max10 [lambda],,,,,,,,,,29881.883411156396,706.7338349873988,706.7338731209842,617.705479504709,667.8283006419472,580.0180951467647,1677.0325073137913,29881.883411156396,580.0180951467647,70268.89301816514,2986.76638071437,2986.7661558414497,3100.2696613155053,1363.944464800744,1363.944464800744,7135.7531314645175,70268.89301816514,1363.944464800744,317767.1346221792,33082.11780265415,33082.117057890595,12445.166487430855,15624.336821028655,12075.651700501148,84052.62080867287,317767.1346221792,6167.974273502104,707232.9196183992,162250.67849860218,162250.69130996565,61028.35748263346,76610.5282518572,59216.18537181631,309336.96807663474,707232.9196183992,13727.6451158697,354013.13787703996,30702.523344337198,30702.524946117628,12003.057318399484,15120.172194382694,11670.544935905526,98297.842030519,354013.13787703996,6871.522221778974
Delta W max11 [lambda],,,,,,,,,,34479.096243641994,815.4621172931526,815.4621612934433,772.2134402841542,772.2134402841542,772.2134402841542,1935.03750843899,34479.096243641994,772.2134402841542,81079.4919440367,3446.2689008242733,3446.268641355519,3577.234224594814,1815.9023939654878,1815.9023939654878,8233.561305535983,81079.4919440367,1815.9023939654878,366654.38610251446,38171.67438767787,38171.673528335305,14359.80748549714,18028.080947340757,13933.444269809017,96983.7932407764,366654.38610251446,8211.800068272032,816037.984175076,187212.32134454098,187212.33612688343,70417.33555688476,88396.76336752756,68326.36773671112,356927.2708576555,816037.984175076,18276.450598051375,408476.6975504307,35425.98847423523,35425.99032244342,13849.681521230174,17446.352531980032,13466.013387583298,113420.58695829115,408476.6975504307,9148.476330770824
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [uv-pixels],51.84058969878098,0.7509890334313283,0.7509891015458974,0.6931074580880082,0.9302362521312405,0.930236199565506,2.171927493283657,51.84058969878098,0.16675796919282154,66.08516352964814,1.2200121523223224,1.220012201767399,0.8856080799997731,0.9390425680315855,0.7920479166956458,7.4456639400672175,66.08516352964814,0.24736096700338506,32.70585475230759,1.1941141778218463,1.1941141102944826,0.7824547877258973,1.5472278734095146,1.4753097346316855,5.806401009681024,32.70585475230759,0.12374838575339467,10.52146767644403,0.9985369337984418,0.9985369169167441,0.9194153926177648,1.0907098506187485,0.8988394983025032,3.8632774899428,10.52146767644403,0.040206558978108056,5.682673970560674,0.9784309451362223,0.9784310031536276,0.9008068569079644,1.0685496824985519,0.8806460298091299,3.0499783166046637,5.682673970560674,0.02178140887010416,9.906668245235307,0.8199178234442336,0.8199178555628495,0.7770876920738101,0.9241801044640613,0.7608682197157995,3.7734908463422006,9.906668245235307,0.037870482843733844
W kernel support pred1 [uv-pixels],88.10132098157902,1.2638542121256142,1.263854326807894,1.1664036851934125,1.5656727990208306,1.565672710502616,3.6576764315216526,88.10132098157902,0.4719433070599293,90.16665144334496,1.654437596787855,1.6544376638617493,1.2008427551991674,1.2733178553160622,1.073948498429492,10.108539670609476,90.16665144334496,0.4546068283389465,44.51948100598907,1.6193063371082173,1.6193062455061726,1.060937827724418,2.0983484768681304,2.000776780074767,7.881057883276896,44.51948100598907,0.2273957447535556,14.290327198949884,1.3540144328874444,1.3540144099892264,1.2466965936360273,1.4790398984931783,1.2187888190279388,5.241921561714055,14.290327198949884,0.07387268535099338,7.712971060798133,1.3267429416917738,1.3267430203854136,1.2214572009832154,1.4489808366687762,1.1941126481485878,4.137749555327149,7.712971060798133,0.04001807118720107,13.454236466708023,1.1117473988723814,1.1117474424339608,1.053658738712741,1.253159172719935,1.0316613088313809,5.120009448632149,13.454236466708023,0.06958023069500174
W kernel support pred2 [uv-pixels],150.32028673808182,2.1275520365853877,2.127552229760569,1.9634092970831472,2.636008070934118,2.636007921795128,6.163194547090046,150.32028673808182,1.3364428326178834,112.4976096054238,2.053704142193417,2.0537042254775635,1.4905226033635088,1.5805022786010399,1.3329851003464148,12.56014682437983,112.4976096054238,0.7001834252893276,55.437892928021455,2.010082661367428,2.0100825476283495,1.3168328913999043,2.60493154918317,2.483766081414987,9.790405863337016,55.437892928021455,0.35018399199615297,17.76232861213499,1.6806914754062163,1.680691446976485,1.5474510727161601,1.8359221722810897,1.5128029085821568,6.510087024640326,17.76232861213499,0.11374755527108033,9.581438733678628,1.6468321597821773,1.6468322574850065,1.5161157551092774,1.7986005407925472,1.4821671075264966,5.138117846583197,9.581438733678628,0.061616574227208426,16.721991187088065,1.3799112563185816,1.3799113103992535,1.3077962336821354,1.5554745605651499,1.2804875565558536,6.358593064582748,16.721991187088065,0.10713764403280973
W kernel support pred3 [uv-pixels],257.83948650180565,3.582879501585829,3.582879827186798,3.3062290264773404,4.44003861412298,4.44003861412298,10.393076251437195,257.83948650180565,3.788984637929831,153.87506062187435,2.7855675383221747,2.785567651338494,2.0214159091350443,2.1434930179731646,1.8076930329213938,17.063562196938314,153.87506062187435,1.2873121222810928,75.58836487425492,2.7263738167490503,2.7263736624080317,1.7857810005827677,3.533656759339374,3.369206384566723,13.296138743693666,75.58836487425492,0.6436425174912901,24.144977429954615,2.2794269059412087,2.279426867367762,2.098651297043742,2.4900503810598873,2.051643588838231,8.837137531370129,24.144977429954615,0.20901578489978515,13.011987690963144,2.233486916368685,2.233487048930021,2.056138150309476,2.4394096529550042,2.0100800848766975,6.9732408451679175,13.011987690963144,0.11321422670188461,22.728303927718347,1.8713537749373979,1.8713538483048133,1.7735219689450454,2.109536985705089,1.7364756115336442,8.631292293666824,22.728303927718347,0.19686802934455488
W kernel support pred4 [uv-pixels],445.32610945220534,6.560950293748319,6.560950293748319,5.842695255920037,12.623953197926392,12.623953197926392,17.545049785860062,445.32610945220534,10.767336770701792,228.92053145856664,4.090597817066111,4.090597983152788,2.9678092934053377,3.14715354186574,2.653853648897247,25.121345635333736,228.92053145856664,2.7741230716750493,111.91045312272352,4.003608956111528,4.00360872930074,2.6216671171297494,5.1901505206212635,4.9484095991673955,19.564252757529868,111.91045312272352,1.3862460638117227,35.57903467429398,3.346867231587884,3.3468671749140606,3.0812750549772785,3.656339754842626,3.0122159770572594,12.993764367112622,35.57903467429398,0.4499376360249123,19.145320867297563,3.2793708864285493,3.279371081189339,3.0188188742368762,3.581929758448639,2.9511563036275743,10.249665960718634,19.145320867297563,0.24367288335199153,33.48571560994978,2.7473667936170085,2.747366901390307,2.603660012294483,3.097267456980438,2.549243871499166,12.690636877669801,33.48571560994978,0.4237801570386919
W kernel support pred5 [uv-pixels],,,,,,,,,,297.9469804207112,5.269597863885474,5.269598077969771,3.822535657070906,4.053648445127359,3.4179823494170862,32.42799624390208,297.9469804207112,4.602401107953138,145.10671498850104,5.157471147072228,5.1574708547212165,3.3765097935317865,6.6870937341075285,6.375421274313845,25.2436067602345,145.10671498850104,2.2985504263744887,45.96074309999651,4.311023286826693,4.311023213788156,3.9687525464318085,4.709872582311771,3.879759501097222,16.75599177961217,45.96074309999651,0.7456659361908637,24.70220618658938,4.224037958448786,4.224038209442862,3.8882682596264373,4.61396985335473,3.801076269174481,13.213724929440836,24.70220618658938,0.4037683263417485,43.25065012266939,3.538476765402,3.538476904272847,3.353307685663174,3.989361404007281,3.2831933480101125,16.364617280451153,43.25065012266939,0.7023034471278886
W kernel support pred6 [uv-pixels],,,,,,,,,,425.684666306095,7.407014488146689,7.407014789359079,5.371489811606023,5.69652275303992,4.802595167195192,45.732285800175745,425.684666306095,9.09397381662716,206.10175968718326,7.249257096943149,7.249256685625084,4.744279808471757,9.401819214104618,8.963141012780161,35.57533477245307,206.10175968718326,4.536666640298325,64.89299885963469,6.058519664585575,6.058519561852756,5.5771237207680615,6.619559803308121,5.451966051246328,23.59164694340893,64.89299885963469,1.4702310034630404,34.81039978507779,5.936171636740547,5.936171989767809,5.463932400981616,6.48465198081256,5.3413109981399085,18.595992843663655,34.81039978507779,0.7958660060011038,61.05304255870578,4.97202953780961,4.972029733088314,4.71165525384524,5.606108055455005,4.6130689155153615,23.03951643549244,61.05304255870578,1.3846834980730496
