Frequency Max [GHz],0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.05,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,1.7647,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,7.1,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,13.8,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6,9.6
Pipeline,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img,Ingest,ICAL,RCAL,DPrepA,DPrepA_Image,DPrepB,DPrepC,DPrepD,Fast_Img
Baseline coalescing,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
On-the-fly kernels,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scale predict by facet,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
Visibilities kernel pred1,,29.532060237636156,29.532060237718554,6.582449128076817,6.47785447813627,6.736287860069481,115.95634159518177,,8.592316473424138,,5.335347753182275,5.335347753182275,5.889193080522007,5.889193080522007,5.889193080522007,208.67500305927905,,29.080312707003184,,8.085975654468323,8.085975654468323,6.218766200892226,6.218766200892226,27.236910785472393,498.75427598499,,29.998906473778554,,16.87417763958734,16.87417763958734,38.704748121071276,14.387652586813951,38.704748121071276,1798.5430005558785,,41.48227792922221,,26.538249318264338,26.538249318264338,14.444884712041267,39.10155014256726,39.10155014256726,4122.199772577985,,42.81978319219332,,12.198779812487114,12.198779812487114,39.57915259456944,39.57915259456944,39.57915259456944,1069.852811415189,,42.33456802352216
Visibilities kernel pred2,,147.64600572809397,147.6460057285059,20.891204299595838,20.55924454449005,21.37945363000707,231.91268319036354,,34.3641309090257,,8.26062368975612,8.26062368975612,9.68319745066633,9.68319745066633,10.174841937153658,269.5290584758852,,51.69671682825562,,14.020151700841907,14.020151700841907,10.701672850350116,10.701672850350116,48.419348770164056,654.5059161600841,,53.32966366071584,,29.64785312707831,29.64785312707831,66.26313023705885,25.33743046994279,66.26313023705885,2361.8344443685637,,71.6498877757381,,47.30493523876051,47.30493523876051,25.605429065892285,71.0944265428427,71.0944265428427,5550.885997073298,,75.41617460247276,,21.552017964768933,21.552017964768933,68.00363660163173,68.00363660163173,68.00363660163173,1409.9762370851463,,73.3319095140917
Visibilities kernel pred3,,590.5554306073003,590.555430608948,97.47954600261959,95.93060292807031,99.75774511369193,463.8253663807271,,137.4462528994792,,17.213676674217137,17.213676557312674,22.10600469938172,20.63759058369712,23.34015781917853,377.6635604293891,,116.31397482328639,,28.908052180349372,28.908052180349372,22.807897507766853,22.807897507766853,108.93942622056471,946.2946337548676,,119.98786049452623,,64.9314061665018,64.9314061665018,137.6128917253206,55.778043945222095,137.6128917253206,3425.5634264428086,,151.38152724192184,,106.79188772442176,106.79188772442176,57.22282374190822,155.40721188534621,155.40721188534621,8474.484200396615,,166.0563433473608,,47.79371564247143,47.79371564247143,142.20028112401306,142.20028112401306,142.20028112401306,2059.100951538408,,155.83125485514435
Visibilities kernel pred4,,1181.082268218057,1181.0822682213523,584.8390513315481,575.5460002717737,598.5073526470684,927.6507327614542,,549.7644693563959,,47.39614020477058,47.39613988288582,62.6291142670441,58.46891088822533,66.12562654114785,535.5798896114953,,332.3173266757331,,72.26642967510712,72.26642970156456,60.03286129924616,58.044843722112006,317.7304063981519,1455.8618021249765,,342.8135835435313,,172.05639716866153,172.05639716866153,367.03802773169105,151.3957487931407,372.7407828571954,5110.6415710488145,,396.716795650267,,291.1517738980897,291.1517738980897,160.7914343585602,424.12373925480915,424.12373925480915,13876.18500152671,,450.9051458920534,,133.34067339517657,133.34067339517657,397.7290719069752,357.5328163957167,402.33039901864663,3106.0004442314607,,425.49046771349015
Visibilities kernel pred5,,,,,,,,,,,95.3814208596766,95.381420211906,125.25431492859155,116.93416813622738,132.24712098465184,694.005863106662,,651.3349750323827,,140.08178105959158,140.0817811108769,117.66060467063731,109.26527501133074,593.0890891034811,1787.3323922041488,,671.9071686439997,,325.25755897047543,325.25755897047543,685.1288378786245,280.40618380026314,695.7738438361527,5894.1461442661885,,777.5563367753011,,557.4791942185311,557.4791942185311,309.00034679518063,737.2775864155693,737.2775864155693,17228.882491528744,,835.4695672078203,,244.64306908654171,244.64306908654171,742.4181837935989,649.6190712407983,751.0072187889748,3609.257162888442,,833.952240468902
Visibilities kernel pred6,,,,,,,,,,,239.8085750173755,239.80857338874654,306.16851719623645,285.83095830474883,323.2615575633122,907.5681789560384,,1705.8606838898513,,357.69974896626366,357.69974909722106,308.149670437045,286.1625484520152,1863.9723669810949,2336.0784004339157,,1759.7391198896041,,669.9418401491342,669.9418401491342,2153.2368791550352,653.5482986632269,2186.6922208941833,6947.305294339378,,2036.4366373640974,,1396.7271531885701,1396.7271531885701,773.4761031906233,2012.2703086837587,2151.8438726729196,22440.492903142087,,2002.3948831848593,,554.3977387743604,554.3977387743604,2333.2873857106088,2041.6363951352141,2360.281184418143,4291.496438865048,,2184.1390195307326
Visibilities kernel pred7,,,,,,,,,,,467.1526808355969,467.15267766298984,626.2454833052682,584.6464824874089,661.208056935838,899.744917496644,,3489.244614043473,,650.3554715182595,650.355471756361,540.2549995796662,501.70667803860147,3812.649833516239,3287.9235714498586,,3599.4494379762186,,1314.5895107004353,1314.5895200885122,4404.324123690343,1195.115599679374,4472.755131033044,11487.687586394144,,4165.419070050044,,2313.3270960245277,2313.3270960245277,1505.515150999068,3614.2915955702133,4401.474600893178,39406.70986284584,,4095.7883701258097,,1014.7836987685821,1014.7837074128932,4772.607605589691,4176.051971542075,4827.821896724299,7128.610095816977,,4467.536457317558
Visibilities kernel pred8,,,,,,,,,,,654.0093379023747,654.0093334607548,901.7880166926891,841.8858194809151,952.1338168194658,998.1453197567375,,4187.08480513734,,936.5067913983377,936.5067917412017,756.3522448696759,702.3849339586677,4575.168295774711,2948.548098940669,,4319.33000658348,,2103.335097513643,2103.3351125345084,5285.175727377192,1325.7694083022923,5367.292730769887,10198.773971242754,,4998.492155506641,,3892.7208662181242,3892.7208662181242,1738.4046789884426,3969.013420508248,5281.756194778113,36059.85223165578,,4914.935404109619,,1522.1685956531321,1522.16860861954,5727.11500086282,5011.250005676148,5793.371986802469,6342.198748322099,,5361.0324033283705
Visibilities kernel pred9,,,,,,,,,,,959.2078085427556,959.2078020284198,1377.7240820432862,1286.207341813535,1454.6408518167257,1161.4693150913417,,10235.076786565285,,1430.7671985180111,1430.7671990418291,1386.6378579881964,1287.698353398086,11183.719157494193,3896.577524680584,,10558.34152938724,,2570.733875150654,2570.733893509425,12919.289064628405,1960.9087133090504,13120.01906088111,8903.446730600486,,12218.5125390067,,4369.889678040311,4369.889678040311,2690.234361597283,8715.425801279962,12910.929973235123,32390.890718139897,,12014.262898709338,,2480.560744752521,2480.5607658828753,13999.583055619656,12249.694768896457,14161.544213643792,5547.21760143124,,13104.720662487738
Visibilities kernel pred10,,,,,,,,,,,1417.005514484873,1417.0055048614631,1628.213143206446,1520.0574092626089,1719.1144325940577,1550.7107940607202,,10417.580373017001,,2254.534543704576,2254.5345445299836,1638.7473486568656,1521.8193058442287,13217.101723494789,3490.712224293249,,12478.023045507553,,4557.198979159802,4557.199011704815,15268.226674353438,3181.843722312339,15505.452660071142,7926.4891048005675,,14440.040766942897,,4770.988954403425,4770.988954403425,4531.118376688005,9355.723327922917,15258.347556766752,29419.75558389123,,14198.654989293716,,2931.5633619423124,2931.5633869144776,16544.936109565206,14476.88952648571,16736.344453734775,4944.871304519469,,15487.376518450503
Visibilities kernel pred11,,,,,,,,,,,2180.001691035684,2180.0016762304845,2504.93627246949,2338.5433022604752,2644.7840178039005,1400.9289322884977,,10417.580373017001,,2601.379489363825,2601.3794903162157,2521.1424524117183,2341.2536776997604,15250.484289244785,6336.306549921066,,14397.70456179223,,5258.297145582039,5258.297183133911,17617.16428402869,3386.1356647950342,17890.88625921062,7161.943902187391,,16661.568994627454,,10228.561925950631,10228.561925950631,4973.05124902238,9898.075809244545,17605.7651404632,26974.068046998666,,16383.047079712109,,5073.84896868313,5073.849011904094,19090.28916333468,16704.084283920896,19311.14469364765,4472.006583168837,,17870.032374395672
Visibilities kernel bw0,(undefined),6.713131333699654,6.713131333718384,3.2929438887733875,3.2406192438549772,3.369903437189965,83.48856594853088,(undefined),3.0941580896423613,(undefined),3.7603639784512515,3.7603639784512515,4.073325943470025,4.073325943470025,4.073325943470025,154.26468154070787,(undefined),12.925391836588249,(undefined),4.833145376454432,4.833145376454432,4.23718798325461,4.23718798325461,13.196732094291328,336.8931417904019,(undefined),14.779039483287647,(undefined),7.576531376022789,7.576531376022789,17.386155496522758,6.498633263327111,17.386155496522758,1213.690969805148,(undefined),18.405380306936397,(undefined),11.75327139524807,11.75327139524807,6.487717484957945,17.773719004150518,17.773719004150518,2717.7579701623417,(undefined),18.666405409559182,(undefined),5.952500532157969,5.952500532157969,18.139309169587488,18.139309169587488,18.139309169587488,719.4590446638507,(undefined),19.253663126734345
Visibilities kernel bw1,,29.532060237636156,29.532060237718554,6.582449128076817,6.47785447813627,6.736287860069481,115.95634159518177,,8.592316473424138,,5.335347753182275,5.335347753182275,5.889193080522007,5.889193080522007,5.889193080522007,208.67500305927905,,29.080312707003184,,8.085975654468323,8.085975654468323,6.218766200892226,6.218766200892226,27.236910785472393,498.75427598499,,29.998906473778554,,16.87417763958734,16.87417763958734,38.704748121071276,14.387652586813951,38.704748121071276,1798.5430005558785,,41.48227792922221,,26.538249318264338,26.538249318264338,14.444884712041267,39.10155014256726,39.10155014256726,4122.199772577985,,42.81978319219332,,12.198779812487114,12.198779812487114,39.57915259456944,39.57915259456944,39.57915259456944,1069.852811415189,,42.33456802352216
Visibilities kernel bw2,,147.64600572809397,147.6460057285059,20.891204299595838,20.55924454449005,21.37945363000707,231.91268319036354,,34.3641309090257,,8.26062368975612,8.26062368975612,9.68319745066633,9.68319745066633,10.174841937153658,269.5290584758852,,51.69671682825562,,14.020151700841907,14.020151700841907,10.701672850350116,10.701672850350116,48.419348770164056,654.5059161600841,,53.32966366071584,,29.64785312707831,29.64785312707831,66.26313023705885,25.33743046994279,66.26313023705885,2361.8344443685637,,71.6498877757381,,47.30493523876051,47.30493523876051,25.605429065892285,71.0944265428427,71.0944265428427,5550.885997073298,,75.41617460247276,,21.552017964768933,21.552017964768933,68.00363660163173,68.00363660163173,68.00363660163173,1409.9762370851463,,73.3319095140917
Visibilities kernel bw3,,590.5554306073003,590.555430608948,97.47954600261959,95.93060292807031,99.75774511369193,463.8253663807271,,137.4462528994792,,17.213676674217137,17.213676557312674,22.10600469938172,20.63759058369712,23.34015781917853,377.6635604293891,,116.31397482328639,,28.908052180349372,28.908052180349372,22.807897507766853,22.807897507766853,108.93942622056471,946.2946337548676,,119.98786049452623,,64.9314061665018,64.9314061665018,137.6128917253206,55.778043945222095,137.6128917253206,3425.5634264428086,,151.38152724192184,,106.79188772442176,106.79188772442176,57.22282374190822,155.40721188534621,155.40721188534621,8474.484200396615,,166.0563433473608,,47.79371564247143,47.79371564247143,142.20028112401306,142.20028112401306,142.20028112401306,2059.100951538408,,155.83125485514435
Visibilities kernel bw4,,1181.082268218057,1181.0822682213523,584.8390513315481,575.5460002717737,598.5073526470684,927.6507327614542,,549.7644693563959,,47.39614020477058,47.39613988288582,62.6291142670441,58.46891088822533,66.12562654114785,535.5798896114953,,332.3173266757331,,72.26642967510712,72.26642970156456,60.03286129924616,58.044843722112006,317.7304063981519,1455.8618021249765,,342.8135835435313,,172.05639716866153,172.05639716866153,367.03802773169105,151.3957487931407,372.7407828571954,5110.6415710488145,,396.716795650267,,291.1517738980897,291.1517738980897,160.7914343585602,424.12373925480915,424.12373925480915,13876.18500152671,,450.9051458920534,,133.34067339517657,133.34067339517657,397.7290719069752,357.5328163957167,402.33039901864663,3106.0004442314607,,425.49046771349015
Visibilities kernel bw5,,,,,,,,,,,95.3814208596766,95.381420211906,125.25431492859155,116.93416813622738,132.24712098465184,694.005863106662,,651.3349750323827,,140.08178105959158,140.0817811108769,117.66060467063731,109.26527501133074,593.0890891034811,1787.3323922041488,,671.9071686439997,,325.25755897047543,325.25755897047543,685.1288378786245,280.40618380026314,695.7738438361527,5894.1461442661885,,777.5563367753011,,557.4791942185311,557.4791942185311,309.00034679518063,737.2775864155693,737.2775864155693,17228.882491528744,,835.4695672078203,,244.64306908654171,244.64306908654171,742.4181837935989,649.6190712407983,751.0072187889748,3609.257162888442,,833.952240468902
Visibilities kernel bw6,,,,,,,,,,,239.8085750173755,239.80857338874654,306.16851719623645,285.83095830474883,323.2615575633122,907.5681789560384,,1705.8606838898513,,357.69974896626366,357.69974909722106,308.149670437045,286.1625484520152,1863.9723669810949,2336.0784004339157,,1759.7391198896041,,669.9418401491342,669.9418401491342,2153.2368791550352,653.5482986632269,2186.6922208941833,6947.305294339378,,2036.4366373640974,,1396.7271531885701,1396.7271531885701,773.4761031906233,2012.2703086837587,2151.8438726729196,22440.492903142087,,2002.3948831848593,,554.3977387743604,554.3977387743604,2333.2873857106088,2041.6363951352141,2360.281184418143,4291.496438865048,,2184.1390195307326
Visibilities kernel bw7,,,,,,,,,,,467.1526808355969,467.15267766298984,626.2454833052682,584.6464824874089,661.208056935838,899.744917496644,,3489.244614043473,,650.3554715182595,650.355471756361,540.2549995796662,501.70667803860147,3812.649833516239,3287.9235714498586,,3599.4494379762186,,1314.5895107004353,1314.5895200885122,4404.324123690343,1195.115599679374,4472.755131033044,11487.687586394144,,4165.419070050044,,2313.3270960245277,2313.3270960245277,1505.515150999068,3614.2915955702133,4401.474600893178,39406.70986284584,,4095.7883701258097,,1014.7836987685821,1014.7837074128932,4772.607605589691,4176.051971542075,4827.821896724299,7128.610095816977,,4467.536457317558
Visibilities kernel bw8,,,,,,,,,,,654.0093379023747,654.0093334607548,901.7880166926891,841.8858194809151,952.1338168194658,998.1453197567375,,4187.08480513734,,936.5067913983377,936.5067917412017,756.3522448696759,702.3849339586677,4575.168295774711,2948.548098940669,,4319.33000658348,,2103.335097513643,2103.3351125345084,5285.175727377192,1325.7694083022923,5367.292730769887,10198.773971242754,,4998.492155506641,,3892.7208662181242,3892.7208662181242,1738.4046789884426,3969.013420508248,5281.756194778113,36059.85223165578,,4914.935404109619,,1522.1685956531321,1522.16860861954,5727.11500086282,5011.250005676148,5793.371986802469,6342.198748322099,,5361.0324033283705
Visibilities kernel bw9,,,,,,,,,,,959.2078085427556,959.2078020284198,1377.7240820432862,1286.207341813535,1454.6408518167257,1161.4693150913417,,10235.076786565285,,1430.7671985180111,1430.7671990418291,1386.6378579881964,1287.698353398086,11183.719157494193,3896.577524680584,,10558.34152938724,,2570.733875150654,2570.733893509425,12919.289064628405,1960.9087133090504,13120.01906088111,8903.446730600486,,12218.5125390067,,4369.889678040311,4369.889678040311,2690.234361597283,8715.425801279962,12910.929973235123,32390.890718139897,,12014.262898709338,,2480.560744752521,2480.5607658828753,13999.583055619656,12249.694768896457,14161.544213643792,5547.21760143124,,13104.720662487738
Visibilities kernel bw10,,,,,,,,,,,1417.005514484873,1417.0055048614631,1628.213143206446,1520.0574092626089,1719.1144325940577,1550.7107940607202,,10417.580373017001,,2254.534543704576,2254.5345445299836,1638.7473486568656,1521.8193058442287,13217.101723494789,3490.712224293249,,12478.023045507553,,4557.198979159802,4557.199011704815,15268.226674353438,3181.843722312339,15505.452660071142,7926.4891048005675,,14440.040766942897,,4770.988954403425,4770.988954403425,4531.118376688005,9355.723327922917,15258.347556766752,29419.75558389123,,14198.654989293716,,2931.5633619423124,2931.5633869144776,16544.936109565206,14476.88952648571,16736.344453734775,4944.871304519469,,15487.376518450503
Visibilities kernel bw11,,,,,,,,,,,2180.001691035684,2180.0016762304845,2504.93627246949,2338.5433022604752,2644.7840178039005,1400.9289322884977,,10417.580373017001,,2601.379489363825,2601.3794903162157,2521.1424524117183,2341.2536776997604,15250.484289244785,6336.306549921066,,14397.70456179223,,5258.297145582039,5258.297183133911,17617.16428402869,3386.1356647950342,17890.88625921062,7161.943902187391,,16661.568994627454,,10228.561925950631,10228.561925950631,4973.05124902238,9898.075809244545,17605.7651404632,26974.068046998666,,16383.047079712109,,5073.84896868313,5073.849011904094,19090.28916333468,16704.084283920896,19311.14469364765,4472.006583168837,,17870.032374395672
Oversampling used pred0,(undefined),6.4207479847609505,6.4207479847779325,3.2343521079355284,3.184258925835451,3.3079546375896243,46.81433950344457,(undefined),3.043824152627103,(undefined),3.6800117384404203,3.6800117384404203,3.9765756207435032,3.9765756207435032,3.9765756207435032,58.362347187563614,(undefined),11.787110026476604,(undefined),4.690530297726795,4.690530297726795,4.131269857910063,4.131269857910063,12.009748205048624,63.68229448339877,(undefined),13.289271590055336,(undefined),7.1983620380405355,7.1983620380405355,15.3291786161748,6.225916837873896,15.3291786161748,63.99999967993942,(undefined),16.10416329976246,(undefined),10.81436346852393,10.81436346852393,6.215984297220693,15.625335698068547,15.625335698068547,64.0,(undefined),16.30064538790851,(undefined),5.726876704244631,5.726876704244631,15.903049910360103,15.903049910360103,15.903049910360103,63.99923176491851,(undefined),16.739751802267143
Oversampling used pred1,,23.80262653765743,23.802626537709592,6.3021261335839185,6.207008231311669,6.441741999411356,53.69363955893707,,8.099785556460773,,5.157750700324776,5.157750700324776,5.668750108414677,5.668750108414677,5.668750108414677,61.60688791899871,,23.515631440973102,,7.65225328823454,7.65225328823454,5.9707186898977085,5.9707186898977085,22.32312204202119,63.97516936967688,,24.097076353618455,,14.935168749494139,14.935168749494139,29.20941189014338,12.975740582035314,29.20941189014338,63.999999999968,,30.698402704138296,,21.862028932731768,21.862028932731768,13.021708637292335,29.426139706117922,29.426139706117922,64.0,,31.392515355246886,,11.186209290060646,11.186209290060646,29.685209888999793,29.685209888999793,29.685209888999793,63.99999691679493,,31.1423960170442
Oversampling used pred2,,57.74299847818791,57.7429984782285,17.942945619549803,17.701537125891058,18.29572603165233,62.34029585092021,,26.74804290515035,,7.807020300725647,7.807020300725647,9.051925828356723,9.051925828356723,9.47572363184397,63.08218253022994,,35.64666293791623,,12.67957969364167,12.67957969364167,9.92622492995961,9.92622492995961,34.14483386352816,63.99786333637887,,36.366508339184406,,23.87586157379718,23.87586157379718,41.458734434792,21.057578493039784,41.458734434792,63.99999999999999,,43.292104059497284,,33.616245416804496,33.616245416804496,21.23843666792675,43.11016502722798,43.11016502722798,64.0,,44.48463225751751,,18.419763564568044,18.419763564568044,42.0682021795663,42.0682021795663,42.0682021795663,63.999999985453655,,43.83343580378259
Oversampling used pred3,,63.99415047400383,63.99415047400398,50.21280316671391,49.87235234202085,50.698690314512966,63.95695909589887,,56.6527181480438,,15.196796394407635,15.19679630455834,18.81569327443855,17.75862593388519,19.685410969192176,63.832822219705946,,53.75152322258932,,23.405655520513243,23.405655520513243,19.312394927927286,19.312394927927286,52.48942576788838,63.99997841911537,,54.32764879231533,,40.98099634590079,40.98099634590079,56.67197425171059,37.411719491227146,56.67197425171059,64.0,,58.100469603255505,,52.09347803615232,52.09347803615232,38.00984978532422,58.4628781994709,58.4628781994709,64.0,,59.31779800277218,,33.84922617780453,33.84922617780453,57.18270820660188,57.18270820660188,57.18270820660188,63.999999999999474,,58.499731797679395
Oversampling used pred4,,63.99999946511929,63.99999946511929,63.99359944815094,63.992590710887455,63.99483899708076,63.99997105438397,,63.98887993370575,,33.659855138818514,33.65985498501959,40.13107424677237,38.514904192490164,41.40986939852148,63.98609657690308,,63.6585550466799,,43.49219486400443,43.49219487254925,39.13492635887013,38.34413592838247,63.57037767759433,63.99999999293808,,63.71057746615691,,59.739964378521805,59.739964378521805,63.80237081322818,58.10179074991366,63.819346025705165,64.0,,63.87615873195319,,63.34706584140562,63.34706584140562,58.913030970470665,63.919570074238536,63.919570074238536,64.0,,63.94724686688893,,56.16197757871889,56.16197757871889,63.87811731772971,63.77045847684432,63.886636936508914,64.0,,63.921282728584295
Oversampling used pred5,,,,,,,,,,,49.749636437698506,49.74963629232595,55.097488570120156,53.851133120400796,56.02582484816547,63.99885295818649,,63.99775392854601,,56.95142696114975,56.9514269668426,53.966576398039656,52.54834193989421,63.99437928054154,63.999999999961815,,63.9983754929416,,63.61840256529163,63.61840256529163,63.99868085360856,63.22667323394833,63.99888445452502,64.0,,63.999692289659684,,63.99015211206374,63.99015211206374,63.50705845465518,63.99941973608504,63.99941973608504,64.0,,63.99987639133337,,62.64180487877314,62.64180487877314,63.99946486071259,63.99769240620344,63.99953256333006,64.0,,63.999873402082
Oversampling used pred6,,,,,,,,,,,62.53435995189249,62.53435991430142,63.48457734101741,63.28999614584119,63.60621701433123,63.999960286706276,,63.999999999862254,,63.77106112919409,63.77106112966624,63.500410204508874,63.293694122152466,63.99999999998858,63.99999999999999,,63.99999999994104,,63.99832442713497,63.99832442713497,63.99999999999988,63.997830869363206,63.99999999999993,64.0,,63.99999999999925,,63.99999998207868,63.99999998207868,63.99967186803429,63.99999999999889,63.99999999999988,64.0,,63.99999999999871,,63.98966242960713,63.98966242960713,63.99999999999999,63.999999999999304,63.99999999999999,64.0,,63.99999999999993
Oversampling used pred7,,,,,,,,,,,63.959156357210816,63.95915635517013,63.996665572696394,63.99358000810036,63.99807736267263,63.999955079713835,,64.0,,63.997719013007625,63.99771901301617,63.987083445604405,63.97629745317612,64.0,64.0,,64.0,,63.999999934665254,63.99999993466526,64.0,63.99999957117803,64.0,64.0,,64.0,,63.99999999999999,63.99999999999999,63.999999996769105,64.0,64.0,64.0,,64.0,,63.99999266088908,63.99999266089008,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred8,,,,,,,,,,,63.99784656153959,63.99784656138896,63.99995650203981,63.999888271119175,63.999980315128184,63.999990462371784,,64.0,,63.99997482250885,63.99997482250898,63.99957029948235,63.99899475660796,64.0,64.0,,64.0,,63.99999999999974,63.99999999999974,64.0,63.999999945212664,64.0,64.0,,64.0,,64.0,64.0,63.99999999991749,64.0,64.0,64.0,,64.0,,63.99999999751445,63.99999999751445,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred9,,,,,,,,,,,63.99998239035672,63.99998239035491,63.99999997582647,63.99999989784446,63.99999999280097,63.99999927155251,,64.0,,63.99999998951531,63.99999998951531,63.99999997899247,63.99999990021523,64.0,64.0,,64.0,,64.0,64.0,64.0,63.99999999999752,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred10,,,,,,,,,,,63.999999986978,63.999999986978,63.999999999532115,63.99999999743042,63.9999999998882,63.99999999841434,,64.0,,63.99999999999998,63.99999999999998,63.99999999960364,63.99999999750074,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred11,,,,,,,,,,,63.99999999999992,63.99999999999992,64.0,63.99999999999999,64.0,63.99999998322617,,64.0,,64.0,64.0,64.0,63.99999999999999,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw0,(undefined),6.4207479847609505,6.4207479847779325,3.2343521079355284,3.184258925835451,3.3079546375896243,46.81433950344457,(undefined),3.043824152627103,(undefined),3.6800117384404203,3.6800117384404203,3.9765756207435032,3.9765756207435032,3.9765756207435032,58.362347187563614,(undefined),11.787110026476604,(undefined),4.690530297726795,4.690530297726795,4.131269857910063,4.131269857910063,12.009748205048624,63.68229448339877,(undefined),13.289271590055336,(undefined),7.1983620380405355,7.1983620380405355,15.3291786161748,6.225916837873896,15.3291786161748,63.99999967993942,(undefined),16.10416329976246,(undefined),10.81436346852393,10.81436346852393,6.215984297220693,15.625335698068547,15.625335698068547,64.0,(undefined),16.30064538790851,(undefined),5.726876704244631,5.726876704244631,15.903049910360103,15.903049910360103,15.903049910360103,63.99923176491851,(undefined),16.739751802267143
Oversampling used bw1,,23.80262653765743,23.802626537709592,6.3021261335839185,6.207008231311669,6.441741999411356,53.69363955893707,,8.099785556460773,,5.157750700324776,5.157750700324776,5.668750108414677,5.668750108414677,5.668750108414677,61.60688791899871,,23.515631440973102,,7.65225328823454,7.65225328823454,5.9707186898977085,5.9707186898977085,22.32312204202119,63.97516936967688,,24.097076353618455,,14.935168749494139,14.935168749494139,29.20941189014338,12.975740582035314,29.20941189014338,63.999999999968,,30.698402704138296,,21.862028932731768,21.862028932731768,13.021708637292335,29.426139706117922,29.426139706117922,64.0,,31.392515355246886,,11.186209290060646,11.186209290060646,29.685209888999793,29.685209888999793,29.685209888999793,63.99999691679493,,31.1423960170442
Oversampling used bw2,,57.74299847818791,57.7429984782285,17.942945619549803,17.701537125891058,18.29572603165233,62.34029585092021,,26.74804290515035,,7.807020300725647,7.807020300725647,9.051925828356723,9.051925828356723,9.47572363184397,63.08218253022994,,35.64666293791623,,12.67957969364167,12.67957969364167,9.92622492995961,9.92622492995961,34.14483386352816,63.99786333637887,,36.366508339184406,,23.87586157379718,23.87586157379718,41.458734434792,21.057578493039784,41.458734434792,63.99999999999999,,43.292104059497284,,33.616245416804496,33.616245416804496,21.23843666792675,43.11016502722798,43.11016502722798,64.0,,44.48463225751751,,18.419763564568044,18.419763564568044,42.0682021795663,42.0682021795663,42.0682021795663,63.999999985453655,,43.83343580378259
Oversampling used bw3,,63.99415047400383,63.99415047400398,50.21280316671391,49.87235234202085,50.698690314512966,63.95695909589887,,56.6527181480438,,15.196796394407635,15.19679630455834,18.81569327443855,17.75862593388519,19.685410969192176,63.832822219705946,,53.75152322258932,,23.405655520513243,23.405655520513243,19.312394927927286,19.312394927927286,52.48942576788838,63.99997841911537,,54.32764879231533,,40.98099634590079,40.98099634590079,56.67197425171059,37.411719491227146,56.67197425171059,64.0,,58.100469603255505,,52.09347803615232,52.09347803615232,38.00984978532422,58.4628781994709,58.4628781994709,64.0,,59.31779800277218,,33.84922617780453,33.84922617780453,57.18270820660188,57.18270820660188,57.18270820660188,63.999999999999474,,58.499731797679395
Oversampling used bw4,,63.99999946511929,63.99999946511929,63.99359944815094,63.992590710887455,63.99483899708076,63.99997105438397,,63.98887993370575,,33.659855138818514,33.65985498501959,40.13107424677237,38.514904192490164,41.40986939852148,63.98609657690308,,63.6585550466799,,43.49219486400443,43.49219487254925,39.13492635887013,38.34413592838247,63.57037767759433,63.99999999293808,,63.71057746615691,,59.739964378521805,59.739964378521805,63.80237081322818,58.10179074991366,63.819346025705165,64.0,,63.87615873195319,,63.34706584140562,63.34706584140562,58.913030970470665,63.919570074238536,63.919570074238536,64.0,,63.94724686688893,,56.16197757871889,56.16197757871889,63.87811731772971,63.77045847684432,63.886636936508914,64.0,,63.921282728584295
