,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Frequencies backward grid7,,,9040.654909467647,65536.0,6208.8368159291185,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,3581.5300657480143,,,,,,5588.002390765619,7243.628193459831,7243.628193459831,8381.87093257496,7243.628193459831,7243.628193459831,9778.805203194423,18108.672519208772,7243.628193459831,10889.726309842874,15124.531989867131,6049.948389102294,9800.776277769013,15124.531989867131,6049.948389102294
Frequencies backward grid8,,,10848.676034195598,65536.0,7450.557917820432,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,4297.817847033029,,,,,,6705.549807639503,8692.300770509128,8692.300770509128,10058.192057312433,8692.300770509128,8692.300770509128,11734.513181907203,21730.353960832246,8692.300770509128,13067.626373872286,18149.39318963302,7259.892869446458,11760.88633545867,18149.39318963302,7259.892869446458
Frequencies backward grid9,,,13259.37086640695,65536.0,9106.186053467487,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,5252.868221995312,,,,,,8195.613029826505,10623.864206351685,10623.864206351685,12293.286890062791,10623.864206351685,10623.864206351685,12386.41584142446,22937.581107860868,9175.19162948914,15971.493125857936,22182.5414561377,8873.152176361229,14374.366412224357,22182.5414561377,8873.152176361229
Frequencies backward grid10,,,15670.065698076485,65536.0,10761.814188959252,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,6207.918596931814,,,,,,9685.676251827055,12555.427642058461,12555.427642058461,14528.381722726019,12555.427642058461,12555.427642058461,,,,18875.359877643317,26215.689722525978,10486.411483183814,16987.846488913263,26215.689722525978,10486.411483183814
Frequencies backward grid11,,,18080.76052947859,65536.0,12417.442324443025,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,7162.968971877786,,,,,,11175.739473704114,14486.991077609053,14486.991077609053,16763.476555282203,14486.991077609053,14486.991077609053,,,,21779.22662946886,30248.837988860792,12099.670789899565,19601.326565676056,30248.837988860792,12099.670789899565
Frequencies backward fft,2500,65536,2500,65536,2500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,200,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
Channels out,500,65536,500,65536,500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,40,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
-- Visibility --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ingest rate [M/s],9563.01312,9563.01312,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,4781.50656,2441.3239701003395,2441.3239701003395,3902.307504987704,7111.502469689801,2339.6684698761555,2339.6684698761555,3.5700507658022387,301.94066508576725,1256.607169137975,1256.607169137975,1256.607169137975,80.02728372930248,9129.632914285712,9129.632914285712,9129.632914285712,5083.465492930651,5083.465492930651,5083.465492930651,1837.6030455608811,1837.6030455608811,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9012.691084936572,9012.691084936572,9012.691084936572,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712,9129.632914285712
Averaged rate0 [M/s],1068.006804412988,4702.156614425932,5557.019537169209,5557.019537169209,2632.2631211519947,5557.019537169209,2053.4987434000855,760.5864024349835,760.5864024349835,1478.2673126817897,1369.0157395189751,760.5864024349835,760.5864024349835,1478.2673126817897,1369.0157395189751,760.5864024349835,760.5864024349835,1478.2673126817897,362.85087221986504,134.3916323195664,134.3916323195664,446.3200273691854,118.84248181297401,66.02491821520934,2.6563948599766602,224.66729001023864,33.55882287867294,18.644423173564526,18.644423173564526,65.17754108311387,2733.1488085693786,1012.2822033974956,1012.2822033974956,470.17873065893633,470.17873065893633,470.17873065893633,219.0395368896133,219.0395368896133,5527.726071639861,3070.9689272751784,3070.9689272751784,5557.019537169209,3070.9689272751784,3070.9689272751784,3500.901427552892,1944.9552360807218,1944.9552360807218,4616.80734182898,2564.901484386682,2564.901484386682,5557.019537169209,2564.901484386682,2564.901484386682
Averaged rate1 [M/s],288.3881306452446,1269.6980491437923,457.4661348960061,457.4661348960061,216.69372007932785,457.4661348960061,554.4952161770213,205.37705367240181,205.37705367240181,399.16856815588113,369.6679537175738,205.37705367240181,205.37705367240181,399.16856815588113,369.6679537175738,205.37705367240181,205.37705367240181,399.16856815588113,29.870686066118086,11.063416313075523,11.063416313075523,36.74205146870331,9.783375864128203,5.435317248879599,0.21868029817476192,18.49510805407385,2.7626364980869975,1.5348501385548363,1.5348501385548363,5.365559289810689,224.9988529262545,83.3333091443771,83.3333091443771,38.70615267522038,38.70615267522038,38.70615267522038,18.031818974195446,18.031818974195446,455.0546320456407,252.80895201998146,252.80895201998146,457.4661348960061,252.80895201998146,252.80895201998146,288.2019460256156,160.11301533930603,160.11301533930603,380.0657881620287,211.14836120391277,211.14836120391277,457.4661348960061,211.14836120391277,211.14836120391277
Averaged rate2 [M/s],295.34368857940945,1300.321564473484,256.5930830398855,256.5930830398855,121.54366294933826,256.5930830398855,567.8689413428498,210.33048914136614,210.33048914136614,408.79601050274124,378.5838784566877,210.33048914136614,210.33048914136614,408.79601050274124,378.5838784566877,210.33048914136614,210.33048914136614,408.79601050274124,16.754489230037002,6.205478141832605,6.205478141832605,20.60864301071796,5.48750253630321,3.0486733417041427,0.12265793602732863,10.373919367450993,1.5495647924273144,0.8608985431140364,0.8608985431140364,3.009546052449976,126.20201791747853,46.7417128442359,46.7417128442359,21.710308785600162,21.710308785600162,21.710308785600162,10.114060190395767,10.114060190395767,255.24046936220773,141.80072243737985,141.80072243737985,256.5930830398855,141.80072243737985,141.80072243737985,161.6526781498663,89.80750509557271,89.80750509557271,213.17917306523313,118.43326718041689,118.43326718041689,256.5930830398855,118.43326718041689,118.43326718041689
Averaged rate3 [M/s],369.9974619552518,1629.002742178163,459.80731234268006,459.80731234268006,217.80269495547014,459.80731234268006,711.4086914492423,263.49554828285454,263.49554828285454,512.1270309549175,474.27820394573234,263.49554828285454,263.49554828285454,512.1270309549175,474.27820394573234,263.49554828285454,263.49554828285454,512.1270309549175,30.023555472616493,11.120035631489607,11.120035631489607,36.93008650710592,9.83344431111967,5.46313360770469,0.2197994397746862,18.58976059017871,2.7767748610592644,1.5427050512014868,1.5427050512014868,5.393018647869954,226.15033103537883,83.7597845685522,83.7597845685522,38.90423940728273,38.90423940728273,38.90423940728273,18.12410053272981,18.12410053272981,457.38346812832026,254.10275405610597,254.10275405610597,459.80731234268006,254.10275405610597,254.10275405610597,289.67687901989314,160.93242677074798,160.93242677074798,382.01085334526806,212.22895656047427,212.22895656047427,459.80731234268006,212.22895656047427,212.22895656047427
Averaged rate4 [M/s],141.85516357533254,624.5514475564054,645.2285916047664,645.2285916047664,305.63351721798205,645.2285916047664,272.75050958768634,101.02286622592251,101.02286622592251,196.34692455335104,181.8358748879029,101.02286622592251,101.02286622592251,196.34692455335104,181.8358748879029,101.02286622592251,101.02286622592251,196.34692455335104,42.130814131391034,15.604286266229668,15.604286266229668,51.82246359549761,13.798865857877114,7.666189529454271,0.3084354666714016,26.086242480049044,,,,,317.3474098127446,117.53664280573275,117.53664280573275,54.59271074294672,54.59271074294672,54.59271074294672,12.716400486603327,12.716400486603327,641.8273112277044,356.57188940119227,356.57188940119227,645.2285916047664,356.57188940119227,356.57188940119227,406.49158822244516,225.82982106086982,225.82982106086982,536.0600370313493,297.81212056325387,297.81212056325387,645.2285916047664,297.81212056325387,297.81212056325387
Averaged rate5 [M/s],,,339.47077585853754,339.47077585853754,160.80137887304934,339.47077585853754,,,,,,,,,,,,,22.166066951812834,8.209802284707955,8.209802284707955,27.265084270227856,,,,,,,,,166.96434849220012,61.83894490142298,61.83894490142298,28.722580048779008,28.722580048779008,28.722580048779008,,,337.681277836384,187.60132070916308,187.60132070916308,339.47077585853754,187.60132070916308,187.60132070916308,213.8653132072755,118.81467369085178,118.81467369085178,282.03448986225027,156.6863479751248,156.6863479751248,339.47077585853754,156.6863479751248,156.6863479751248
Averaged rate6 [M/s],,,518.3367566432021,518.3367566432021,245.52707071180694,518.3367566432021,,,,,,,,,,,,,8.46132279154316,3.1338796971368583,3.1338796971368583,10.407740780109679,,,,,,,,,254.93728776392928,94.42167165458268,94.42167165458268,32.89230629777295,32.89230629777295,32.89230629777295,,,515.604378286106,286.4478094541204,286.4478094541204,518.3367566432021,286.4478094541204,286.4478094541204,326.55020900101385,181.41771540357954,181.41771540357954,430.6374896837597,239.24384422869545,239.24384422869545,518.3367566432021,239.24384422869545,239.24384422869545
Averaged rate7 [M/s],,,495.39321513532127,495.39321513532127,234.65911572696996,495.39321513532127,,,,,,,,,,,,,,,,,,,,,,,,,243.65280104992888,90.24221203670797,90.24221203670797,,,,,,492.78178215870963,273.76854810168635,273.76854810168635,495.39321513532127,273.76854810168635,273.76854810168635,312.09586406290407,173.3874824897827,173.3874824897827,411.5758487856783,228.6540085664245,228.6540085664245,495.39321513532127,228.6540085664245,228.6540085664245
Averaged rate8 [M/s],,,156.8589097132084,156.8589097132084,74.30132654752558,156.8589097132084,,,,,,,,,,,,,,,,,,,,,,,,,77.14904353468228,28.573857206178193,28.573857206178193,,,,,,156.0320382160109,86.68474790731294,86.68474790731294,156.8589097132084,86.68474790731294,86.68474790731294,98.82052371172726,54.900573181722145,54.900573181722145,130.31938454622323,72.39989848364537,72.39989848364537,156.8589097132084,72.39989848364537,72.39989848364537
Averaged rate9 [M/s],,,137.19301699216768,137.19301699216768,64.98593656052243,137.19301699216768,,,,,,,,,,,,,,,,,,,,,,,,,67.47662635125336,24.991463247999874,24.991463247999874,,,,,,136.46981296395683,75.81680960522664,75.81680960522664,137.19301699216768,75.81680960522664,75.81680960522664,21.60777129833686,12.00437909961693,12.00437909961693,113.98083520501056,63.322896487413125,63.322896487413125,137.19301699216768,63.322896487413125,63.322896487413125
Averaged rate10 [M/s],,,9.832946631642791,9.832946631642791,4.657695121927537,9.832946631642791,,,,,,,,,,,,,,,,,,,,,,,,,4.83620872506255,1.7911970284775804,1.7911970284775804,,,,,,9.781112895720266,5.433969300873211,5.433969300873211,9.832946631642791,5.433969300873211,5.433969300873211,,,,8.16927489585658,4.538501123255573,4.538501123255573,9.832946631642791,4.538501123255573,4.538501123255573
Averaged rate11 [M/s],,,4.214119973370234,4.214119973370234,1.996155046750689,4.214119973370234,,,,,,,,,,,,,,,,,,,,,,,,,2.0726608764547456,0.7676558672308879,0.7676558672308879,,,,,,4.191905515178975,2.328843979667231,2.328843979667231,4.214119973370234,2.328843979667231,2.328843979667231,,,,3.5011178028563807,1.9450719046035552,1.9450719046035552,4.214119973370234,1.9450719046035552,1.9450719046035552
Predict rate0 [M/s],3.610566509934546,423.19409529833393,0.7160903327573388,77.79827352036892,0.5935537225369943,241.60954509431343,2.77662970880828,2.571284615632879,3.2287147163264,9.6861441489792,2.3146032012381066,2.571284615632879,3.2287147163264,9.6861441489792,2.3146032012381066,2.571284615632879,3.2287147163264,9.6861441489792,0.32997741156882976,0.8001103533410242,0.992559553782639,11.576477286249842,0.5935537225369943,1.0159503430569423,0.20433806615205075,17.282099231556824,0.5935537225369943,0.7769695866982543,0.7769695866982543,8.147192635389233,0.3264605604529313,0.7848886440528559,0.5935537225369943,1.7417580563496475,1.7417580563496475,1.7417580563496475,1.1930493754058973,5.476886686075759,0.5935537225369943,0.5735582324082682,0.8309752115517921,0.6636393355268476,0.5735582324082682,0.8309752115517921,0.7741934141382018,2.437794672649389,0.8309752115517921,1.0436667188045932,1.9887264798986901,1.1871074450739887,0.8397063426737391,1.9887264798986901,1.1871074450739887
Predict rate1 [M/s],1.9481886617438557,158.71225614297404,0.0883983822263178,8.969924213647179,0.061062768339968494,30.497742326400406,1.498309116922096,1.3874127335039304,1.3874127335039304,6.238477533916784,1.2487922477435196,1.3874127335039304,1.3874127335039304,6.238477533916784,1.2487922477435196,1.3874127335039304,1.3874127335039304,6.238477533916784,0.06111286681122816,0.14818911920900785,0.14818911920900785,1.4295018087744213,0.05467007454369048,0.20384574417932408,0.02733503727184524,2.0550120060082055,0.06427861767934154,0.15349673233838323,0.15349673233838323,1.073111857962138,0.06001366413021813,0.14369896361727325,0.07271228391265966,0.32259271539145756,0.32259271539145756,0.32259271539145756,0.15915358071450522,0.9660783365484156,0.05463225741025076,0.07225705382601058,0.07225705382601058,0.09754217331012467,0.07225705382601058,0.07225705382601058,0.1313008370506066,0.45150738944235974,0.07225705382601058,0.19494516968350728,0.3771041649967513,0.09831520078331447,0.15551666327813785,0.3771041649967513,0.09831520078331447
Predict rate2 [M/s],3.9886163606995226,325.080391118371,0.06610025491938692,6.752449553681197,0.061170674813298354,23.326643912716865,3.067655618094299,2.8405135293869543,2.8405135293869543,25.552329192554446,2.5565859151756394,2.8405135293869543,2.8405135293869543,25.552329192554446,2.5565859151756394,2.8405135293869543,2.8405135293869543,25.552329192554446,0.06283976232342033,0.1551502657128637,0.1551502657128637,1.1225320251761735,0.0408859786757762,0.2032585738939233,0.020442989337888108,1.7289865612418325,0.051505603914839444,0.14348856800991425,0.14348856800991425,0.752386513112494,0.06119949929229817,0.14840225252641634,0.05437916290280776,0.3340350436599033,0.3340350436599033,0.3340350436599033,0.1556349577648025,1.0114613236715904,0.04291265771823925,0.07273776128307857,0.07273776128307857,0.09725715106242637,0.07273776128307857,0.07273776128307857,0.13091864937161912,0.45020719000064774,0.07273776128307857,0.19605652192063636,0.37601795011830436,0.07387357979249358,0.15506556652426176,0.37601795011830436,0.07387357979249358
Predict rate3 [M/s],18.50269434056612,814.5013710890815,0.2187778558626531,18.392292493707203,0.24896187681103338,65.68675890609714,14.230700600918196,13.176787307993306,13.176787307993306,128.036064915977,10.165196303974408,13.176787307993306,13.176787307993306,128.036064915977,10.165196303974408,13.176787307993306,13.176787307993306,128.036064915977,0.2456735849820245,0.5957445937325672,0.5957445937325672,2.8736351591620513,0.1416225887362045,0.8194945635906131,0.05494985994367155,4.647440147544678,0.16662298174879323,0.7713525256007434,0.7713525256007434,2.696509323934977,0.24673782558179214,0.5983252910600233,0.20942451103742382,1.2968765905214625,1.2968765905214625,1.2968765905214625,0.6797404841190966,4.531107721096021,0.17428197481523294,0.2904542017476618,0.2904542017476618,0.3921034229052716,0.2904542017476618,0.2904542017476618,0.5278195994952194,1.815139334624891,0.2904542017476618,0.8043134864495108,1.516023046090397,0.24259086649782044,0.6251781438826925,1.516023046090397,0.24259086649782044
Predict rate4 [M/s],28.372268931704035,624.5514475564054,0.8727425718207552,43.01523944031776,0.9703663459276554,161.3071479011916,21.82171412154864,20.2054539436475,20.2054539436475,196.34692455335107,18.185128719827663,20.2054539436475,20.2054539436475,196.34692455335107,18.185128719827663,20.2054539436475,20.2054539436475,196.34692455335107,1.053333584683511,2.4382115735048173,2.4382115735048173,8.097336194221759,0.5519982218540107,3.8330947647271363,0.1542177333357008,13.043121240024524,,,,,0.9765198450413926,2.448773547940968,0.8396051443924293,5.459394861500344,5.459394861500344,5.459394861500344,0.8478295662794217,6.358200243301663,0.6792763165744378,1.1320903420038932,1.1320903420038932,1.5282991589906234,1.1320903420038932,1.1320903420038932,2.139589800675709,7.428853120970111,1.1320903420038932,3.249037492008488,6.204650944006525,0.945534187822326,2.474284127693177,6.204650944006525,0.945534187822326
Predict rate5 [M/s],,,0.9106427784736316,33.947077585853755,1.0006143338841353,113.15692528617919,,,,,,,,,,,,,1.163764894241717,2.394535451029523,2.394535451029523,7.952334077066991,,,,,,,,,1.0389388076563286,2.4049081937757606,0.865785837403997,6.702000472524097,6.702000472524097,6.702000472524097,,,0.7109773894164743,1.1673801733090272,1.1673801733090272,1.5586283450128695,1.1673801733090272,1.1673801733090272,2.1489970477265197,7.295782519740423,1.1673801733090272,3.290535050026892,6.093507554281698,0.9750080318080638,2.6324410465286476,6.093507554281698,0.9750080318080638
Predict rate6 [M/s],,,3.4958414732834413,86.38945944053368,4.001355352347794,259.16837832160104,,,,,,,,,,,,,0.5076963993094774,1.5669398485684294,1.5669398485684294,5.20387039005484,,,,,,,,,3.739189812417345,11.540578747011722,3.4622216904120076,16.446153148886477,16.446153148886477,16.446153148886477,,,2.70094871151898,4.668237333820917,4.668237333820917,6.07700345437521,4.668237333820917,4.668237333820917,8.102621311450596,35.01073081807276,4.668237333820917,12.632338080090326,29.241291634968935,3.898958043055932,9.474283349799572,29.241291634968935,3.898958043055932
Predict rate7 [M/s],,,6.212656336739425,99.07864302706426,6.704745990194433,495.39321513532127,,,,,,,,,,,,,,,,,,,,,,,,,7.309735630606023,22.560725281398575,6.768286492823514,,,,,,4.693363563614301,7.822187717989075,7.822187717989075,10.559900894514982,7.822187717989075,7.822187717989075,14.783794402442913,68.4426384057882,7.822187717989075,27.438845461917925,57.16392921354139,6.533166904733151,18.521263393653786,57.16392921354139,6.533166904733151
Predict rate8 [M/s],,,2.885117415628619,39.2147274283021,3.566547826368484,156.8589097132084,,,,,,,,,,,,,,,,,,,,,,,,,3.7032163463683574,8.572200799852682,2.5716820588362483,,,,,,2.2927970490677896,4.160964421879099,4.160964421879099,4.814810302112063,4.160964421879099,4.160964421879099,7.021571898381178,26.0055513761768,4.160964421879099,10.425687792689889,21.720077725846597,3.475277344165244,9.38313704346221,21.720077725846597,3.475277344165244
Predict rate9 [M/s],,,3.9653082549622054,45.7310056640559,4.765720893734762,137.19301699216768,,,,,,,,,,,,,,,,,,,,,,,,,3.958681161806265,18.327123937945277,3.6654502321259583,,,,,,2.8594484396927355,5.559997492158847,5.559997492158847,6.433689564506442,5.559997492158847,5.559997492158847,1.6206071462675105,6.002189549808465,0.9603669899985491,16.717356321762978,46.43691691469366,4.643762654516662,10.030429562601423,46.43691691469366,4.643762654516662
Predict rate10 [M/s],,,0.3918531283658916,4.916473315821396,0.4036725791156481,9.832946631642791,,,,,,,,,,,,,,,,,,,,,,,,,0.5029711237207056,1.5523725816993126,0.4657145100190225,,,,,,0.2906455617541059,0.470950507895712,0.470950507895712,0.7266072699162776,0.470950507895712,0.470950507895712,,,,1.4160187250512566,3.933372161152715,0.39334230221402194,1.2744185479127843,3.933372161152715,0.39334230221402194
Predict rate11 [M/s],,,0.23252714258117643,2.107059986685117,0.2661569809855564,4.214119973370234,,,,,,,,,,,,,,,,,,,,,,,,,0.24872153266273345,0.7676558672308879,0.23029793253342767,,,,,,0.17965662740066016,0.31051594265843047,0.31051594265843047,0.35931041145191644,0.31051594265843047,0.31051594265843047,,,,1.4004558402069336,1.945071904603555,0.25934582695983965,0.6302058546826785,1.945071904603555,0.25934582695983965
Backward rate0 [M/s],3.610566509934546,423.19409529833393,0.7160903327573388,77.79827352036892,0.5935537225369943,241.60954509431343,2.77662970880828,2.571284615632879,3.2287147163264,9.6861441489792,2.3146032012381066,2.571284615632879,3.2287147163264,9.6861441489792,2.3146032012381066,2.571284615632879,3.2287147163264,9.6861441489792,0.32997741156882976,0.8001103533410242,0.992559553782639,11.576477286249842,0.5935537225369943,1.0159503430569423,0.20433806615205075,17.282099231556824,0.5935537225369943,0.7769695866982543,0.7769695866982543,8.147192635389233,0.3264605604529313,0.7848886440528559,0.5935537225369943,1.7417580563496475,1.7417580563496475,1.7417580563496475,1.1930493754058973,5.476886686075759,0.5935537225369943,0.5735582324082682,0.8309752115517921,0.6636393355268476,0.5735582324082682,0.8309752115517921,0.7741934141382018,2.437794672649389,0.8309752115517921,1.0436667188045932,1.9887264798986901,1.1871074450739887,0.8397063426737391,1.9887264798986901,1.1871074450739887
Backward rate1 [M/s],1.9481886617438557,158.71225614297404,0.0883983822263178,8.969924213647179,0.061062768339968494,30.497742326400406,1.498309116922096,1.3874127335039304,1.3874127335039304,6.238477533916784,1.2487922477435196,1.3874127335039304,1.3874127335039304,6.238477533916784,1.2487922477435196,1.3874127335039304,1.3874127335039304,6.238477533916784,0.06111286681122816,0.14818911920900785,0.14818911920900785,1.4295018087744213,0.05467007454369048,0.20384574417932408,0.02733503727184524,2.0550120060082055,0.06427861767934154,0.15349673233838323,0.15349673233838323,1.073111857962138,0.06001366413021813,0.14369896361727325,0.07271228391265966,0.32259271539145756,0.32259271539145756,0.32259271539145756,0.15915358071450522,0.9660783365484156,0.05463225741025076,0.07225705382601058,0.07225705382601058,0.09754217331012467,0.07225705382601058,0.07225705382601058,0.1313008370506066,0.45150738944235974,0.07225705382601058,0.19494516968350728,0.3771041649967513,0.09831520078331447,0.15551666327813785,0.3771041649967513,0.09831520078331447
Backward rate2 [M/s],3.9886163606995226,325.080391118371,0.06610025491938692,6.752449553681197,0.061170674813298354,23.326643912716865,3.067655618094299,2.8405135293869543,2.8405135293869543,25.552329192554446,2.5565859151756394,2.8405135293869543,2.8405135293869543,25.552329192554446,2.5565859151756394,2.8405135293869543,2.8405135293869543,25.552329192554446,0.06283976232342033,0.1551502657128637,0.1551502657128637,1.1225320251761735,0.0408859786757762,0.2032585738939233,0.020442989337888108,1.7289865612418325,0.051505603914839444,0.14348856800991425,0.14348856800991425,0.752386513112494,0.06119949929229817,0.14840225252641634,0.05437916290280776,0.3340350436599033,0.3340350436599033,0.3340350436599033,0.1556349577648025,1.0114613236715904,0.04291265771823925,0.07273776128307857,0.07273776128307857,0.09725715106242637,0.07273776128307857,0.07273776128307857,0.13091864937161912,0.45020719000064774,0.07273776128307857,0.19605652192063636,0.37601795011830436,0.07387357979249358,0.15506556652426176,0.37601795011830436,0.07387357979249358
Backward rate3 [M/s],18.50269434056612,814.5013710890815,0.2187778558626531,18.392292493707203,0.24896187681103338,65.68675890609714,14.230700600918196,13.176787307993306,13.176787307993306,128.036064915977,10.165196303974408,13.176787307993306,13.176787307993306,128.036064915977,10.165196303974408,13.176787307993306,13.176787307993306,128.036064915977,0.2456735849820245,0.5957445937325672,0.5957445937325672,2.8736351591620513,0.1416225887362045,0.8194945635906131,0.05494985994367155,4.647440147544678,0.16662298174879323,0.7713525256007434,0.7713525256007434,2.696509323934977,0.24673782558179214,0.5983252910600233,0.20942451103742382,1.2968765905214625,1.2968765905214625,1.2968765905214625,0.6797404841190966,4.531107721096021,0.17428197481523294,0.2904542017476618,0.2904542017476618,0.3921034229052716,0.2904542017476618,0.2904542017476618,0.5278195994952194,1.815139334624891,0.2904542017476618,0.8043134864495108,1.516023046090397,0.24259086649782044,0.6251781438826925,1.516023046090397,0.24259086649782044
Backward rate4 [M/s],28.372268931704035,624.5514475564054,0.8727425718207552,43.01523944031776,0.9703663459276554,161.3071479011916,21.82171412154864,20.2054539436475,20.2054539436475,196.34692455335107,18.185128719827663,20.2054539436475,20.2054539436475,196.34692455335107,18.185128719827663,20.2054539436475,20.2054539436475,196.34692455335107,1.053333584683511,2.4382115735048173,2.4382115735048173,8.097336194221759,0.5519982218540107,3.8330947647271363,0.1542177333357008,13.043121240024524,,,,,0.9765198450413926,2.448773547940968,0.8396051443924293,5.459394861500344,5.459394861500344,5.459394861500344,0.8478295662794217,6.358200243301663,0.6792763165744378,1.1320903420038932,1.1320903420038932,1.5282991589906234,1.1320903420038932,1.1320903420038932,2.139589800675709,7.428853120970111,1.1320903420038932,3.249037492008488,6.204650944006525,0.945534187822326,2.474284127693177,6.204650944006525,0.945534187822326
Backward rate5 [M/s],,,0.9106427784736316,33.947077585853755,1.0006143338841353,113.15692528617919,,,,,,,,,,,,,1.163764894241717,2.394535451029523,2.394535451029523,7.952334077066991,,,,,,,,,1.0389388076563286,2.4049081937757606,0.865785837403997,6.702000472524097,6.702000472524097,6.702000472524097,,,0.7109773894164743,1.1673801733090272,1.1673801733090272,1.5586283450128695,1.1673801733090272,1.1673801733090272,2.1489970477265197,7.295782519740423,1.1673801733090272,3.290535050026892,6.093507554281698,0.9750080318080638,2.6324410465286476,6.093507554281698,0.9750080318080638
Backward rate6 [M/s],,,3.4958414732834413,86.38945944053368,4.001355352347794,259.16837832160104,,,,,,,,,,,,,0.5076963993094774,1.5669398485684294,1.5669398485684294,5.20387039005484,,,,,,,,,3.739189812417345,11.540578747011722,3.4622216904120076,16.446153148886477,16.446153148886477,16.446153148886477,,,2.70094871151898,4.668237333820917,4.668237333820917,6.07700345437521,4.668237333820917,4.668237333820917,8.102621311450596,35.01073081807276,4.668237333820917,12.632338080090326,29.241291634968935,3.898958043055932,9.474283349799572,29.241291634968935,3.898958043055932
Backward rate7 [M/s],,,6.212656336739425,99.07864302706426,6.704745990194433,495.39321513532127,,,,,,,,,,,,,,,,,,,,,,,,,7.309735630606023,22.560725281398575,6.768286492823514,,,,,,4.693363563614301,7.822187717989075,7.822187717989075,10.559900894514982,7.822187717989075,7.822187717989075,14.783794402442913,68.4426384057882,7.822187717989075,27.438845461917925,57.16392921354139,6.533166904733151,18.521263393653786,57.16392921354139,6.533166904733151
Backward rate8 [M/s],,,2.885117415628619,39.2147274283021,3.566547826368484,156.8589097132084,,,,,,,,,,,,,,,,,,,,,,,,,3.7032163463683574,8.572200799852682,2.5716820588362483,,,,,,2.2927970490677896,4.160964421879099,4.160964421879099,4.814810302112063,4.160964421879099,4.160964421879099,7.021571898381178,26.0055513761768,4.160964421879099,10.425687792689889,21.720077725846597,3.475277344165244,9.38313704346221,21.720077725846597,3.475277344165244
Backward rate9 [M/s],,,3.9653082549622054,45.7310056640559,4.765720893734762,137.19301699216768,,,,,,,,,,,,,,,,,,,,,,,,,3.958681161806265,18.327123937945277,3.6654502321259583,,,,,,2.8594484396927355,5.559997492158847,5.559997492158847,6.433689564506442,5.559997492158847,5.559997492158847,1.6206071462675105,6.002189549808465,0.9603669899985491,16.717356321762978,46.43691691469366,4.643762654516662,10.030429562601423,46.43691691469366,4.643762654516662
Backward rate10 [M/s],,,0.3918531283658916,4.916473315821396,0.4036725791156481,9.832946631642791,,,,,,,,,,,,,,,,,,,,,,,,,0.5029711237207056,1.5523725816993126,0.4657145100190225,,,,,,0.2906455617541059,0.470950507895712,0.470950507895712,0.7266072699162776,0.470950507895712,0.470950507895712,,,,1.4160187250512566,3.933372161152715,0.39334230221402194,1.2744185479127843,3.933372161152715,0.39334230221402194
