,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Frequencies backward kernels5,,,283.89263301615733,1530.141288085591,113.1008218916699,328.6569917666257,,,,,,,,,,,,,56.40606366063918,63.48308761858081,83.67739008295659,173.30840455627268,,,,,,,,,45.0073534990167,44.453728090410934,51.571190676508216,122.3211874634369,115.72875841874779,142.59322014200646,,,146.95956757422653,128.34207147958978,133.99413845718823,133.95475274781907,128.34207147958978,133.99413845718823,132.65098805684949,141.5310038575474,135.98744596812566,109.6162319330593,110.32449756002529,127.69567618806799,109.05027584023098,110.32449756002529,127.69567618806799
Frequencies backward kernels6,,,315.08439867908015,2110.6077836511736,120.9944570668204,422.5313664022729,,,,,,,,,,,,,59.204367141652355,67.40491571371146,90.45188040520407,188.36370297639868,,,,,,,,,48.483218802682295,47.46299122101029,60.03800684701424,140.2180462347027,130.2731381730113,169.91876716372226,,,169.3818847645707,136.21308966409305,146.57684080837427,146.50564920595633,136.21308966409305,146.57684080837427,144.14133229284553,159.97381386516108,150.16273585753868,116.57476464567985,117.88773088380657,148.5787975985238,115.52113982728658,117.88773088380657,148.5787975985238
Frequencies backward kernels7,,,349.04961156596664,2650.64962083497,129.8822512934196,513.745333774073,,,,,,,,,,,,,,,,,,,,,,,,,52.37159979696138,50.85752901934721,68.89384532759375,,,,,,193.0267167845908,145.1423774149012,160.45631729080065,160.3524391885872,145.1423774149012,160.45631729080065,156.8929931197421,179.74208675049582,165.66793202511133,124.45365788999841,126.4128035761251,170.43112936941031,122.87520820176907,126.4128035761251,170.43112936941031
Frequencies backward kernels8,,,375.4436685987709,3036.1502052903297,136.96254342208456,580.0843951347074,,,,,,,,,,,,,,,,,,,,,,,,,55.4536423208064,53.56567699889692,75.5966189143149,,,,,,211.0137161391148,152.29856805265166,171.34209008701683,171.2139532972284,152.29856805265166,171.34209008701683,166.93921560595533,194.93942411808874,177.7551457675282,130.75821752578412,133.2099842172555,186.97513228159198,128.7775597901936,133.2099842172555,186.97513228159198
Frequencies backward kernels9,,,411.2092719980263,3529.922986923887,146.7563409981765,665.9465761142774,,,,,,,,,,,,,,,,,,,,,,,,,59.69838863724961,57.316504267782406,84.50187927783294,,,,,,234.99802434949677,162.24994680026214,186.20288389579233,186.043168962703,162.24994680026214,186.20288389579233,170.3489295869543,200.0369969063623,181.83633750581805,139.51318327210606,142.61923180057795,208.959626676974,136.99607090774163,142.61923180057795,208.959626676974
Frequencies backward kernels10,,,447.20619540826385,4004.997711387284,156.80524876893617,749.1590872282718,,,,,,,,,,,,,,,,,,,,,,,,,64.03547137728478,61.169835089780406,93.31282983902418,,,,,,258.80080567690806,172.51391559077257,201.26141547244836,201.07114553123935,172.51391559077257,201.26141547244836,,,,148.5307631098441,152.28064516210287,230.7148012976242,145.4837720249448,152.28064516210287,230.7148012976242
Frequencies backward kernels11,,,483.1643509052765,4464.774098254707,167.0004805906711,830.0464532203764,,,,,,,,,,,,,,,,,,,,,,,,,68.4204249066639,65.08336198344705,102.00182547524398,,,,,,282.326590936286,182.97328651771727,216.38412568750906,216.16432651692446,182.97328651771727,216.38412568750906,,,,157.70928682597642,162.08875141935613,252.1713718632367,154.142682749693,162.08875141935613,252.1713718632367
Frequencies backward grid0,559.1337152950158,65536.0,603.2228470378325,65536.0,500.0,65536.0,429.9899422466631,398.1901223156782,663.1885345814411,1500.0,358.44033998018244,398.1901223156782,663.1885345814411,1500.0,358.44033998018244,398.1901223156782,663.1885345814411,1500.0,261.21149632239513,403.0540788670101,500.0,3200.0,500.0,497.1909356825173,100.0,5000.0,500.0,398.02881001253394,398.02881001253394,2500.0,257.9547512531722,398.02881001253394,500.0,894.2545468709208,894.2545468709208,894.2545468709208,2511.6897145573553,2511.6897145573553,500.0,483.15612439994436,700.0,559.0389802377872,483.15612439994436,700.0,652.167937578682,1207.4924417886202,700.0,726.1926570419781,1008.5130422414231,1008.5130422414231,653.5959856457442,1008.5130422414231,1008.5130422414231
Frequencies backward grid1,1117.2953217949262,65536.0,904.5597563976627,65536.0,621.0918337495959,65536.0,859.2872958419088,795.6877005716108,1325.6842841487744,2576.0131800688873,716.1882027630096,795.6877005716108,1325.6842841487744,2576.0131800688873,716.1882027630096,795.6877005716108,1325.6842841487744,2576.0131800688873,391.7711462657152,604.5350169007022,604.5350169007022,3200.0,500.0,745.7306245903046,100.0,5000.0,500.0,596.9976404288616,596.9976404288616,2500.0,386.88655543856316,596.9976404288616,596.9976404288616,1341.280466795748,1341.280466795748,1341.280466795748,3767.259952131288,3767.259952131288,559.0389802377872,724.6015700009231,700.0,838.4258482659727,724.6015700009231,700.0,978.1192792840136,1811.1060218133737,724.6015700009231,1089.1760088165274,1512.656581147074,1512.656581147074,980.28100389151,1512.656581147074,1512.656581147074
Frequencies backward grid2,2233.6181120846836,65536.0,1205.8966379974954,65536.0,828.0453578278335,65536.0,1717.881724030251,1590.6825558293533,2650.675602311196,5151.333306208186,1431.683593715042,1590.6825558293533,2650.675602311196,5151.333306208186,1431.683593715042,1590.6825558293533,2650.675602311196,5151.333306208186,522.3307944011752,806.0159537629055,806.0159537629055,3200.0,500.0,994.2703121075014,100.0,5000.0,500.0,795.9664696855765,795.9664696855765,2500.0,515.818357835032,795.9664696855765,795.9664696855765,1788.3063841681017,1788.3063841681017,1788.3063841681017,5022.83018303477,5022.83018303477,745.2968934217347,966.0470075132783,724.6015700009231,1117.8127093029952,966.0470075132783,724.6015700009231,1304.070614995905,2414.7195985996987,966.0470075132783,1452.1593566854401,2016.800117240791,2016.800117240791,1306.96601779828,2016.800117240791,2016.800117240791
Frequencies backward grid3,4466.26348098825,65536.0,1808.570373420898,65536.0,1241.9523988093595,65536.0,3435.07044070933,3180.6721154882,5300.658148066288,10301.97351186012,2862.67420802834,3180.6721154882,5300.658148066288,10301.97351186012,2862.67420802834,3180.6721154882,5300.658148066288,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,3200.0,644.3264317751682,1491.3496857510963,100.0,5000.0,644.7501595153672,1193.9041270392163,1193.9041270392163,2500.0,773.6819608386259,1193.9041270392163,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,7533.970638170312,7533.970638170312,1117.8127093029952,1448.937874446404,1086.7697249209346,1676.58642438262,1448.937874446404,1086.7697249209346,1955.9732804231985,3621.9467489340564,1448.937874446404,2178.126048514747,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
Frequencies backward grid4,8931.554112875032,65536.0,3013.917810920462,65536.0,2069.7664721575957,65536.0,6869.447804173029,6360.65115931682,10600.623194271158,20603.253899857915,5724.655352792174,6360.65115931682,10600.623194271158,20603.253899857915,5724.655352792174,6360.65115931682,10600.623194271158,20603.253899857915,1305.6886756205524,2014.9015700148148,2014.9015700148148,3671.8483988277135,1073.8030119774014,2485.5084313703824,100.0,5000.0,,,,,1289.4091646977774,1989.779440352671,1989.779440352671,4470.461877672626,4470.461877672626,4470.461877672626,10045.11108995104,10045.11108995104,1862.8443284761663,2414.7195985996987,1811.1060218133737,2794.133846147517,2414.7195985996987,1811.1060218133737,3259.7786040836563,6036.401045713372,2414.7195985996987,3630.0594274868595,5041.661321982965,5041.661321982965,3267.07608300433,5041.661321982965,5041.661321982965
Frequencies backward grid5,,,4219.26523571507,65536.0,2897.5805422242274,65536.0,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,1805.136367739783,2785.654753143743,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,2535.4423137715403,3911.681264714464,3380.5013190529257,2535.4423137715403,4563.583925007532,8450.855341013887,3380.5013190529257,5081.992804669026,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
Frequencies backward grid6,,,6629.960074898007,65536.0,4553.208679676484,65536.0,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,2836.590773151726,4377.4053782844685,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,3984.1148936492104,6146.776099231232,5312.06475692582,3984.1148936492104,7171.194564597031,13279.763930416846,5312.06475692582,7985.859557579737,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
Frequencies backward grid7,,,9040.654909467647,65536.0,6208.8368159291185,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,5969.156003228102,,,,,,5588.002390765619,7243.628193459831,5432.787471740869,8381.87093257496,7243.628193459831,5432.787471740869,9778.805203194423,18108.672519208772,7243.628193459831,10889.726309842874,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
Frequencies backward grid8,,,10848.676034195598,65536.0,7450.557917820432,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,7162.968971877786,,,,,,6705.549807639503,8692.300770509128,6519.291904838624,10058.192057312433,8692.300770509128,6519.291904838624,11734.513181907203,21730.353960832246,8692.300770509128,13067.626373872286,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
Frequencies backward grid9,,,13259.37086640695,65536.0,9106.186053467487,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,8754.719596739762,,,,,,8195.613029826505,10623.864206351685,7967.9644820068215,12293.286890062791,10623.864206351685,7967.9644820068215,12386.41584142446,22937.581107860868,9175.19162948914,15971.493125857936,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
Frequencies backward grid10,,,15670.065698076485,65536.0,10761.814188959252,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,10346.470221536132,,,,,,9685.676251827055,12555.427642058461,9416.637058985098,14528.381722726019,12555.427642058461,9416.637058985098,,,,18875.359877643317,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
Frequencies backward grid11,,,18080.76052947859,65536.0,12417.442324443025,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,11938.220846287122,,,,,,11175.739473704114,14486.991077609053,10865.309635809857,16763.476555282203,14486.991077609053,10865.309635809857,,,,21779.22662946886,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
Frequencies backward fft,2500,65536,2500,65536,2500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,200,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
Channels out,500,65536,500,65536,500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,40,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
-- Visibilities --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibilities ingest [1/s],9563013120.0,9563013120.0,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,2441323970.1003394,2441323970.1003394,3902307504.987704,7111502469.689801,2339668469.8761554,2339668469.8761554,3570050.7658022386,301940665.08576727,1256607169.137975,1256607169.137975,1256607169.137975,80027283.72930248,9129632914.285711,9129632914.285711,9129632914.285711,5083465492.930651,5083465492.930651,5083465492.930651,1837603045.5608811,1837603045.5608811,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9012691084.936573,9012691084.936573,9012691084.936573,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711
Visibilities averaged0 [1/s],1068006804.4129881,4702156614.425933,5557019537.1692095,5557019537.1692095,2632263121.1519947,5557019537.1692095,2053498743.4000857,760586402.4349835,760586402.4349835,1478267312.6817896,1369015739.5189753,760586402.4349835,760586402.4349835,1478267312.6817896,1369015739.5189753,760586402.4349835,760586402.4349835,1478267312.6817896,362850872.219865,134391632.3195664,134391632.3195664,446320027.36918545,118842481.81297402,66024918.21520934,2656394.8599766605,224667290.01023868,33558822.87867294,18644423.173564527,18644423.173564527,65177541.08311387,2733148808.569379,1012282203.3974955,1012282203.3974955,470178730.6589364,470178730.6589364,470178730.6589364,219039536.8896133,219039536.8896133,5527726071.639862,3070968927.2751784,3070968927.2751784,5557019537.1692095,3070968927.2751784,3070968927.2751784,3500901427.5528927,1944955236.080722,1944955236.080722,4616807341.8289795,2564901484.386682,2564901484.386682,5557019537.1692095,2564901484.386682,2564901484.386682
Visibilities averaged1 [1/s],288388130.6452446,1269698049.1437926,457466134.8960061,457466134.8960061,216693720.07932785,457466134.8960061,554495216.1770214,205377053.67240185,205377053.67240185,399168568.1558811,369667953.7175738,205377053.67240185,205377053.67240185,399168568.1558811,369667953.7175738,205377053.67240185,205377053.67240185,399168568.1558811,29870686.066118088,11063416.313075524,11063416.313075524,36742051.468703315,9783375.864128206,5435317.248879599,218680.29817476193,18495108.05407385,2762636.498086998,1534850.1385548364,1534850.1385548364,5365559.28981069,224998852.9262545,83333309.14437708,83333309.14437708,38706152.675220385,38706152.675220385,38706152.675220385,18031818.974195447,18031818.974195447,455054632.0456407,252808952.01998144,252808952.01998144,457466134.8960061,252808952.01998144,252808952.01998144,288201946.02561563,160113015.33930606,160113015.33930606,380065788.16202873,211148361.20391276,211148361.20391276,457466134.8960061,211148361.20391276,211148361.20391276
Visibilities averaged2 [1/s],295343688.5794095,1300321564.473484,256593083.03988552,256593083.03988552,121543662.94933827,256593083.03988552,567868941.3428499,210330489.14136618,210330489.14136618,408796010.5027413,378583878.45668775,210330489.14136618,210330489.14136618,408796010.5027413,378583878.45668775,210330489.14136618,210330489.14136618,408796010.5027413,16754489.230037004,6205478.141832605,6205478.141832605,20608643.010717962,5487502.536303211,3048673.3417041427,122657.93602732864,10373919.367450994,1549564.7924273144,860898.5431140364,860898.5431140364,3009546.052449976,126202017.91747853,46741712.8442359,46741712.8442359,21710308.785600163,21710308.785600163,21710308.785600163,10114060.190395769,10114060.190395769,255240469.3622077,141800722.43737984,141800722.43737984,256593083.03988552,141800722.43737984,141800722.43737984,161652678.1498663,89807505.09557271,89807505.09557271,213179173.0652331,118433267.1804169,118433267.1804169,256593083.03988552,118433267.1804169,118433267.1804169
Visibilities averaged3 [1/s],369997461.9552519,1629002742.1781633,459807312.3426801,459807312.3426801,217802694.95547017,459807312.3426801,711408691.4492424,263495548.28285456,263495548.28285456,512127030.9549175,474278203.94573236,263495548.28285456,263495548.28285456,512127030.9549175,474278203.94573236,263495548.28285456,263495548.28285456,512127030.9549175,30023555.472616497,11120035.631489608,11120035.631489608,36930086.50710592,9833444.31111967,5463133.607704691,219799.4397746862,18589760.590178713,2776774.8610592647,1542705.051201487,1542705.051201487,5393018.647869954,226150331.03537884,83759784.56855221,83759784.56855221,38904239.40728274,38904239.40728274,38904239.40728274,18124100.53272981,18124100.53272981,457383468.1283203,254102754.05610594,254102754.05610594,459807312.3426801,254102754.05610594,254102754.05610594,289676879.0198931,160932426.770748,160932426.770748,382010853.3452681,212228956.56047428,212228956.56047428,459807312.3426801,212228956.56047428,212228956.56047428
Visibilities averaged4 [1/s],141855163.57533252,624551447.5564055,645228591.6047664,645228591.6047664,305633517.2179821,645228591.6047664,272750509.58768636,101022866.22592252,101022866.22592252,196346924.55335104,181835874.8879029,101022866.22592252,101022866.22592252,196346924.55335104,181835874.8879029,101022866.22592252,101022866.22592252,196346924.55335104,42130814.13139103,15604286.266229669,15604286.266229669,51822463.59549761,13798865.857877117,7666189.529454271,308435.46667140163,26086242.480049044,,,,,317347409.8127446,117536642.80573276,117536642.80573276,54592710.74294672,54592710.74294672,54592710.74294672,12716400.486603329,12716400.486603329,641827311.2277044,356571889.40119225,356571889.40119225,645228591.6047664,356571889.40119225,356571889.40119225,406491588.2224452,225829821.06086984,225829821.06086984,536060037.0313493,297812120.5632539,297812120.5632539,645228591.6047664,297812120.5632539,297812120.5632539
Visibilities averaged5 [1/s],,,339470775.85853755,339470775.85853755,160801378.87304935,339470775.85853755,,,,,,,,,,,,,22166066.951812834,8209802.284707956,8209802.284707956,27265084.270227857,,,,,,,,,166964348.49220014,61838944.90142298,61838944.90142298,28722580.04877901,28722580.04877901,28722580.04877901,,,337681277.836384,187601320.70916307,187601320.70916307,339470775.85853755,187601320.70916307,187601320.70916307,213865313.2072755,118814673.6908518,118814673.6908518,282034489.86225027,156686347.9751248,156686347.9751248,339470775.85853755,156686347.9751248,156686347.9751248
Visibilities averaged6 [1/s],,,518336756.6432021,518336756.6432021,245527070.71180698,518336756.6432021,,,,,,,,,,,,,8461322.791543161,3133879.6971368585,3133879.6971368585,10407740.78010968,,,,,,,,,254937287.7639293,94421671.65458268,94421671.65458268,32892306.297772948,32892306.297772948,32892306.297772948,,,515604378.286106,286447809.45412034,286447809.45412034,518336756.6432021,286447809.45412034,286447809.45412034,326550209.0010139,181417715.40357956,181417715.40357956,430637489.68375975,239243844.22869545,239243844.22869545,518336756.6432021,239243844.22869545,239243844.22869545
Visibilities averaged7 [1/s],,,495393215.1353213,495393215.1353213,234659115.72696996,495393215.1353213,,,,,,,,,,,,,,,,,,,,,,,,,243652801.0499289,90242212.03670797,90242212.03670797,,,,,,492781782.1587096,273768548.10168636,273768548.10168636,495393215.1353213,273768548.10168636,273768548.10168636,312095864.06290406,173387482.48978272,173387482.48978272,411575848.7856783,228654008.5664245,228654008.5664245,495393215.1353213,228654008.5664245,228654008.5664245
Visibilities averaged8 [1/s],,,156858909.7132084,156858909.7132084,74301326.54752558,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,77149043.53468227,28573857.206178192,28573857.206178192,,,,,,156032038.2160109,86684747.90731293,86684747.90731293,156858909.7132084,86684747.90731293,86684747.90731293,98820523.71172728,54900573.18172215,54900573.18172215,130319384.54622322,72399898.48364538,72399898.48364538,156858909.7132084,72399898.48364538,72399898.48364538
Visibilities averaged9 [1/s],,,137193016.99216768,137193016.99216768,64985936.560522445,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,67476626.35125338,24991463.247999873,24991463.247999873,,,,,,136469812.96395683,75816809.60522664,75816809.60522664,137193016.99216768,75816809.60522664,75816809.60522664,21607771.298336864,12004379.099616932,12004379.099616932,113980835.20501056,63322896.48741312,63322896.48741312,137193016.99216768,63322896.48741312,63322896.48741312
Visibilities averaged10 [1/s],,,9832946.63164279,9832946.63164279,4657695.121927538,9832946.63164279,,,,,,,,,,,,,,,,,,,,,,,,,4836208.725062549,1791197.0284775803,1791197.0284775803,,,,,,9781112.895720266,5433969.300873211,5433969.300873211,9832946.63164279,5433969.300873211,5433969.300873211,,,,8169274.89585658,4538501.123255573,4538501.123255573,9832946.63164279,4538501.123255573,4538501.123255573
Visibilities averaged11 [1/s],,,4214119.9733702345,4214119.9733702345,1996155.0467506892,4214119.9733702345,,,,,,,,,,,,,,,,,,,,,,,,,2072660.8764547457,767655.8672308879,767655.8672308879,,,,,,4191905.5151789756,2328843.9796672305,2328843.9796672305,4214119.9733702345,2328843.9796672305,2328843.9796672305,,,,3501117.8028563806,1945071.904603555,1945071.904603555,4214119.9733702345,1945071.904603555,1945071.904603555
Visibilities pred0 [1/s],3610566.5099345464,423194095.29833394,716090.3327573389,241609545.09431344,593553.7225369944,241609545.09431344,2776629.70880828,2571284.615632879,4282493.162604078,9686144.1489792,2314603.2012381065,2571284.615632879,4282493.162604078,9686144.1489792,2314603.2012381065,2571284.615632879,4282493.162604078,9686144.1489792,329977.4115688298,800110.3533410244,992559.5537826391,11576477.286249842,593553.7225369944,1015950.3430569423,204338.06615205077,17282099.231556825,593553.7225369944,776969.5866982543,776969.5866982543,8147192.635389234,326460.5604529313,784888.6440528559,985969.6387657714,1741758.0563496472,1741758.0563496472,1741758.0563496472,5476886.68607576,5476886.68607576,593553.7225369944,573558.2324082683,830975.2115517922,663639.3355268477,573558.2324082683,830975.2115517922,774193.4141382019,2437794.672649389,830975.2115517922,1043666.7188045931,1988726.4798986902,1988726.4798986902,839706.3426737391,1988726.4798986902,1988726.4798986902
Visibilities pred1 [1/s],1948188.6617438558,158712256.14297408,88398.38222631779,30497742.32640041,61062.768339968505,30497742.32640041,1498309.116922096,1387412.7335039305,2311549.18583352,6238477.533916785,1248792.2477435195,1387412.7335039305,2311549.18583352,6238477.533916785,1248792.2477435195,1387412.7335039305,2311549.18583352,6238477.533916785,61112.86681122816,148189.11920900785,148189.11920900785,1429501.8087744215,54670.074543690476,203845.74417932404,27335.037271845238,2055012.0060082057,64278.61767934155,153496.73233838324,153496.73233838324,1073111.8579621383,60013.66413021814,143698.96361727326,143698.96361727326,322592.7153914576,322592.7153914576,322592.7153914576,966078.3365484157,966078.3365484157,54632.257410250764,72257.05382601058,68407.71670503022,97542.17331012468,72257.05382601058,68407.71670503022,131300.8370506066,451507.3894423598,72257.05382601058,194945.1696835073,377104.16499675135,377104.16499675135,155516.66327813786,377104.16499675135,377104.16499675135
Visibilities pred2 [1/s],3988616.360699523,325080391.118371,66100.25491938693,23326643.91271687,61170.674813298356,23326643.91271687,3067655.618094299,2840513.5293869544,7513276.5548902005,25552329.192554448,2556585.9151756396,2840513.5293869544,7513276.5548902005,25552329.192554448,2556585.9151756396,2840513.5293869544,7513276.5548902005,25552329.192554448,62839.76232342034,155150.26571286368,155150.26571286368,1122532.0251761735,40885.978675776205,203258.57389392328,20442.989337888106,1728986.5612418326,51505.60391483945,143488.56800991428,143488.56800991428,752386.5131124941,61199.49929229818,148402.25252641633,148402.25252641633,334035.0436599032,334035.0436599032,334035.0436599032,1011461.3236715905,1011461.3236715905,42912.65771823925,72737.76128307858,40529.033295130765,97257.15106242639,72737.76128307858,40529.033295130765,130918.64937161913,450207.1900006478,72737.76128307858,196056.52192063635,376017.9501183044,376017.9501183044,155065.56652426175,376017.9501183044,376017.9501183044
Visibilities pred3 [1/s],18502694.34056612,814501371.0890816,218777.85586265312,65686758.90609715,248961.87681103338,65686758.90609715,14230700.600918196,13176787.307993308,43918796.07416283,128036064.91597702,10165196.303974409,13176787.307993308,43918796.07416283,128036064.91597702,10165196.303974409,13176787.307993308,43918796.07416283,128036064.91597702,245673.58498202453,595744.5937325673,595744.5937325673,2873635.1591620515,141622.58873620455,819494.5635906132,54949.85994367155,4647440.147544678,166622.98174879325,771352.5256007434,771352.5256007434,2696509.3239349774,246737.82558179213,598325.2910600234,598325.2910600234,1296876.5905214627,1296876.5905214627,1296876.5905214627,4531107.721096021,4531107.721096021,174281.97481523297,290454.20174766175,165758.4369000273,392103.4229052717,290454.20174766175,165758.4369000273,527819.5994952194,1815139.3346248912,290454.20174766175,804313.4864495109,1516023.046090397,1516023.046090397,625178.1438826927,1516023.046090397,1516023.046090397
Visibilities pred4 [1/s],28372268.93170404,624551447.5564055,872742.5718207553,161307147.9011916,970366.3459276553,161307147.9011916,21821714.121548645,20205453.943647504,101022866.22592254,196346924.5533511,18185128.719827663,20205453.943647504,101022866.22592254,196346924.5533511,18185128.719827663,20205453.943647504,101022866.22592254,196346924.5533511,1053333.5846835107,2438211.573504817,2438211.573504817,8097336.194221759,551998.2218540107,3833094.764727136,154217.7333357008,13043121.240024522,,,,,976519.8450413926,2448773.5479409676,2448773.5479409676,5459394.861500343,5459394.861500343,5459394.861500343,6358200.2433016645,6358200.2433016645,679276.3165744379,1132090.3420038933,636824.1379337606,1528299.1589906237,1132090.3420038933,636824.1379337606,2139589.8006757093,7428853.120970111,1132090.3420038933,3249037.492008488,6204650.944006525,6204650.944006525,2474284.127693177,6204650.944006525,6204650.944006525
Visibilities pred5 [1/s],,,910642.7784736317,113156925.2861792,1000614.3338841354,113156925.2861792,,,,,,,,,,,,,1163764.894241717,2394535.4510295233,2394535.4510295233,7952334.077066991,,,,,,,,,1038938.8076563287,2404908.193775761,2404908.193775761,6702000.472524097,6702000.472524097,6702000.472524097,,,710977.3894164743,1167380.1733090275,656668.5252384875,1558628.3450128695,1167380.1733090275,656668.5252384875,2148997.04772652,7295782.519740423,1167380.1733090275,3290535.0500268927,6093507.554281699,6093507.554281699,2632441.0465286477,6093507.554281699,6093507.554281699
Visibilities pred6 [1/s],,,3495841.4732834417,259168378.32160106,4001355.3523477935,259168378.32160106,,,,,,,,,,,,,507696.39930947736,1566939.8485684295,1566939.8485684295,5203870.390054841,,,,,,,,,3739189.8124173456,11540578.747011723,11540578.747011723,16446153.148886476,16446153.148886476,16446153.148886476,,,2700948.7115189806,4668237.333820918,2625927.215662649,6077003.454375211,4668237.333820918,2625927.215662649,8102621.311450598,35010730.818072766,4668237.333820918,12632338.080090325,29241291.63496894,29241291.63496894,9474283.349799573,29241291.63496894,29241291.63496894
Visibilities pred7 [1/s],,,6212656.336739426,495393215.1353213,6704745.990194433,495393215.1353213,,,,,,,,,,,,,,,,,,,,,,,,,7309735.630606024,22560725.281398576,22560725.281398576,,,,,,4693363.563614301,7822187.717989075,4562998.54324782,10559900.894514984,7822187.717989075,4562998.54324782,14783794.402442912,68442638.40578821,7822187.717989075,27438845.46191793,57163929.21354139,57163929.21354139,18521263.393653788,57163929.21354139,57163929.21354139
Visibilities pred8 [1/s],,,2885117.4156286195,156858909.7132084,3566547.8263684846,156858909.7132084,,,,,,,,,,,,,,,,,,,,,,,,,3703216.3463683575,8572200.799852684,8572200.799852684,,,,,,2292797.0490677897,4160964.4218790988,2229110.7620133143,4814810.302112063,4160964.4218790988,2229110.7620133143,7021571.898381179,26005551.376176804,4160964.4218790988,10425687.79268989,21720077.7258466,21720077.7258466,9383137.04346221,21720077.7258466,21720077.7258466
Visibilities pred9 [1/s],,,3965308.2549622064,137193016.99216768,4765720.8937347615,137193016.99216768,,,,,,,,,,,,,,,,,,,,,,,,,3958681.1618062654,18327123.937945276,18327123.937945276,,,,,,2859448.4396927357,5559997.492158847,2780021.8876468674,6433689.564506441,5559997.492158847,2780021.8876468674,1620607.1462675103,6002189.549808465,960366.9899985491,16717356.321762979,46436916.91469365,46436916.91469365,10030429.562601425,46436916.91469365,46436916.91469365
