,01c,01s,02A,02B,13c,13s [Bmax=40000],14c,14s,15c,15s [Bmax=13000],22,27,33,37a,37b,37c,38a,38b,max_Band5_MID_continuum,max_Band5_MID_spectral,max_LOW_continuum,max_LOW_spectral,max_MID_continuum,max_MID_spectral
Delta W snapshot5 [lambda],15.656744010681644,34.418107525199524,15.688515159028892,15.688515159028892,956.6434002862038,2281.6634606275056,1948.7098026282881,2525.7915399386893,2137.5930179893376,1195.1301902023276,53630.3374532701,1130.914300854316,1130.914300854316,1792.9345363688496,1792.9345363688496,1638.8484662682072,38923.06310234156,38923.06310234156,53621.7820700925,79685.4445985718,18.2507732885535,32.181650886637556,410.3200189642375,615.6337158701995
Delta W snapshot6 [lambda],22.85301144416265,50.23761036286887,22.89938548057012,22.89938548057012,1503.2967718783202,2607.615383574292,3062.2582612730243,3969.1009913322264,3359.074742554674,1878.0617274608005,84276.24456942444,1777.1510441996393,1777.1510441996393,2817.4685571510495,2817.4685571510495,2575.333304135754,61164.81344653673,61164.81344653673,84262.80039585964,125219.98436918427,26.63932747087002,46.973217132669724,644.7886012295161,967.4244106531705
Delta W snapshot7 [lambda],38.8987428836811,85.51082614956404,38.97767741373638,38.97767741373638,2049.9501434704366,4889.278844201798,4175.80671991776,5412.4104427257635,4580.55646712001,2560.9932647192736,114922.15168557878,2423.3877875449625,2423.3877875449625,3842.0025779332495,3842.0025779332495,3511.818142003301,83406.56379073192,83406.56379073192,114903.81872162678,170754.52413979673,45.343536120629814,79.95441214071442,879.2571834947946,1319.2151054361416
Delta W snapshot8 [lambda],,,,,2459.940172164524,5867.134613042157,5010.968063901312,6494.892531270916,5496.667760544012,3073.191917663128,137906.58202269452,2908.0653450539553,2908.0653450539553,4610.403093519899,4610.403093519899,4214.181770403961,100087.8765488783,100087.8765488783,137884.58246595215,204905.42896775607,,,1055.1086201937535,1583.05812652337
Delta W snapshot9 [lambda],,,,,3006.5935437566404,7170.942304829303,6124.516522546049,7938.201982664453,6718.149485109348,3756.123454921601,168552.48913884888,3554.3020883992785,3554.3020883992785,5634.937114302099,5634.937114302099,5150.666608271508,122329.62689307347,122329.62689307347,168525.60079171928,250439.96873836854,,,1289.5772024590322,1934.848821306341
Delta W snapshot10 [lambda],,,,,3553.246915348757,8474.749996616449,7238.064981190785,9381.51143405799,7939.631209674683,4439.054992180074,199198.3962550032,4200.538831744602,4200.538831744602,6659.471135084299,6659.471135084299,6087.151446139055,144571.37723726864,144571.37723726864,199166.61911748644,295974.50850898103,,,1524.0457847243106,2286.639516089312
Delta W snapshot11 [lambda],,,,,4099.900286940873,9778.557688403596,8351.61343983552,10824.820885451527,9161.11293424002,5121.986529438547,229844.30337115756,4846.775575089925,4846.775575089925,7684.005155866499,7684.005155866499,7023.636284006602,166813.12758146384,166813.12758146384,229807.63744325357,341509.04827959347,,,1758.5143669895892,2638.430210872283
Delta W max0 [lambda],2.3825480016254676,5.237538101660797,2.387382741591353,2.387382741591353,136.6633428980291,325.9519229467865,278.38711466118406,360.8273628483842,305.370431141334,170.73288431461825,7661.476779038585,161.55918583633084,161.55918583633084,256.13350519554996,256.13350519554996,234.12120946688674,5560.437586048794,5560.437586048794,7660.254581441785,11383.634942653116,2.7772915873885764,4.897207743618758,58.61714556631964,87.94767369574278
Delta W max1 [lambda],3.452263430926698,7.589085820773808,3.4592688704691037,3.4592688704691037,204.99501434704368,488.9278844201798,417.58067199177606,541.2410442725763,458.05564671200096,256.0993264719273,11492.215168557877,242.33877875449627,242.33877875449627,384.20025779332497,384.20025779332497,351.1818142003301,8340.65637907319,8340.65637907319,11490.381872162678,17075.452413979674,4.0242388307058965,7.095954077488405,87.92571834947947,131.92151054361418
Delta W max2 [lambda],5.0568365748785435,11.116407399443323,5.067098063785729,5.067098063785729,273.3266857960582,651.903845893573,556.7742293223681,721.6547256967684,610.740862282668,341.4657686292365,15322.95355807717,323.1183716726617,323.1183716726617,512.2670103910999,512.2670103910999,468.2424189337735,11120.875172097589,11120.875172097589,15320.50916288357,22767.269885306232,5.894659695681876,10.394073578292874,117.23429113263929,175.89534739148556
Delta W max3 [lambda],7.342137719294809,16.14016843573021,7.357036611842741,7.357036611842741,409.99002869408736,977.8557688403596,835.1613439835521,1082.4820885451527,916.1112934240019,443.90549921800744,22984.430337115755,484.67755750899255,484.67755750899255,768.4005155866499,768.4005155866499,702.3636284006602,16681.31275814638,16681.31275814638,22980.763744325355,34150.90482795935,8.558592442768878,15.091395291559847,175.85143669895893,263.84302108722835
Delta W max4 [lambda],10.745777721616905,23.622365723817065,10.767583385544674,10.767583385544674,683.3167144901456,1629.7596147339325,1391.9355733059201,1804.136814241921,1526.85215570667,853.6644215730912,38307.38389519293,807.7959291816542,807.7959291816542,1280.6675259777498,1280.6675259777498,1170.6060473344337,27802.18793024397,27802.18793024397,38301.27290720893,56918.17471326558,12.526151853323986,22.087406353872357,293.0857278315982,439.7383684787139
Delta W max5 [lambda],15.656744010681644,34.418107525199524,15.688515159028892,15.688515159028892,956.6434002862038,2281.6634606275056,1948.7098026282881,2525.7915399386893,2137.5930179893376,1195.1301902023276,53630.3374532701,1130.914300854316,1130.914300854316,1792.9345363688496,1792.9345363688496,1638.8484662682072,38923.06310234156,38923.06310234156,53621.7820700925,79685.4445985718,18.2507732885535,32.181650886637556,410.3200189642375,615.6337158701995
Delta W max6 [lambda],22.85301144416265,50.23761036286887,22.89938548057012,22.89938548057012,1503.2967718783202,2607.615383574292,3062.2582612730243,3969.1009913322264,3359.074742554674,1878.0617274608005,84276.24456942444,1777.1510441996393,1777.1510441996393,2817.4685571510495,2817.4685571510495,2575.333304135754,61164.81344653673,61164.81344653673,84262.80039585964,125219.98436918427,26.63932747087002,46.973217132669724,644.7886012295161,967.4244106531705
Delta W max7 [lambda],38.8987428836811,85.51082614956404,38.97767741373638,38.97767741373638,2049.9501434704366,4889.278844201798,4175.80671991776,5412.4104427257635,4580.55646712001,2560.9932647192736,114922.15168557878,2423.3877875449625,2423.3877875449625,3842.0025779332495,3842.0025779332495,3511.818142003301,83406.56379073192,83406.56379073192,114903.81872162678,170754.52413979673,45.343536120629814,79.95441214071442,879.2571834947946,1319.2151054361416
Delta W max8 [lambda],,,,,2459.940172164524,5867.134613042157,5010.968063901312,6494.892531270916,5496.667760544012,3073.191917663128,137906.58202269452,2908.0653450539553,2908.0653450539553,4610.403093519899,4610.403093519899,4214.181770403961,100087.8765488783,100087.8765488783,137884.58246595215,204905.42896775607,,,1055.1086201937535,1583.05812652337
Delta W max9 [lambda],,,,,3006.5935437566404,7170.942304829303,6124.516522546049,7938.201982664453,6718.149485109348,3756.123454921601,168552.48913884888,3554.3020883992785,3554.3020883992785,5634.937114302099,5634.937114302099,5150.666608271508,122329.62689307347,122329.62689307347,168525.60079171928,250439.96873836854,,,1289.5772024590322,1934.848821306341
Delta W max10 [lambda],,,,,3553.246915348757,8474.749996616449,7238.064981190785,9381.51143405799,7939.631209674683,4439.054992180074,199198.3962550032,4200.538831744602,4200.538831744602,6659.471135084299,6659.471135084299,6087.151446139055,144571.37723726864,144571.37723726864,199166.61911748644,295974.50850898103,,,1524.0457847243106,2286.639516089312
Delta W max11 [lambda],,,,,4099.900286940873,9778.557688403596,8351.61343983552,10824.820885451527,9161.11293424002,5121.986529438547,229844.30337115756,4846.775575089925,4846.775575089925,7684.005155866499,7684.005155866499,7023.636284006602,166813.12758146384,166813.12758146384,229807.63744325357,341509.04827959347,,,1758.5143669895892,2638.430210872283
-- Kernel Sizes --,,,,,,,,,,,,,,,,,,,,,,,,
W kernel support pred0 [pixels],6.107660942184181,4.560738744672472,6.116994045093662,6.116994045093662,14.06522805100878,11.160330570505211,12.839874621422311,5.655608489457848,12.163188247570007,2.8320106397307834,6.368504782975997,9.830396005030982,9.830396005030982,13.56952233037421,13.56952233037421,13.00713455079209,7.455685070562371,7.455685070562371,7.067922903730206,3.9301836735627993,5.992869100234506,3.790909667403843,16.82398960953879,9.406552112636584
W kernel support pred1 [pixels],8.076857031232857,6.0298044181509525,8.089209886039734,8.089209886039734,19.11164770259824,15.159256003970139,17.4441659150444,7.676202532557671,16.523487253392357,3.8418756298737122,8.644759786823332,13.350518318860686,13.350518318860686,18.4370364592429,18.4370364592429,17.67175321050348,10.122159434349387,10.122159434349387,9.595173842626474,5.332768779223325,7.924926147688206,5.011382466452027,22.86718849111404,12.774188741488976
W kernel support pred2 [pixels],10.771611986861672,8.039307486343338,10.788103742876324,10.788103742876324,23.763529283104553,18.84364343101759,21.68758901061585,9.535728504095333,20.54155886652635,4.770535956730504,10.739917377762566,16.592943822976416,16.592943822976416,22.92362033375383,22.92362033375383,21.970901346091193,12.577085034815406,12.577085034815406,11.921724384325197,6.6229804574122895,10.56877930185477,6.680458665645739,28.440428902818716,15.875899685025033
W kernel support pred3 [pixels],14.27478340408346,10.650339087289996,14.296665825444416,14.296665825444416,32.32178621828217,25.617716094635668,29.4923800642077,12.949833158011621,27.93078697745667,5.812444327755079,14.587431679989592,22.552592115646586,22.552592115646586,31.176922749670354,31.176922749670354,29.878467828420536,17.086608107959126,17.086608107959126,16.194988461749823,8.990538636311454,14.005656296962078,8.848565084250023,38.69936482099825,21.576331899712883
W kernel support pred4 [pixels],19.039331916727004,14.199379084341807,19.068562437697132,19.068562437697132,47.672113264737035,37.755803183053175,43.485559845617495,19.053688607884656,41.17582888351388,9.514895592311326,21.468406679763806,33.226119142136085,33.226119142136085,45.977859616444135,45.977859616444135,44.05671601021203,25.155354002688398,25.155354002688398,23.83973741527817,13.219674338426474,18.679841183843376,11.794592166807494,57.11603532455354,31.783958740238912
W kernel support pred5 [pixels],25.319899318229293,18.87431142876177,25.35884187074488,25.35884187074488,61.62797922926676,48.77949503889499,56.20201664016326,24.58379060584176,53.20941459787623,12.265510130482753,27.704788856227204,42.91460799771549,42.91460799771549,59.43189684960596,59.43189684960596,56.94213633890921,32.471978595634404,32.471978595634404,30.77064928335678,17.04768113693491,24.840979602555418,15.673686719769988,73.87518086104014,41.047931996635036
W kernel support pred6 [pixels],33.73694354752093,25.134179542531577,33.78894294344127,33.78894294344127,87.11697352752236,54.00902027436247,79.41561927007419,34.6431017481601,75.1701154796526,17.259355802462018,39.053547313688355,60.57699522023426,60.57699522023426,83.99938973112268,83.99938973112268,80.46583028343613,45.794500474499834,45.794500474499834,43.38820486194341,24.003174382032153,33.09747188242874,20.8654773512506,104.51680123796376,57.93298979103981
W kernel support pred7 [pixels],50.5721820104423,37.63879799423302,50.65041934843177,50.65041934843177,110.57769431572525,87.37217355144432,100.77029939455119,43.86103325446605,95.36589348107272,21.825857441792415,49.45783056888595,76.8012624377067,76.8012624377067,106.60698656977776,106.60698656977776,102.10742042187202,58.01631636140777,58.01631636140777,54.96064359683979,30.369132708570074,49.61010292721197,31.229251812763582,132.75273869612286,73.43978442165938
W kernel support pred8 [pixels],,,,,127.2697973837144,100.51038796976346,115.9578919981424,50.398208456826445,109.72597602262493,25.059258619500884,56.8388380823047,88.32772357622748,88.32772357622748,122.68952974181748,122.68952974181748,117.49992302252153,66.69092567287487,66.69092567287487,63.1729584750031,34.87966654364633,,,152.859274438593,84.45472804258611
W kernel support pred9 [pixels],,,,,148.62644622081092,117.30576885681907,135.38287900100877,58.73856287910583,128.08893308041723,29.178881307507446,66.25856408619308,103.05643772780155,103.05643772780155,143.26343967748642,143.26343967748642,137.18793942164166,77.76624617074359,77.76624617074359,73.65649766034292,40.62981106869005,,,178.60317499723544,98.52782734547509
W kernel support pred10 [pixels],,,,,169.1708256965399,133.44837289616993,154.0624731605814,66.73849979139632,145.7436764313735,33.12475716671209,75.29656442883284,117.20654109288398,117.20654109288398,163.0520663071598,163.0520663071598,156.12140074146433,88.39737324426271,88.39737324426271,83.71805285241031,46.14075993765037,,,203.38623304680877,112.046114517463
W kernel support pred11 [pixels],,,,,189.0619850094894,149.06556414394166,172.1424167691118,74.46388555335889,162.8285635604591,36.930308252144634,84.0267905524592,130.89072500123962,130.89072500123962,182.2090856614996,182.2090856614996,174.44787059237586,98.67051443183111,98.67051443183111,93.43947017463432,51.45863919389919,,,227.39716256852427,125.11758142748064
"W kernel support pred, ff0 [pixels]",93.74126849909626,87.9273656230984,93.7802081115921,93.7802081115921,138.06216341967337,119.88073498418753,130.19674473198654,91.90809579523325,125.96968482191582,83.1462458134286,94.84567782946381,112.18176268630593,112.18176268630593,134.84970864473368,134.84970864473368,131.2550004770645,99.78769138410821,99.78769138410821,97.96506615664963,85.95676818789858,93.26589260476153,85.55550099678348,156.57261602349124,109.83135367214527
"W kernel support pred, ff1 [pixels]",102.83520626804052,93.41812802959485,102.89732873668679,102.89732873668679,172.5581785547316,145.28384193023635,160.85748713125602,100.85207712553107,154.51097172962594,85.70087826123326,105.74894700846991,133.44334273564576,133.44334273564576,167.79498221807745,167.79498221807745,162.43957380548667,113.83022069433429,113.83022069433429,110.87069544516392,90.66454137406849,102.07587905359416,89.48347931548045,199.66504903773435,129.7825622809311
"W kernel support pred, ff2 [pixels]",117.58302593024271,102.64672304091576,117.67975047344372,117.67975047344372,206.25503808463424,170.66137658047083,191.0562668272796,110.5419719321319,182.7707881546882,88.63697226397883,117.39732883671013,154.98661303995542,154.98661303995542,200.0787635637273,200.0787635637273,193.1168360900183,128.54460840607268,128.54460840607268,124.48357637428359,95.9546126505285,116.39906416979512,96.20928120996268,241.1781742929536,150.1027255307997
"W kernel support pred, ff3 [pixels]",139.43186235198817,116.87387326153119,139.57527660142227,139.57527660142227,270.6670709890316,220.00252768080355,249.1329581538887,130.89187692328957,237.33572658899047,92.53220293523839,141.48767590562542,197.36170427066742,197.36170427066742,261.93135126763735,261.93135126763735,252.06003599446998,158.3822569123144,158.3822569123144,152.2687416434425,107.57837253902188,137.67402853026618,106.82235093468667,319.76399672745816,190.24835948775046
"W kernel support pred, ff4 [pixels]",172.04579108324378,138.9382288946206,172.25285106546906,172.25285106546906,389.6772312055949,312.46126661689874,356.9644387968554,172.14748087683114,338.98190009444846,110.4270222386055,189.46535056187594,277.58674242087824,277.58674242087824,376.4221948745909,376.4221948745909,361.41891267431794,216.56102474830635,216.56102474830635,206.81711032185532,132.60703803078965,169.50496708306545,123.70607859116814,463.878707677472,266.5597158703419
"W kernel support pred, ff5 [pixels]",217.78481878922864,170.8781333062624,218.07460903467964,218.07460903467964,499.47222217907955,398.3517349277811,456.677859286999,212.3186677504357,433.12755086500306,126.60306189307747,235.63433713353493,352.51449487112654,352.51449487112654,482.138593395199,482.138593395199,462.5084226408111,271.81516000874876,271.81516000874876,258.83837209432085,158.11356569688385,214.22593943622408,148.73642843946342,596.3914068999394,337.9877130264116
"W kernel support pred, ff6 [pixels]",281.5024103545675,216.4036201214703,281.90127806565243,281.90127806565243,701.5122899152102,439.4159229520202,640.3419378575483,288.46013228683074,606.6588503585484,159.57651209943984,322.5081265613003,491.1747452733968,491.1747452733968,676.7403035233431,676.7403035233431,648.6786492285497,374.9889618607111,374.9889618607111,356.20545272789695,208.02344181969414,276.6013905975932,185.10419035266415,839.9528269045979,470.3177687396451
"W kernel support pred, ff7 [pixels]",412.4111031131769,311.55651706366774,413.0251308710009,413.0251308710009,888.231554681349,703.5406097096579,810.1220941094737,359.8924495478616,767.1100526810815,192.0613323822484,403.6693303846111,619.5964576800225,619.5964576800225,856.5997743819933,856.5997743819933,820.7674576476405,470.97468053538165,470.97468053538165,446.9038264023325,255.78543776792182,404.86341894113895,262.3300112496469,1065.0307678206057,592.9398990602568
"W kernel support pred, ff8 [pixels]",,,,,1021.2964725631191,808.052991919015,931.1062742060022,411.04584002528827,881.4457147797194,215.84682606834386,461.69451472913653,711.1359589685652,711.1359589685652,984.7711030128637,984.7711030128637,943.3974996040126,539.4918834372903,539.4918834372903,511.6763153391076,290.27888804482757,,,1225.4881876383622,680.3576042639779
"W kernel support pred, ff9 [pixels]",,,,,1191.699841838777,941.8498702307741,1086.0135962788468,476.6696982424736,1027.8295509331763,246.75910382169667,536.071476712673,828.3237765857209,828.3237765857209,1148.896183946307,1148.896183946307,1100.4153607871826,627.2525000215435,627.2525000215435,594.657798608274,334.7387325042573,,,1431.0632493436337,792.2719840628369
"W kernel support pred, ff10 [pixels]",,,,,1355.7290175689025,1070.5802009343597,1235.0934056688632,539.8682716015057,1168.6907332835772,276.8103509456126,607.6616224069643,941.0589193017117,941.0589193017117,1306.8674320412933,1306.8674320412933,1251.5306920912972,711.6896220790854,711.6896220790854,674.5054424521227,377.6957274949353,,,1629.0553786627793,899.9317939830039
"W kernel support pred, ff11 [pixels]",,,,,1514.6101106379217,1195.204883886985,1379.4610344881355,601.0588125209036,1305.0827679171914,306.0820980166906,676.9579735515331,1050.1773379036554,1050.1773379036554,1459.8663149228362,1459.8663149228362,1397.8740327617923,793.4076548455404,793.4076548455404,751.7844195891852,419.37031255446,,,1820.9354878275658,1004.13255482769
W kernel support bw0 [pixels],6.107660942184181,4.560738744672472,6.116994045093662,6.116994045093662,3.534426821167,11.160330570505211,3.2277605625270467,5.655608489457848,3.0583233137241876,2.8320106397307843,6.368504782975997,2.473727417184763,2.473727417184763,3.4103911882265536,3.4103911882265536,3.269631837125262,3.454873242174019,3.454873242174019,3.2755218578396024,3.9301836735627993,5.992869100234506,3.790909667403843,1.9592277575131674,9.406552112636586
W kernel support bw1 [pixels],8.076857031232857,6.0298044181509525,8.089209886039734,8.089209886039734,4.795425106783631,15.159256003970139,4.379090597844445,7.676202532557671,4.149077653935806,3.8418756298737127,8.644759786823332,3.3555818414239464,3.3555818414239464,4.627027702714064,4.627027702714064,4.435933254497099,4.687418164625041,4.687418164625041,4.443929356517777,5.332768779223325,7.924926147688206,5.011382466452027,2.6573656817335154,12.774188741488977
W kernel support bw2 [pixels],10.771611986861672,8.039307486343338,10.788103742876324,10.788103742876324,5.95526562627984,18.84364343101759,5.437966599269626,9.535728504095333,5.152191862812394,4.770535956730505,10.739917377762568,4.1664334918604675,4.1664334918604675,5.746025423703322,5.746025423703322,5.508591578784424,5.821062094775138,5.821062094775138,5.518526514849762,6.6229804574122895,10.56877930185477,6.680458665645739,3.299181763705879,15.875899685025034
W kernel support bw3 [pixels],14.27478340408346,10.650339087289996,14.296665825444416,14.296665825444416,8.083301998092,25.617716094635668,7.380544968381192,12.949833158011621,6.99235776328334,5.812444327755081,14.587431679989592,5.653570324029477,5.653570324029477,7.799035196315266,7.799035196315266,7.476484237027038,7.9009757573701105,7.9009757573701105,7.489980321327314,8.990538636311454,14.005656296962078,8.848565084250023,4.476049432550705,21.576331899712887
W kernel support bw4 [pixels],19.039331916727004,14.199379084341807,19.068562437697132,19.068562437697132,11.883755474245525,37.755803183053175,10.849182380277568,19.053688607884656,10.277802708752716,9.514895592311328,21.468406679763806,8.307760585498253,8.307760585498253,11.465241915166837,11.465241915166837,10.990407655833756,11.615320445075037,11.615320445075037,11.010274600634562,13.219674338426474,18.679841183843376,11.794592166807494,6.5757621187179875,31.783958740238916
W kernel support bw5 [pixels],25.319899318229293,18.87431142876177,25.35884187074488,25.35884187074488,15.32292687594793,48.77949503889499,13.987484289989382,24.58379060584176,13.250037553832964,12.265510130482754,27.704788856227204,10.707981247432551,10.707981247432551,14.782675869548292,14.782675869548292,14.169766540738353,14.97640508071802,14.97640508071802,14.195409543624583,17.04768113693491,24.840979602555418,15.673686719769988,8.473852176020761,41.04793199663504
W kernel support bw6 [pixels],33.73694354752093,25.134179542531577,33.78894294344127,33.78894294344127,21.570163263541488,54.00902027436247,19.686913229686905,34.6431017481601,18.647185856633207,17.25935580246202,39.053547313688355,15.064419818383413,15.064419818383413,20.808235359291803,20.808235359291803,19.943938206336153,21.081446281039295,21.081446281039295,19.98009661144278,24.003174382032153,33.09747188242874,20.8654773512506,11.917392343770773,57.932989791039816
W kernel support bw7 [pixels],50.5721820104423,37.63879799423302,50.65041934843177,50.65041934843177,27.286131854773092,87.37217355144432,24.90036419731769,43.86103325446605,23.583433428574182,21.82585744179242,49.45783056888595,19.04678838473146,19.04678838473146,26.320830227846695,26.320830227846695,25.225940806199432,26.666956601581557,26.666956601581557,25.271743902711922,30.369132708570074,49.61010292721197,31.229251812763582,15.063702913708935,73.43978442165938
W kernel support bw8 [pixels],,,,,31.335193766029747,100.51038796976346,28.59277126775596,50.398208456826445,27.079144505977673,25.05925861950089,56.8388380823047,21.86591172575748,21.86591172575748,30.225537962495082,30.225537962495082,28.96699527210912,30.62341760889709,30.62341760889709,29.019642843980193,34.87966654364633,,,17.290163024506008,84.45472804258613
W kernel support bw9 [pixels],,,,,36.49600408666102,117.30576885681907,33.298236467398056,58.73856287910583,31.53353618586661,29.178881307507453,66.25856408619308,25.456958481674473,25.456958481674473,35.202035777858754,35.202035777858754,33.7345622634873,35.665992235046446,35.665992235046446,33.795947461533274,40.62981106869005,,,20.125349909320487,98.5278273454751
W kernel support bw10 [pixels],,,,,41.44110606218968,133.44837289616993,37.806268739735934,66.73849979139632,35.800621616487284,33.124757166712094,75.29656442883284,28.89580594587662,28.89580594587662,39.97020890989823,39.97020890989823,38.30219707171051,40.497592972333685,40.497592972333685,38.371968428524184,46.14075993765037,,,22.839464394946678,112.04611451746301
W kernel support bw11 [pixels],,,,,46.21206092249385,149.06556414394166,42.154881862603325,74.46388555335889,39.91645060043379,36.93030825214464,84.0267905524592,32.21170518086315,32.21170518086315,44.57018486717065,44.57018486717065,42.708398372776074,45.15886166501414,45.15886166501414,42.78627261760999,51.45863919389919,,,25.455743269754315,125.11758142748066
"W kernel support bw, ff0 [pixels]",93.74126849909626,87.9273656230984,93.7802081115921,93.7802081115921,84.84986192721718,119.88073498418753,84.06414246238592,91.90809579523325,83.65771844510947,83.1462458134286,94.84567782946381,82.41138846913103,82.41138846913103,84.5243701877212,84.5243701877212,84.16763933021979,84.63990514909241,84.63990514909241,84.18229493329247,85.95676818789858,93.26589260476153,85.55550099678348,81.52097090915836,109.83135367214528
"W kernel support bw, ff1 [pixels]",102.83520626804052,93.41812802959485,102.89732873668679,102.89732873668679,88.72288614052933,145.28384193023635,87.3343678382359,100.85207712553107,86.61264402047155,85.70087826123326,105.74894700846991,84.3838579803485,84.3838579803485,88.14874169917424,88.14874169917424,87.51777102768675,88.35270736770681,88.35270736770681,87.54372918745301,90.66454137406849,102.07587905359416,89.48347931548045,82.7764574710293,129.7825622809311
"W kernel support bw, ff2 [pixels]",117.58302593024271,102.64672304091576,117.67975047344372,117.67975047344372,93.11161085219831,170.66137658047083,91.06357541314426,110.5419719321319,89.9938063615421,88.63697226397883,117.39732883671013,86.6659492228302,86.6659492228302,92.26633038584592,92.26633038584592,91.33484108290055,92.56686713029985,92.56686713029985,91.3732161702016,95.9546126505285,116.39906416979512,96.20928120996268,84.24140561409243,150.10272553079972
"W kernel support bw, ff3 [pixels]",139.43186235198817,116.8738732615312,139.57527660142227,139.57527660142227,102.86761082241057,220.00252768080355,99.4295550525044,130.89187692328957,97.6173974952412,92.53220293523839,141.48767590562542,91.90007004436826,91.90007004436826,101.45342182290015,101.45342182290015,99.88723771822345,101.95698478665996,101.95698478665996,99.95192611294546,107.57837253902188,137.67402853026618,106.82235093468667,87.64839522460636,190.24835948775046
"W kernel support bw, ff4 [pixels]",172.04579108324378,138.9382288946206,172.25285106546906,172.25285106546906,124.25100895761882,312.46126661689874,118.03857222329323,172.14748087683114,114.71933849740793,110.4270222386055,189.46535056187597,104.00581089795574,104.00581089795574,121.70831285943909,121.70831285943909,118.87177910778567,122.61567117898838,122.61567117898838,118.9893835348693,132.60703803078965,169.50496708306545,123.70607859116814,95.74654790793169,266.5597158703419
"W kernel support bw, ff5 [pixels]",217.78481878922864,170.8781333062624,218.07460903467964,218.07460903467964,146.37859691540098,398.3517349277811,137.55574096639072,212.3186677504357,132.80084220889174,126.60306189307745,235.63433713353493,117.2104739061467,117.2104739061467,142.77871121180505,142.77871121180505,138.74460769492197,144.0650317914532,144.0650317914532,138.91226632345533,158.11356569688385,214.2259394362241,148.73642843946342,104.85988234242546,337.98771302641165
"W kernel support bw, ff6 [pixels]",281.5024103545675,216.4036201214703,281.90127806565243,281.90127806565243,190.20358662710183,439.4159229520202,176.64872306599378,288.46013228683074,169.2746956393559,159.57651209943987,322.5081265613003,144.65113772704376,144.65113772704376,184.69133753679847,184.69133753679847,178.48440535632773,186.66374084760577,186.66374084760577,178.74303532883619,208.02344181969414,276.6013905975932,185.10419035266415,124.4570262284273,470.3177687396451
"W kernel support bw, ff7 [pixels]",412.4111031131769,311.5565170636678,413.0251308710009,413.0251308710009,232.48679846853244,703.5406097096579,214.6667202390251,359.8924495478616,204.92782452834305,192.0613323822484,403.66933038461116,172.09860388002988,172.09860388002988,225.25166070091515,225.25166070091515,217.08587639849853,227.84227167275301,227.84227167275301,217.42655438697562,255.78543776792182,404.86341894113895,262.3300112496469,144.6463594780004,592.9398990602568
"W kernel support bw, ff8 [pixels]",,,,,263.13730175460927,808.052991919015,242.3282492845056,411.04584002528827,230.93272678258433,215.84682606834386,461.6945147291366,192.3526919965291,192.3526919965291,254.69456470019693,254.69456470019693,245.1561872889222,257.7184455702194,257.7184455702194,245.55435025814333,290.27888804482757,,,159.78980942004927,680.3576042639779
"W kernel support bw, ff9 [pixels]",,,,,302.7298005066382,941.8498702307741,278.1392516666436,476.6696982424736,264.6493715856188,246.7591038216967,536.0714767126731,218.8050069098344,218.8050069098344,292.7588302100578,292.7588302100578,281.48414561211524,296.3309503495462,296.3309503495462,281.95501085927503,334.7387325042573,,,179.78292848389557,792.2719840628369
"W kernel support bw, ff10 [pixels]",,,,,341.04453871318606,1070.5802009343597,312.85155135519557,539.8682716015057,297.36813635647206,276.8103509456126,607.6616224069643,244.61791937785867,244.61791937785867,329.61724229666464,329.61724229666464,316.68869767216125,333.7117353935578,333.7117353935578,317.22879678411607,377.6957274949353,,,199.46185742210056,899.9317939830039
"W kernel support bw, ff11 [pixels]",,,,,378.2532125191723,1195.204883886985,346.5980094437975,601.0588125209036,329.20005137660553,306.0820980166906,676.9579735515332,269.8258935724408,269.8258935724408,365.4258998237552,365.4258998237552,350.90806012449394,370.0225106129526,370.0225106129526,351.51467674698927,419.37031255446,,,218.7959583415587,1004.1325548276901
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],11.79660516904192,12.738016150411003,11.79660516904192,11.79660516904192,5.18522443962308,0.32406752516500914,6.39630715249548,1.1914559999999998,3.7550875781415987,0.027428195196651312,5.120573970193088,0.23584145480395563,0.23584145480395563,15.534329921756584,15.534329921756584,11.504461209949055,12.974414343922646,12.974414343922646,13.315159628954358,15.616652083199998,8.28232973512208,16.46046216192,15.616652083199998,15.616652083199998
Working (cache) memory [TeraBytes],37.66505410084861,16.790516182168194,37.839830794078686,37.839830794078686,1725.2334400475174,8.562033258673699,1608.0281004193764,24.41670544136765,1090.080783165997,0.0039358274115226825,150.65424650300804,1274.8203973053023,1274.8203973053023,4628.530663805191,4628.530663805191,3009.5647952900053,617.3599259007638,617.3599259007638,538.2793586454787,105.8527747419399,24.9661870360748,12.402665527031282,9021.921729759695,1512.0784136995871
I/O Rate [TeraBytes/s],3.0037652050801182,0.7371537124080442,3.0037652050801182,3.0037652050801182,11.882806007469556,0.018753907706308397,14.658203891135473,0.06894999999999998,11.734648681692493,0.002164472474483216,1.303849853521388,26.364390272799916,26.364390272799916,35.59950607069217,35.59950607069217,26.364390272799916,13.21468127621751,13.21468127621751,13.561736659120177,0.9037414399999999,2.1089265529246033,0.9525730417777777,99.41155839999999,0.9037414399999999
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,
