,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Visibilities kernel bw4,,1181.082268218057,1181.0822682213523,584.8390513315481,575.5460002717737,598.5073526470684,927.6507327614542,,417.1837259647927,,47.396139882345864,47.39613988288865,62.6291142670441,58.46891088822533,66.12562654114785,535.5798896114953,,494.13205405523695,,72.26642967510712,72.26642970156456,60.03286084772345,58.044843722112006,317.7304063981519,1455.8618021249765,,493.93138665233937,,172.05639716866153,172.05639716866153,367.03802773169105,151.3957487931407,372.7407828571954,5110.6415710488145,,501.7181115595607,,291.1517738980897,291.1517738980897,160.7914343585602,424.12373925480915,424.12373925480915,13876.18500152671,,497.87154946303474,,133.34067339517657,133.34067339517657,397.7290719069752,357.5328163957167,402.33039901864663,3106.0004442314607,,508.91781799430356
Visibilities kernel bw5,,,,,,,,,,,95.38142021081939,95.38142021191169,125.25431492859155,116.93416813622738,132.24712098465184,694.005863106662,,902.4275431462361,,140.08178105959158,140.0817811108769,117.66060378568143,109.26527657217268,593.0890891034811,1787.3323922041488,,949.0836696117797,,325.25755897047543,325.25755897047543,685.1288378786245,280.40618380026314,695.7738438361527,5894.1461442661885,,981.2267713849241,,557.4791942185311,557.4791942185311,309.00034679518063,737.2775864155693,737.2775864155693,17228.882491528744,,975.1952541029488,,244.64306908654171,244.64306908654171,742.4181837935989,649.6190712407983,751.0072187889748,3609.257162888442,,995.5503930509977
Visibilities kernel bw6,,,,,,,,,,,239.80857338601453,239.80857338876083,306.16851719623645,285.83095830474883,323.2615575633122,907.5681789560384,,1867.963482313955,,357.69974896626366,357.69974909722106,308.1496681193715,286.16255253981444,1863.9723669810949,2336.0784004339157,,2291.1981531861284,,669.9418401491342,669.9418401491342,2153.2368791550352,653.5482986632269,2186.6922208941833,6947.305294339378,,2544.97219869431,,1396.7271531885701,1396.7271531885701,773.4761031906233,2012.2703086837587,2151.8438726729196,22440.492903142087,,2546.701998941037,,554.3977387743604,554.3977387743604,2333.2873857106088,2041.6363951352141,2360.281184418143,4291.496438865048,,2584.922357994917
Visibilities kernel bw7,,,,,,,,,,,467.1526776576679,467.1526776630177,626.2454833052682,584.6464824874089,661.208056935838,899.744917496644,,2861.8731571014646,,650.3554715182595,650.355471756361,540.2549955162684,501.70668520542387,3812.649833516239,3287.9235714498586,,4090.631508935053,,1314.5895107004353,1314.5895200885122,4404.324123690343,1195.115599679374,4472.755131033044,11487.687586394144,,5104.605369848924,,2313.3270960245277,2313.3270960245277,1505.515150999068,3614.2915955702133,4401.474600893178,39406.70986284584,,5178.374676988211,,1014.7836987685821,1014.7837074128932,4772.607605589691,4176.051971542075,4827.821896724299,7128.610095816977,,5195.776756627905
Visibilities kernel bw8,,,,,,,,,,,654.009333453304,654.0093334607938,901.7880166926891,841.8858194809151,952.1338168194658,998.1453197567375,,2775.4000213195977,,936.5067913983377,936.5067917412017,756.3522391809547,702.3849439921561,4575.168295774711,2948.548098940669,,4326.217966300137,,2103.335097513643,2103.3351125345084,5285.175727377192,1325.7694083022923,5367.292730769887,10198.773971242754,,5988.495026991223,,3892.7208662181242,3892.7208662181242,1738.4046789884426,3969.013420508248,5281.756194778113,36059.85223165578,,6170.455437274891,,1522.1685956531321,1522.16860861954,5727.11500086282,5011.250005676148,5793.371986802469,6342.198748322099,,6109.897470650003
Visibilities kernel bw9,,,,,,,,,,,959.2078020174921,959.207802028477,1377.7240820432862,1286.207341813535,1454.6408518167257,1161.4693150913417,,5227.027389297175,,1430.7671985180111,1430.7671990418291,1386.6378475589336,1287.6983717927098,11183.719157494193,3896.577524680584,,8814.169949603953,,2570.733875150654,2570.733893509425,12919.289064628405,1960.9087133090504,13120.01906088111,8903.446730600486,,14041.194647225942,,4369.889678040311,4369.889678040311,2690.234361597283,8715.425801279962,12910.929973235123,32390.890718139897,,14880.554797313916,,2480.560744752521,2480.5607658828753,13999.583055619656,12249.694768896457,14161.544213643792,5547.21760143124,,14384.955562409912
Visibilities kernel bw10,,,,,,,,,,,1417.00550484532,1417.0055048615475,1628.213143206446,1520.0574092626089,1719.1144325940577,1550.7107940607202,,4220.369124861366,,2254.534543704576,2254.5345445299836,1638.747336331422,1521.8193275832434,13217.101723494789,3490.712224293249,,8676.580706834842,,4557.198979159802,4557.199011704815,15268.226674353438,3181.843722312339,15505.452660071142,7926.4891048005675,,15713.170468820477,,4770.988954403425,4770.988954403425,4531.118376688005,9355.723327922917,15258.347556766752,29419.75558389123,,17257.235087263478,,2931.5633619423124,2931.5633869144776,16544.936109565206,14476.88952648571,16736.344453734775,4944.871304519469,,16177.690693720084
Visibilities kernel bw11,,,,,,,,,,,2180.0016762056484,2180.001676230614,2504.93627246949,2338.5433022604752,2644.7840178039005,1400.9289322884977,,3436.5491968725396,,2601.379489363825,2601.3794903162157,2521.1424334495528,2341.253711144301,15250.484289244785,6336.306549921066,,8405.714544643475,,5258.297145582039,5258.297183133911,17617.16428402869,3386.1356647950342,17890.88625921062,7161.943902187391,,16973.97650083896,,10228.561925950631,10228.561925950631,4973.05124902238,9898.075809244545,17605.7651404632,26974.068046998666,,19427.882728619148,,5073.84896868313,5073.849011904094,19090.28916333468,16704.084283920896,19311.14469364765,4472.006583168837,,17569.69105913435
Oversampling used pred0,(undefined),6.4207479847609505,6.4207479847779325,3.2343521079355284,3.184258925835451,3.3079546375896243,46.81433950344457,(undefined),3.128463915733235,(undefined),3.6800117384404203,3.6800117384404203,3.9765756207435032,3.9765756207435032,3.9765756207435032,58.362347187563614,(undefined),17.367052514222813,(undefined),4.690530297726795,4.690530297726795,4.131269857910063,4.131269857910063,12.009748205048624,63.68229448339877,(undefined),16.483599255988892,(undefined),7.1983620380405355,7.1983620380405355,15.3291786161748,6.225916837873896,15.3291786161748,63.99999967993942,(undefined),16.558305819550007,(undefined),10.81436346852393,10.81436346852393,6.215984297220693,15.625335698068547,15.625335698068547,64.0,(undefined),16.436978203736665,(undefined),5.726876704244631,5.726876704244631,15.903049910360103,15.903049910360103,15.903049910360103,63.99923176491851,(undefined),17.156419275342806
Oversampling used pred1,,23.80262653765743,23.802626537709592,6.3021261335839185,6.207008231311669,6.441741999411356,53.69363955893707,,8.30577678502209,,5.157750700324776,5.157750700324776,5.668750108414677,5.668750108414677,5.668750108414677,61.60688791899871,,32.58551069507762,,7.65225328823454,7.65225328823454,5.9707186898977085,5.9707186898977085,22.32312204202119,63.97516936967688,,31.85038012671854,,14.935168749494139,14.935168749494139,29.20941189014338,12.975740582035314,29.20941189014338,63.999999999968,,31.971566991186563,,21.862028932731768,21.862028932731768,13.021708637292335,29.426139706117922,29.426139706117922,64.0,,31.78220707881944,,11.186209290060646,11.186209290060646,29.685209888999793,29.685209888999793,29.685209888999793,63.99999691679493,,32.28509025505423
Oversampling used pred2,,57.74299847818791,57.7429984782285,17.942945619549803,17.701537125891058,18.29572603165233,62.34029585092021,,27.100281451831712,,7.807020300725647,7.807020300725647,9.051925828356723,9.051925828356723,9.47572363184397,63.08218253022994,,45.89785724605254,,12.67957969364167,12.67957969364167,9.92622492995961,9.92622492995961,34.14483386352816,63.99786333637887,,45.16931017967043,,23.87586157379718,23.87586157379718,41.458734434792,21.057578493039784,41.458734434792,63.99999999999999,,45.3042416702491,,33.616245416804496,33.616245416804496,21.23843666792675,43.11016502722798,43.11016502722798,64.0,,45.10804511770445,,18.419763564568044,18.419763564568044,42.0682021795663,42.0682021795663,42.0682021795663,63.999999985453655,,45.62845951778711
Oversampling used pred3,,63.99415047400383,63.99415047400398,50.21280316671391,49.87235234202085,50.698690314512966,63.95695909589887,,55.78163246365173,,15.19679630440762,15.196796304559129,18.81569327443855,17.75862593388519,19.685410969192176,63.832822219705946,,60.189947542258814,,23.405655520513243,23.405655520513243,19.312394927927286,19.312394927927286,52.48942576788838,63.99997841911537,,59.89888697060601,,40.98099634590079,40.98099634590079,56.67197425171059,37.411719491227146,56.67197425171059,64.0,,59.98243062803721,,52.09347803615232,52.09347803615232,38.00984978532422,58.4628781994709,58.4628781994709,64.0,,59.88847417208281,,33.84922617780453,33.84922617780453,57.18270820660188,57.18270820660188,57.18270820660188,63.999999999999474,,60.13769855665233
Oversampling used pred4,,63.99999946511929,63.99999946511929,63.99359944815094,63.992590710887455,63.99483899708076,63.99997105438397,,63.91028121884708,,33.659854984761594,33.65985498502094,40.13107424677237,38.514904192490164,41.40986939852148,63.98609657690308,,63.973294477327606,,43.49219486400443,43.49219487254925,39.13492618206104,38.34413592838247,63.57037767759433,63.99999999293808,,63.97320994952716,,59.739964378521805,59.739964378521805,63.80237081322818,58.10179074991366,63.819346025705165,64.0,,63.976301720652806,,63.34706584140562,63.34706584140562,58.913030970470665,63.919570074238536,63.919570074238536,64.0,,63.97482177642407,,56.16197757871889,56.16197757871889,63.87811731772971,63.77045847684432,63.886636936508914,64.0,,63.97884198280792
Oversampling used pred5,,,,,,,,,,,49.749636292082094,49.749636292327224,55.097488570120156,53.851133120400796,56.02582484816547,63.99885295818649,,63.9999569379304,,56.95142696114975,56.9514269668426,53.96657625820783,52.548342221383926,63.99437928054154,63.999999999961815,,63.99997934649126,,63.61840256529163,63.61840256529163,63.99868085360856,63.22667323394833,63.99888445452502,64.0,,63.99998755045372,,63.99015211206374,63.99015211206374,63.50705845465518,63.99941973608504,63.99941973608504,64.0,,63.99998630993118,,62.64180487877314,62.64180487877314,63.99946486071259,63.99769240620344,63.99953256333006,64.0,,63.999990064535076
Oversampling used pred6,,,,,,,,,,,62.53435991423836,62.534359914301746,63.48457734101741,63.28999614584119,63.60621701433123,63.999960286706276,,63.99999999998928,,63.77106112919409,63.77106112966624,63.500410186274074,63.2936941676217,63.99999999998858,63.99999999999999,,63.999999999999986,,63.99832442713497,63.99832442713497,63.99999999999988,63.997830869363206,63.99999999999993,64.0,,64.0,,63.99999998207868,63.99999998207868,63.99967186803429,63.99999999999889,63.99999999999988,64.0,,64.0,,63.98966242960713,63.98966242960713,63.99999999999999,63.999999999999304,63.99999999999999,64.0,,64.0
Oversampling used pred7,,,,,,,,,,,63.959156355166705,63.95915635517015,63.996665572696394,63.99358000810036,63.99807736267263,63.999955079713835,,64.0,,63.997719013007625,63.99771901301617,63.98708344477785,63.97629745585132,64.0,64.0,,64.0,,63.999999934665254,63.99999993466526,64.0,63.99999957117803,64.0,64.0,,64.0,,63.99999999999999,63.99999999999999,63.999999996769105,64.0,64.0,64.0,,64.0,,63.99999266088908,63.99999266089008,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred8,,,,,,,,,,,63.997846561388705,63.99784656138896,63.99995650203981,63.999888271119175,63.999980315128184,63.999990462371784,,64.0,,63.99997482250885,63.99997482250898,63.99957029944385,63.998994756766805,64.0,64.0,,64.0,,63.99999999999974,63.99999999999974,64.0,63.999999945212664,64.0,64.0,,64.0,,64.0,64.0,63.99999999991749,64.0,64.0,64.0,,64.0,,63.99999999751445,63.99999999751445,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred9,,,,,,,,,,,63.99998239035491,63.99998239035491,63.99999997582647,63.99999989784446,63.99999999280097,63.99999927155251,,64.0,,63.99999998951531,63.99999998951531,63.99999997899246,63.99999990021526,64.0,64.0,,64.0,,64.0,64.0,64.0,63.99999999999752,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred10,,,,,,,,,,,63.999999986978,63.999999986978,63.999999999532115,63.99999999743042,63.9999999998882,63.99999999841434,,64.0,,63.99999999999998,63.99999999999998,63.99999999960364,63.99999999750074,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used pred11,,,,,,,,,,,63.99999999999992,63.99999999999992,64.0,63.99999999999999,64.0,63.99999998322617,,64.0,,64.0,64.0,64.0,63.99999999999999,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw0,(undefined),6.4207479847609505,6.4207479847779325,3.2343521079355284,3.184258925835451,3.3079546375896243,46.81433950344457,(undefined),3.128463915733235,(undefined),3.6800117384404203,3.6800117384404203,3.9765756207435032,3.9765756207435032,3.9765756207435032,58.362347187563614,(undefined),17.367052514222813,(undefined),4.690530297726795,4.690530297726795,4.131269857910063,4.131269857910063,12.009748205048624,63.68229448339877,(undefined),16.483599255988892,(undefined),7.1983620380405355,7.1983620380405355,15.3291786161748,6.225916837873896,15.3291786161748,63.99999967993942,(undefined),16.558305819550007,(undefined),10.81436346852393,10.81436346852393,6.215984297220693,15.625335698068547,15.625335698068547,64.0,(undefined),16.436978203736665,(undefined),5.726876704244631,5.726876704244631,15.903049910360103,15.903049910360103,15.903049910360103,63.99923176491851,(undefined),17.156419275342806
Oversampling used bw1,,23.80262653765743,23.802626537709592,6.3021261335839185,6.207008231311669,6.441741999411356,53.69363955893707,,8.30577678502209,,5.157750700324776,5.157750700324776,5.668750108414677,5.668750108414677,5.668750108414677,61.60688791899871,,32.58551069507762,,7.65225328823454,7.65225328823454,5.9707186898977085,5.9707186898977085,22.32312204202119,63.97516936967688,,31.85038012671854,,14.935168749494139,14.935168749494139,29.20941189014338,12.975740582035314,29.20941189014338,63.999999999968,,31.971566991186563,,21.862028932731768,21.862028932731768,13.021708637292335,29.426139706117922,29.426139706117922,64.0,,31.78220707881944,,11.186209290060646,11.186209290060646,29.685209888999793,29.685209888999793,29.685209888999793,63.99999691679493,,32.28509025505423
Oversampling used bw2,,57.74299847818791,57.7429984782285,17.942945619549803,17.701537125891058,18.29572603165233,62.34029585092021,,27.100281451831712,,7.807020300725647,7.807020300725647,9.051925828356723,9.051925828356723,9.47572363184397,63.08218253022994,,45.89785724605254,,12.67957969364167,12.67957969364167,9.92622492995961,9.92622492995961,34.14483386352816,63.99786333637887,,45.16931017967043,,23.87586157379718,23.87586157379718,41.458734434792,21.057578493039784,41.458734434792,63.99999999999999,,45.3042416702491,,33.616245416804496,33.616245416804496,21.23843666792675,43.11016502722798,43.11016502722798,64.0,,45.10804511770445,,18.419763564568044,18.419763564568044,42.0682021795663,42.0682021795663,42.0682021795663,63.999999985453655,,45.62845951778711
Oversampling used bw3,,63.99415047400383,63.99415047400398,50.21280316671391,49.87235234202085,50.698690314512966,63.95695909589887,,55.78163246365173,,15.19679630440762,15.196796304559129,18.81569327443855,17.75862593388519,19.685410969192176,63.832822219705946,,60.189947542258814,,23.405655520513243,23.405655520513243,19.312394927927286,19.312394927927286,52.48942576788838,63.99997841911537,,59.89888697060601,,40.98099634590079,40.98099634590079,56.67197425171059,37.411719491227146,56.67197425171059,64.0,,59.98243062803721,,52.09347803615232,52.09347803615232,38.00984978532422,58.4628781994709,58.4628781994709,64.0,,59.88847417208281,,33.84922617780453,33.84922617780453,57.18270820660188,57.18270820660188,57.18270820660188,63.999999999999474,,60.13769855665233
Oversampling used bw4,,63.99999946511929,63.99999946511929,63.99359944815094,63.992590710887455,63.99483899708076,63.99997105438397,,63.91028121884708,,33.659854984761594,33.65985498502094,40.13107424677237,38.514904192490164,41.40986939852148,63.98609657690308,,63.973294477327606,,43.49219486400443,43.49219487254925,39.13492618206104,38.34413592838247,63.57037767759433,63.99999999293808,,63.97320994952716,,59.739964378521805,59.739964378521805,63.80237081322818,58.10179074991366,63.819346025705165,64.0,,63.976301720652806,,63.34706584140562,63.34706584140562,58.913030970470665,63.919570074238536,63.919570074238536,64.0,,63.97482177642407,,56.16197757871889,56.16197757871889,63.87811731772971,63.77045847684432,63.886636936508914,64.0,,63.97884198280792
Oversampling used bw5,,,,,,,,,,,49.749636292082094,49.749636292327224,55.097488570120156,53.851133120400796,56.02582484816547,63.99885295818649,,63.9999569379304,,56.95142696114975,56.9514269668426,53.96657625820783,52.548342221383926,63.99437928054154,63.999999999961815,,63.99997934649126,,63.61840256529163,63.61840256529163,63.99868085360856,63.22667323394833,63.99888445452502,64.0,,63.99998755045372,,63.99015211206374,63.99015211206374,63.50705845465518,63.99941973608504,63.99941973608504,64.0,,63.99998630993118,,62.64180487877314,62.64180487877314,63.99946486071259,63.99769240620344,63.99953256333006,64.0,,63.999990064535076
Oversampling used bw6,,,,,,,,,,,62.53435991423836,62.534359914301746,63.48457734101741,63.28999614584119,63.60621701433123,63.999960286706276,,63.99999999998928,,63.77106112919409,63.77106112966624,63.500410186274074,63.2936941676217,63.99999999998858,63.99999999999999,,63.999999999999986,,63.99832442713497,63.99832442713497,63.99999999999988,63.997830869363206,63.99999999999993,64.0,,64.0,,63.99999998207868,63.99999998207868,63.99967186803429,63.99999999999889,63.99999999999988,64.0,,64.0,,63.98966242960713,63.98966242960713,63.99999999999999,63.999999999999304,63.99999999999999,64.0,,64.0
Oversampling used bw7,,,,,,,,,,,63.959156355166705,63.95915635517015,63.996665572696394,63.99358000810036,63.99807736267263,63.999955079713835,,64.0,,63.997719013007625,63.99771901301617,63.98708344477785,63.97629745585132,64.0,64.0,,64.0,,63.999999934665254,63.99999993466526,64.0,63.99999957117803,64.0,64.0,,64.0,,63.99999999999999,63.99999999999999,63.999999996769105,64.0,64.0,64.0,,64.0,,63.99999266088908,63.99999266089008,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw8,,,,,,,,,,,63.997846561388705,63.99784656138896,63.99995650203981,63.999888271119175,63.999980315128184,63.999990462371784,,64.0,,63.99997482250885,63.99997482250898,63.99957029944385,63.998994756766805,64.0,64.0,,64.0,,63.99999999999974,63.99999999999974,64.0,63.999999945212664,64.0,64.0,,64.0,,64.0,64.0,63.99999999991749,64.0,64.0,64.0,,64.0,,63.99999999751445,63.99999999751445,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw9,,,,,,,,,,,63.99998239035491,63.99998239035491,63.99999997582647,63.99999989784446,63.99999999280097,63.99999927155251,,64.0,,63.99999998951531,63.99999998951531,63.99999997899246,63.99999990021526,64.0,64.0,,64.0,,64.0,64.0,64.0,63.99999999999752,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw10,,,,,,,,,,,63.999999986978,63.999999986978,63.999999999532115,63.99999999743042,63.9999999998882,63.99999999841434,,64.0,,63.99999999999998,63.99999999999998,63.99999999960364,63.99999999750074,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
Oversampling used bw11,,,,,,,,,,,63.99999999999992,63.99999999999992,64.0,63.99999999999999,64.0,63.99999998322617,,64.0,,64.0,64.0,64.0,63.99999999999999,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0,,64.0,64.0,64.0,64.0,64.0,64.0,,64.0
-- Channelization --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Channels predict, no-smear0",(undefined),2512.698790060951,2512.698790060951,931.2414905129898,931.2414905129898,931.2414905129898,1809.0904657256951,(undefined),1628.2786778496668,(undefined),904.5597563976627,904.5597563976627,1005.0053854489457,1005.0053854489457,1005.0053854489457,1373.4278293411337,(undefined),2927.246459022404,(undefined),634.2616500381702,634.2616500381702,548.1694318247697,548.1694318247697,1369.9587468457216,998.7203208819067,(undefined),1596.6154427183094,(undefined),624.8353800384707,624.8353800384707,964.1342651844309,578.5673494422896,964.1342651844309,1756.8443345598678,(undefined),1123.6483696216517,(undefined),356.5595643828025,356.5595643828025,264.1440986904992,440.17355597011345,440.17355597011345,802.0830392517163,(undefined),512.9992577598294,(undefined),895.1908366040094,895.1908366040094,1657.447518022577,1657.447518022577,1657.447518022577,3020.203232244655,(undefined),1931.6697913193286
"Channels predict, no-smear1",,5024.424813405256,5024.424813405256,1861.5105341316757,1861.5105341316757,1861.5105341316757,3617.208237988821,,3255.584691283069,,1356.5650741686497,1356.5650741686497,1507.2335084877068,1507.2335084877068,1507.2335084877068,2059.86715195982,,4390.595064095621,,951.2375319971059,951.2375319971059,822.0992112836918,822.0992112836918,2054.7831546141115,1497.9255229095015,,2394.7681956579695,,937.1445813732993,937.1445813732993,1446.0929017246065,867.7425371530907,1446.0929017246065,2635.15799966488,,1685.3640564542193,,534.7893878870661,534.7893878870661,396.16619207006454,660.2103737905189,660.2103737905189,1203.0745958683376,,769.4489255803708,,1342.6023701914512,1342.6023701914512,2485.9873730119093,2485.9873730119093,2485.9873730119093,4530.120934113291,,2897.3207797379746
"Channels predict, no-smear2",,10047.876765942678,10047.876765942678,3722.048367432926,3722.048367432926,3722.048367432926,7233.443651746777,,6510.1965728741225,,1808.570373420898,1808.570373420898,2009.4616148571042,2009.4616148571042,2009.4616148571042,2746.3064623796045,,5853.943663441757,,1268.2134055444637,1268.2134055444637,1096.0289810115794,1096.0289810115794,2739.607558487833,1997.1307195953982,,3192.9209452546934,,1249.4537785218913,1249.4537785218913,1928.0515355533043,1156.917720343117,1928.0515355533043,3513.4716632831455,,2247.0797409596876,,713.0192098358275,713.0192098358275,528.1882833502641,880.2471903509299,880.2471903509299,1604.0661517954907,,1025.8985923202388,,1790.0138953853188,1790.0138953853188,3314.5272234667896,3314.5272234667896,3314.5272234667896,6040.038633493189,,3862.9717642657424
"Channels predict, no-smear3",,20094.780623893577,20094.780623893577,7443.123906952532,7443.123906952532,7443.123906952532,14465.914413852615,,13019.420263376436,,2712.580953399158,2712.580953399158,3013.917810920462,3013.917810920462,3013.917810920462,4119.185071013969,,8780.640856407961,,1902.165144226012,1902.165144226012,1643.8885107326514,1643.8885107326514,4109.256362339347,2995.541107621175,,4789.226441112072,,1874.0721686334662,1874.0721686334662,2891.968800495013,1735.2680822026339,2891.968800495013,5270.098989032808,,3370.5111076432245,,1069.4788521775574,1069.4788521775574,792.2324638107679,1320.3208222098451,1320.3208222098451,2406.0492629538408,,1538.7979247168228,,2684.8369373752475,2684.8369373752475,4971.606919841428,4971.606919841428,4971.606919841428,9059.874029764045,,5794.273729429907
"Channels predict, no-smear4",,40188.588316266854,40188.588316266854,14885.274922420835,14885.274922420835,14885.274922420835,28930.855905350065,,26037.867607994198,,4520.602091119545,4520.602091119545,5022.83018303477,5022.83018303477,5022.83018303477,6864.942273636082,,14634.035235477146,,3170.0686114902282,3170.0686114902282,2739.607558487833,2739.607558487833,6848.5539653768465,4992.361877262363,,7981.837428793979,,3123.308943830835,3123.308943830835,4819.803327119454,2891.968800495013,4819.803327119454,8783.353638730738,,5617.3738382134225,,1782.3981349931155,1782.3981349931155,1320.3208222098451,2200.4680844190366,2200.4680844190366,4010.0154844540652,,2564.5965882148244,,4474.4830112811205,4474.4830112811205,8285.76630714385,8285.76630714385,8285.76630714385,15099.544819346385,,9656.87765508817
"Channels predict, no-smear5",,,,,,,,,,,6328.623220362096,6328.623220362096,7031.742547520076,7031.742547520076,7031.742547520076,9610.699470687023,,20487.429611910986,,4437.972074905572,4437.972074905572,3835.3266017939427,3835.3266017939427,9587.851566631676,6989.182644456442,,11174.448414962055,,4372.54571711229,4372.54571711229,6747.637852514593,4048.669516720438,6747.637852514593,12296.60828776359,,7864.236567728094,,2495.317417100678,2495.317417100678,1848.4091796503994,3080.6153460537075,3080.6153460537075,5613.981705611628,,3590.395251217516,,6264.129081348491,6264.129081348491,11599.925692369377,11599.925692369377,11599.925692369377,21139.215607677965,,13519.481578975125
"Channels predict, no-smear6",,,,,,,,,,,9944.665471916558,9944.665471916558,11049.567270263373,11049.567270263373,11049.567270263373,15102.21386022389,,32194.218362539585,,6973.778998592241,6973.778998592241,6026.764684762012,6026.764684762012,15066.446767662303,10982.824176836979,,17559.670386028447,,6871.019262117228,6871.019262117228,10603.30690224929,6362.070947466424,10603.30690224929,19323.11758529115,,12357.962025880577,,3921.1559807232757,3921.1559807232757,2904.5858937475905,4840.909868830683,4840.909868830683,8821.91414772804,,5641.992576805486,,9843.421218344438,9843.421218344438,18228.244461150298,18228.244461150298,18228.244461150298,33218.55718360824,,21244.689425282002
"Channels predict, no-smear7",,,,,,,,,,,13560.707720387763,13560.707720387763,15067.391990198219,15067.391990198219,15067.391990198219,20593.728247660394,,43901.00711260044,,9509.585920875255,9509.585920875255,8218.202766101153,8218.202766101153,20545.041968064605,14976.465708384547,,23944.89235654539,,9369.492806415708,9369.492806415708,14458.975951528024,8675.47237749329,14458.975951528024,26349.62688235958,,16851.68748361234,,5346.994544082644,5346.994544082644,3960.7626074863915,6601.204391408641,6601.204391408641,12029.846589709447,,7693.589902261288,,13422.713353947864,13422.713353947864,24856.56322909094,24856.56322909094,24856.56322909094,45297.898759003605,,28969.89727092497
"Channels predict, no-smear8",,,,,,,,,,,16272.739405947037,16272.739405947037,18080.76052947859,18080.76052947859,18080.76052947859,24712.36403777495,,52681.09867435777,,11411.441112215982,11411.441112215982,9861.781326708258,9861.781326708258,24653.988368231738,17971.69685681119,,28733.8088344391,,11243.34796445438,11243.34796445438,17350.727738383684,10410.523449761204,17350.727738383684,31619.508855287142,,20221.98157672374,,6416.373466571292,6416.373466571292,4752.895142696825,7921.425283300245,7921.425283300245,14435.795921088982,,9232.287896301332,,16107.182455237864,16107.182455237864,29827.802305074,29827.802305074,29827.802305074,54357.40494034131,,34763.803155122936
"Channels predict, no-smear9",,,,,,,,,,,19888.781652859445,19888.781652859445,22098.585247986757,22098.585247986757,22098.585247986757,30203.878424293223,,64387.887423621025,,13947.248033770105,13947.248033770105,12053.219407200913,12053.219407200913,30132.583568244918,21965.33838777984,,35119.03080474535,,13741.821508373107,13741.821508373107,21206.396787594203,12723.924879435377,21206.396787594203,38646.01815217868,,24715.707034426418,,7842.212029786747,7842.212029786747,5809.071856281056,9681.719805811686,9681.719805811686,17643.728363088867,,11283.885221562772,,19686.47459016477,19686.47459016477,36456.12107261481,36456.12107261481,36456.12107261481,66436.74651652182,,42489.01100007879
