,Ingest (Low) [],ICAL (Low) [],RCAL (Low) [],DPrepA (Low) [],DPrepA_Image (Low) [],DPrepB (Low) [],DPrepC (Low) [],DPrepD (Low) [],Fast_Img (Low) [],Ingest (Mid1) [],ICAL (Mid1) [],RCAL (Mid1) [],DPrepA (Mid1) [],DPrepA_Image (Mid1) [],DPrepB (Mid1) [],DPrepC (Mid1) [],DPrepD (Mid1) [],Fast_Img (Mid1) [],Ingest (Mid2) [],ICAL (Mid2) [],RCAL (Mid2) [],DPrepA (Mid2) [],DPrepA_Image (Mid2) [],DPrepB (Mid2) [],DPrepC (Mid2) [],DPrepD (Mid2) [],Fast_Img (Mid2) [],Ingest (Mid5A) [],ICAL (Mid5A) [],RCAL (Mid5A) [],DPrepA (Mid5A) [],DPrepA_Image (Mid5A) [],DPrepB (Mid5A) [],DPrepC (Mid5A) [],DPrepD (Mid5A) [],Fast_Img (Mid5A) [],Ingest (Mid5B) [],ICAL (Mid5B) [],RCAL (Mid5B) [],DPrepA (Mid5B) [],DPrepA_Image (Mid5B) [],DPrepB (Mid5B) [],DPrepC (Mid5B) [],DPrepD (Mid5B) [],Fast_Img (Mid5B) [],Ingest (Mid5C) [],ICAL (Mid5C) [],RCAL (Mid5C) [],DPrepA (Mid5C) [],DPrepA_Image (Mid5C) [],DPrepB (Mid5C) [],DPrepC (Mid5C) [],DPrepD (Mid5C) [],Fast_Img (Mid5C) []
Facet size (all pol) [GB],12.711958611768422,5.3378022689160085,5.3378022689160085,2.2881525501183164,2.2881525501183164,12.711958611768422,12.711958611768422,12.711958611768422,1.8534035655958359,452.0025357638282,96.83554733539516,96.83554733539516,36.16020286110626,36.16020286110626,72.32040572221251,452.0025357638282,452.0025357638282,65.90196971436616,394.5221700688875,115.04266479208758,115.04266479208758,31.56177360551099,71.01399061239974,394.5221700688875,394.5221700688875,394.5221700688875,57.52133239604381,402.79193009853094,169.13394261609358,169.13394261609358,201.39596504926547,201.39596504926547,402.79193009853094,402.79193009853094,402.79193009853094,58.727063408365794,389.2077950368746,163.42990996716387,163.42990996716387,194.6038975184373,194.6038975184373,389.2077950368746,389.2077950368746,389.2077950368746,56.746496516376325,426.17618570356564,178.95308508167008,178.95308508167008,213.08809285178282,213.08809285178282,426.17618570356564,426.17618570356564,426.17618570356564,62.13648787557986
Image size [GB],3.1779896529421046,23.167544569947953,23.167544569947953,3.1779896529421046,3.1779896529421046,3.1779896529421046,3.1779896529421046,3.1779896529421046,0.9267017827979179,113.00063394095704,823.7746214295769,823.7746214295769,113.00063394095704,113.00063394095704,113.00063394095704,113.00063394095704,113.00063394095704,32.95098485718307,98.63054251722188,719.0166549505476,719.0166549505476,98.63054251722188,98.63054251722188,98.63054251722188,98.63054251722188,98.63054251722188,28.7606661980219,100.69798252463272,734.0882926045728,734.0882926045728,100.69798252463272,100.69798252463272,100.69798252463272,100.69798252463272,100.69798252463272,29.363531704182904,97.30194875921863,709.3312064547041,709.3312064547041,97.30194875921863,97.30194875921863,97.30194875921863,97.30194875921863,97.30194875921863,28.37324825818816,106.54404642589135,776.7060984447481,776.7060984447481,106.54404642589135,106.54404642589135,106.54404642589135,106.54404642589135,106.54404642589135,31.068243937789934
Image size (all pol) [GB],12.711958611768418,92.67017827979181,92.67017827979181,6.355979305884209,6.355979305884209,12.711958611768418,12.711958611768418,12.711958611768418,1.8534035655958359,452.0025357638282,3295.0984857183075,3295.0984857183075,226.0012678819141,226.0012678819141,452.0025357638282,452.0025357638282,452.0025357638282,65.90196971436615,394.52217006888753,2876.0666198021904,2876.0666198021904,197.26108503444377,197.26108503444377,394.52217006888753,394.52217006888753,394.52217006888753,57.5213323960438,402.7919300985309,2936.353170418291,2936.353170418291,201.39596504926544,201.39596504926544,402.7919300985309,402.7919300985309,402.7919300985309,58.72706340836581,389.20779503687453,2837.3248258188164,2837.3248258188164,194.60389751843726,194.60389751843726,389.20779503687453,389.20779503687453,389.20779503687453,56.74649651637632,426.1761857035654,3106.8243937789925,3106.8243937789925,213.0880928517827,213.0880928517827,426.1761857035654,426.1761857035654,426.1761857035654,62.13648787557987
Image cube size [GB],833090.919580855,3706.8071311916724,3706.8071311916724,254.23917223536836,254.23917223536836,508.4783444707367,833090.919580855,833090.919580855,74.13614262383344,29622438.183818243,131803.93942873232,131803.93942873232,9040.050715276564,9040.050715276564,18080.101430553128,29622438.183818243,29622438.183818243,2636.078788574646,25855404.937634613,115042.66479208763,115042.66479208763,7890.44340137775,7890.44340137775,15780.8868027555,25855404.937634613,25855404.937634613,2300.853295841752,26397371.93093732,117454.12681673164,117454.12681673164,8055.838601970617,8055.838601970617,16111.677203941234,26397371.93093732,26397371.93093732,2349.0825363346326,25507122.05553661,113492.99303275265,113492.99303275265,7784.15590073749,7784.15590073749,15568.31180147498,25507122.05553661,25507122.05553661,2269.8598606550527,27929882.506268863,124272.9757511597,124272.9757511597,8523.523714071309,8523.523714071309,17047.047428142618,27929882.506268863,27929882.506268863,2485.4595150231944
Gain calibration [MB],0.0,19.6608,0.032768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5648,0.012608000000000001,0.0,0.0,0.0,0.0,0.0,0.0
Ionospheric calibration [MB],0.0,58.9824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7564800000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calibration process interval [s],600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600,600,600,10,600,600,600,600,600,600
Bandpass calibration [MB],0.0,16.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.304,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bandpass process interval [s],3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0,3600.0
-- I/O --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibility Buffer [PetaBytes],3.292092432384001,2.018807181765414,2.018807181765414,0.37386856785626965,0.37386856785626965,0.7477371357125393,3.292092432384001,3.292092432384001,0.00018166238341372638,3.123330416639999,3.123330416639999,3.123330416639999,1.5616652083199996,1.5616652083199996,3.123330416639999,3.123330416639999,3.123330416639999,0.00043379589119999987,3.123330416639999,3.123330416639999,3.123330416639999,0.9791331546538908,0.9791331546538908,1.9582663093077817,3.123330416639999,3.123330416639999,0.00031699001123368945,3.123330416639999,3.123330416639999,3.123330416639999,0.6890841747134411,0.6890841747134411,1.3781683494268822,3.123330416639999,3.123330416639999,0.00022308794309662487,3.123330416639999,1.698828673679929,1.698828673679929,0.3145994018812811,0.3145994018812811,0.6291988037625622,3.123330416639999,3.123330416639999,0.00010185015908944967,3.123330416639999,3.123330416639999,3.123330416639999,1.184611290389301,1.184611290389301,2.369222580778602,3.123330416639999,3.123330416639999,0.00038351265315166315
Total buffer ingest rate [TeraBytes/s],0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.22951231488,0.45902462976,0.45902462976,0.45902462976,0.22951231488,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705,0.21911118994285705,0.4382223798857141,0.4382223798857141,0.4382223798857141,0.21911118994285705
Cleaning memory [PetaBytes],(undefined),0.015179375202229896,(undefined),0.0020822188206076676,0.0020822188206076676,0.008262773097649475,13.537727443188897,(undefined),(undefined),(undefined),0.3084212182632336,(undefined),0.04230743734749433,0.04230743734749433,0.4230743734749433,481.36462048704647,(undefined),(undefined),(undefined),0.20189987671011375,(undefined),0.027695456338835907,0.027695456338835907,0.2564394105447769,420.15033023656247,(undefined),(undefined),(undefined),0.13742132837557602,(undefined),0.013090737728202254,0.013090737728202254,0.26181475456404507,428.95729387773144,(undefined),(undefined),(undefined),0.06639340092416032,(undefined),0.006324626669349213,0.006324626669349213,0.25298506677396854,414.49073340247,(undefined),(undefined),(undefined),0.21809907244328539,(undefined),0.02077608905304883,0.02077608905304883,0.2770145207073177,453.8605907268693,(undefined),(undefined)
Working (cache) memory [TeraBytes],5.064335387596523,0.00040488178118518924,0.00040488178118518924,4.574963986497719e-05,4.574963986497719e-05,0.00011536501076555757,0.00031574526270643287,5.064335387596523,7.158349091275741e-05,28.353886635608,0.0064782267281795715,0.006478227515046581,0.000529934629391,0.0005335374880806866,0.000529934629391,0.03139135488455348,28.353886635608,0.002350053334911455,2.2948495487520177,0.0033342320052767737,0.003334231452333103,0.00023070750844204576,0.0003180840429473356,0.00034778976322711013,0.011008870207969746,2.2948495487520177,0.00021545226541462196,0.04527027825911691,0.0008979259641488841,0.0008979259629704122,2.7534144152250704e-05,4.6348264801149504e-05,2.5865339523259453e-05,0.002121595848572368,0.04527027825911691,4.819649313464732e-06,0.0034320508218362374,0.00042235604677311254,0.0004223560778961457,1.294395897025608e-05,2.178432683783185e-05,1.2160392151409297e-05,0.0005170749828088685,0.0034320508218362374,3.80593962436689e-07,0.056434931708926,0.0007427129954733439,0.0007427129954553144,2.4873244057795062e-05,4.218552251687132e-05,2.347983600105709e-05,0.0029650334422574266,0.056434931708926,6.036457085921291e-06
Visibility I/O Rate [TeraBytes/s],0.914470120106667,5.607797727126149,1.12155954542523,1.2462285595208986,1.2462285595208986,2.4924571190417972,10.973641441280003,10.973641441280003,0.36332476682745274,0.8675917823999998,8.675917823999997,1.7351835647999996,5.205550694399998,5.205550694399998,10.411101388799995,10.411101388799995,10.411101388799995,0.8675917823999998,0.8675917823999998,8.675917823999997,1.7351835647999996,3.2637771821796364,3.2637771821796364,6.527554364359273,10.411101388799995,10.411101388799995,0.633980022467379,0.8675917823999998,8.675917823999997,1.7351835647999996,2.2969472490448037,2.2969472490448037,4.5938944980896075,10.411101388799995,10.411101388799995,0.44617588619324977,0.8675917823999998,4.718968537999802,0.9437937075999606,1.0486646729376037,1.0486646729376037,2.0973293458752074,10.411101388799995,10.411101388799995,0.20370031817889936,0.8675917823999998,8.675917823999997,1.7351835647999996,3.94870430129767,3.94870430129767,7.89740860259534,10.411101388799995,10.411101388799995,0.7670253063033263
-- Compute --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Compute Requirement [PetaFLOP/s],0.6323672603670755,8.959314673805821,0.9869225414453463,3.4411416467292537,3.2780743802629635,3.4715530231919587,28.326526837105533,0.5193047194555733,0.49995108425546153,0.6036604152474057,17.233333673302933,1.7495031967413006,14.290618144680698,13.51378535954474,14.057244378378385,340.45405889311667,0.12366797864959994,1.2529447653312895,0.6036604152474057,14.45517998360565,1.4977405635163519,8.806465178039293,8.420465074632693,8.692058025002098,282.8691884678935,0.12366797864959994,0.9187708185788441,0.6036604152474057,12.896987085183381,1.3590703722607518,6.07184101056706,5.873376443170803,6.087809265541154,275.37825385142474,0.12366797864959994,0.660603389763946,0.6036604152474057,6.877704053903292,0.7284419300479918,2.7690789846551365,2.6807920850542994,2.8569315067017107,263.42135128951014,0.12366797864959994,0.32528540276853435,0.6036604152474057,13.754815074000756,1.4112688237027895,10.350802725593043,10.069439485097245,10.327805396730037,290.04476502355743,0.12366797864959994,1.1049271300142796
-> Image Spectral Fitting [PetaFLOP/s],,,,,5.826314363727191e-06,,,,,,,,,0.00020716782889175457,,,,,,,,,0.00018082266128157342,,,,,,,,,0.00018461296796182667,,,,,,,,,0.00017838690605856747,,,,,,,,,0.00019533075178080085,,,,
-> Subtract Image Component [PetaFLOP/s],,0.00117497863,,7.180424961111111e-05,7.180424961111111e-05,0.0008206199955555555,1.3445038007182222,,,,0.00067141636,,4.1030999777777776e-05,4.1030999777777776e-05,0.0008206199955555555,1.3445038007182222,,,,0.0005035622699999999,,3.0773249833333334e-05,3.0773249833333334e-05,0.0008206199955555555,1.3445038007182222,,,,0.00033570818,,2.0515499888888888e-05,2.0515499888888888e-05,0.0008206199955555555,1.3445038007182222,,,,0.00016785409,,1.0257749944444444e-05,1.0257749944444444e-05,0.0008206199955555555,1.3445038007182222,,,,0.0005035622699999999,,3.0773249833333334e-05,3.0773249833333334e-05,0.0008206199955555555,1.3445038007182222,,
-> Phase Rotation [PetaFLOP/s],,0.14720469033706143,0.016356076704117935,0.0053310888379505105,0.0053310888379505105,0.0,0.0,,0.0,,0.44637597204479984,0.04959733022719999,0.05010342543359999,0.05010342543359999,0.10020685086719998,0.0,,0.0,,0.3279496937471999,0.036438854860799993,0.031413855378479,0.013961713501546224,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0,,0.12387292412249483,0.013763658235832758,0.0,0.0,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0
-> Correct [PetaFLOP/s],,0.20188071817654138,0.022431190908504598,0.045695047182432946,0.045695047182432946,0.09139009436486589,0.40236685284693335,0.40236685284693335,0.0018166238341372635,,0.010411101388799995,0.0011567890431999994,0.006362339737599997,0.006362339737599997,0.012724679475199995,0.012724679475199995,0.012724679475199995,0.00014459863039999993,,0.010411101388799995,0.0011567890431999994,0.003989061000441778,0.003989061000441778,0.007978122000883556,0.012724679475199995,0.012724679475199995,0.00010566333707789643,,0.010411101388799995,0.0011567890431999994,0.0028073799710547596,0.0028073799710547596,0.005614759942109519,0.012724679475199995,0.012724679475199995,7.436264769887493e-05,,0.005662762245599763,0.0006291958050666403,0.0012817012669237376,0.0012817012669237376,0.002563402533847475,0.012724679475199995,0.012724679475199995,3.3950053029816546e-05,,0.010411101388799995,0.0011567890431999994,0.004826194146030485,0.004826194146030485,0.00965238829206097,0.012724679475199995,0.012724679475199995,0.00012783755105055437
-> Degrid [PetaFLOP/s],,0.18842712833977354,0.020936347593498005,0.08115248802593071,0.016073781068588533,0.05913456738974757,0.690724036748231,,0.0010954004707392508,,0.6914706949044741,0.07683008056549329,0.24027430707288416,0.05030479248242983,0.08953364613538142,5.979761898010133,,0.0034673217531007695,,0.3868185026120295,0.04297983108160174,0.1106652489945336,0.030951186949163913,0.07912078725275191,3.6900591936224054,,0.0007554772472754323,,0.2245652981009349,0.02495169977936027,0.08246474260748755,0.019328569737052076,0.032427852055116474,1.728571326532467,,0.0002880724677019992,,0.1007063381537934,0.011189593365280137,0.03701916947376428,0.008645845677096496,0.014563433389570514,1.1462072475062866,,0.00012233431434624823,,0.3760476253495144,0.04178306948303891,0.12493243343568083,0.028524778548395444,0.04934073940570108,1.6581623661658347,,0.0004898564974955897
-> Visibility Weighting [PetaFLOP/s],,0.0008774607639387945,9.749564043764384e-05,7.944264740494452e-05,7.944264740494452e-05,0.00015722767916919074,0.0016516118510884372,,1.4740449181011487e-05,,0.0019631322949050143,0.00021812581054500162,0.00018289514251529183,0.00018289514251529183,0.00036579028503058367,0.0011955647265367239,,1.6610273184708557e-05,,0.0011082040464388495,0.00012313378293764995,9.199663294939779e-05,9.433537606262513e-05,0.00016926334079517125,0.0011955647265367239,,9.109116636118268e-06,,0.0007736116060678187,8.595684511864652e-05,5.9561195476861966e-05,5.9561195476861966e-05,0.00011912239095372393,0.0011955647265367239,,6.410719295823568e-06,,0.00035311146427134595,3.923460714126066e-05,2.7190497762023343e-05,2.7190497762023343e-05,5.438099552404669e-05,0.0011955647265367239,,2.926795732738591e-06,,0.0014946658180329138,0.00016607397978143487,0.00010241960451675375,0.00010241960451675375,0.0002048392090335075,0.0011955647265367239,,1.1024663227374318e-05
-> DFT [PetaFLOP/s],,6.805806590176582,0.7562007322418424,3.080944590069022,3.080944590069022,3.080944590069022,13.564598954812304,,0.4899364564943337,,10.685999615648914,1.187333290627657,13.060666196904226,13.060666196904226,13.060666196904226,13.060666196904226,,1.187333290627657,,10.685999615648914,1.187333290627657,8.188779020705358,8.188779020705358,8.188779020705358,13.060666196904226,,0.8676264592849018,,10.685999615648914,1.187333290627657,5.763013954305452,5.763013954305452,5.763013954305452,13.060666196904226,,0.6106091527135956,,5.812283726781093,0.6458093029756768,2.631087477537752,2.631087477537752,2.631087477537752,13.060666196904226,,0.2787718532974124,,10.685999615648914,1.187333290627657,9.907253202818568,9.907253202818568,9.907253202818568,13.060666196904226,,1.049704134366655
-> Identify Component [PetaFLOP/s],,0.07297776539533606,,0.0012235260163827107,0.0012235260163827107,0.004855261969772661,7.954861211275527,,,,1.4827943185732386,,0.024860139467010555,0.024860139467010555,0.24860139467010556,282.8531423802089,,,,0.9706724841832391,,0.016274039515341607,0.016274039515341607,0.15068555106797782,246.8832068697749,,,,0.6606794633441155,,0.0076922069984094454,0.0076922069984094454,0.1538441399681889,252.0582389238807,,,,0.3191990429046169,,0.003716393876220157,0.003716393876220157,0.1486557550488063,243.5575890719642,,,,1.0485532329004108,,0.012208171986300056,0.012208171986300056,0.16277562648400076,266.69158643138684,,
-> Flag [PetaFLOP/s],0.01063407058944,0.05867158372005733,0.006519064857784147,0.013280123087394576,0.013280123087394576,0.02656024617478915,0.11693786660864,0.11693786660864,0.002111825207184569,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.05547164958719997,0.05547164958719997,0.11094329917439993,0.11094329917439993,0.11094329917439993,0.005042877235199998,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.03477962559760175,0.03477962559760175,0.0695592511952035,0.11094329917439993,0.11094329917439993,0.0036850088805916387,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.02447684412263369,0.02447684412263369,0.04895368824526738,0.11094329917439993,0.11094329917439993,0.002593397338498263,0.01015215180068571,0.04937220832882293,0.00548580092542477,0.011174832920991338,0.011174832920991338,0.022349665841982676,0.11094329917439993,0.11094329917439993,0.0011840080994148523,0.01015215180068571,0.09077179023359995,0.010085754470399996,0.04207838021070328,0.04207838021070328,0.08415676042140656,0.11094329917439993,0.11094329917439993,0.0044583345928880845
-> Reprojection [PetaFLOP/s],,0.009457272519211237,0.0010508080575462077,0.0038047588480648147,0.00011490852925833371,0.002001101208454933,1.051499493431289,,,,0.12408556844842868,0.013787284644801213,0.05986920874515848,0.0013833530191654183,0.027493550602934437,10.074037612892345,,,,0.06035584763879747,0.006706205783605065,0.0244712556739435,0.0008350969753405226,0.018349267195067687,4.859799199652528,,,,0.02517983843615269,0.0027977598278597234,0.019627098118992152,0.00038992602771624837,0.008070586103013437,1.9048090959211998,,,,0.011039784353298698,0.001226642666025967,0.008607468211956355,0.00017101325707215826,0.0035392439945655645,1.1133374013463682,,,,0.031992232795160266,0.003554692532833701,0.023987000818478193,0.0004748825902514364,0.009842335518144722,1.9192681026984073,,
-> Reprojection Predict [PetaFLOP/s],,0.047286362596056196,0.0052540402877310375,0.0038047588480648147,0.00011490852925833371,0.002001101208454933,0.003208921793918729,,,,0.6204278422421434,0.06893642322400607,0.05986920874515848,0.0013833530191654183,0.027493550602934437,0.030743522988563064,,,,0.30177923819398733,0.03353102891802532,0.0244712556739435,0.0008350969753405226,0.018349267195067687,0.014830930174720851,,,,0.12589919218076345,0.013988799139298621,0.019627098118992152,0.00038992602771624837,0.008070586103013437,0.005813016039798583,,,,0.055198921766493485,0.006133213330129836,0.008607468211956355,0.00017101325707215826,0.0035392439945655645,0.0033976361125072274,,,,0.15996116397580135,0.017773462664168505,0.023987000818478193,0.0004748825902514364,0.009842335518144722,0.005857141426691916,,
-> Demix [PetaFLOP/s],0.62127414239232,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,,0.5930699847811198,,,,,,,,
-> FFT [PetaFLOP/s],,0.012915607327790547,0.001435067480669054,0.005153838082903826,0.001245219427125133,0.00285811955485263,1.5018287188052961,,0.00062060129302207,,0.19540261782545598,0.021711400817884433,0.09301784285647319,0.017194349676406904,0.04271629478913167,16.983588263395994,,0.026311033986728634,,0.09579492443496453,0.010643881271129953,0.037780509966958954,0.010705069455156334,0.030754578666882894,8.145343092019697,,0.022824017497251745,,0.04066465253123198,0.004518294728309557,0.032925677726535096,0.005233001291556164,0.013538910106886364,3.195435720687914,,0.023324412280742515,,0.017801586629812582,0.001977954005646935,0.014418262257177529,0.002291697329995785,0.005928543312527502,1.8649375447054912,,0.022502690033077803,,0.051796689323152324,0.005755187702634191,0.040337330975359104,0.006388625693513712,0.016551195723481193,3.227504483568312,,0.024741756567923014
-> Degridding Kernel Update [PetaFLOP/s],,0.5003650757106347,0.055596119524235446,0.0437716062602701,0.04308397462352051,0.06932350530137359,0.4990999248317181,,0.0013121481055755947,,0.3750479203715124,0.041671993501742985,0.027846488329067456,0.02942352685754245,0.051213210308686086,1.9851823429888906,,0.00040726371379450483,,0.15563428170486426,0.01729269670287971,0.013977091741748241,0.010180834315605453,0.008559148920928943,0.5151017705722105,,7.958631815644334e-05,,0.065164649503254,0.0072405166083922695,0.0017800251599621542,0.0020554537914309477,0.003508680833606297,0.1081169562197471,,3.825309302180908e-05,,0.029333184325797332,0.00325924277847051,0.0008056122952813938,0.0009259180605757134,0.0015887753482748056,0.026577484590644237,,1.706415741953684e-05,,0.09438149965409957,0.01048683329484087,0.0027442079919630215,0.003056149378502522,0.005435071973252784,0.1717728683285723,,6.530666092933383e-05
-> Phase Rotation Predict [PetaFLOP/s],,0.14720469033706143,0.016356076704117935,0.026655444189752554,0.0053310888379505105,0.0,0.0,,0.0,,0.44637597204479984,0.04959733022719999,0.2505171271679999,0.05010342543359999,0.10020685086719998,0.0,,0.0,,0.3279496937471999,0.036438854860799993,0.157069276892395,0.013961713501546224,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0,,0.12387292412249483,0.013763658235832758,0.0,0.0,0.0,0.0,,0.0,,0.2277428428799999,0.025304760319999994,0.0,0.0,0.0,0.0,,0.0
-> Receive [PetaFLOP/s],0.00015303096547555553,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,,0.00014613041234285708,,,,,,,,
-> IFFT [PetaFLOP/s],,0.06457803663895273,0.007175337403345271,0.005153838082903826,0.006226097135625667,0.00285811955485263,0.00458321752565093,,0.00062060129302207,,0.9770130891272798,0.10855700408942218,0.09301784285647319,0.08597174838203453,0.04271629478913167,0.05182979816710202,,0.026311033986728634,,0.4789746221748227,0.053219406355649757,0.037780509966958954,0.05352534727578165,0.030754578666882894,0.024857614416564013,,0.022824017497251745,,0.20332326265615988,0.02259147364154778,0.032925677726535096,0.026165006457780818,0.013538910106886364,0.00975169592495091,,0.023324412280742515,,0.08900793314906293,0.009889770028234674,0.014418262257177529,0.011458486649978927,0.005928543312527502,0.005691337721879551,,0.022502690033077803,,0.2589834466157617,0.028775938513170958,0.040337330975359104,0.03194312846756856,0.016551195723481193,0.009849562022608374,,0.024741756567923014
-> Gridding Kernel Update [PetaFLOP/s],,0.5003650757106347,0.055596119524235446,0.0437716062602701,0.04308397462352051,0.06932350530137359,0.4990999248317181,,0.0013121481055755947,,0.3750479203715124,0.041671993501742985,0.027846488329067456,0.02942352685754245,0.051213210308686086,1.9851823429888906,,0.00040726371379450483,,0.15563428170486426,0.01729269670287971,0.013977091741748241,0.010180834315605453,0.008559148920928943,0.5151017705722105,,7.958631815644334e-05,,0.065164649503254,0.0072405166083922695,0.0017800251599621542,0.0020554537914309477,0.003508680833606297,0.1081169562197471,,3.825309302180908e-05,,0.029333184325797332,0.00325924277847051,0.0008056122952813938,0.0009259180605757134,0.0015887753482748056,0.026577484590644237,,1.706415741953684e-05,,0.09438149965409957,0.01048683329484087,0.0027442079919630215,0.003056149378502522,0.005435071973252784,0.1717728683285723,,6.530666092933383e-05
-> Subtract Visibility [PetaFLOP/s],,0.0004205848295344612,4.673164772605124e-05,9.519801496340196e-05,9.519801496340196e-05,0.0001903960299268039,0.0008382642767644445,,1.5138531951143863e-05,,0.0006506938367999997,7.229931519999996e-05,0.00039764623359999984,0.00039764623359999984,0.0007952924671999997,0.0007952924671999997,,3.614965759999998e-05,,0.0006506938367999997,7.229931519999996e-05,0.00024931631252761107,0.00024931631252761107,0.0004986326250552221,0.0007952924671999997,,2.6415834269474108e-05,,0.0006506938367999997,7.229931519999996e-05,0.00017546124819092248,0.00017546124819092248,0.00035092249638184496,0.0007952924671999997,,1.859066192471873e-05,,0.00035392264034998517,3.932473781666502e-05,8.01063291827336e-05,8.01063291827336e-05,0.0001602126583654672,0.0007952924671999997,,8.487513257454136e-06,,0.0006506938367999997,7.229931519999996e-05,0.0003016371341269053,0.0003016371341269053,0.0006032742682538105,0.0007952924671999997,,3.195938776263859e-05
-> Solve [PetaFLOP/s],,0.011273924241878968,0.0009349852760570249,,,,,,,,0.017353312666794664,0.0014460161093119998,,,,,,,,0.017352943412096,0.0014460086579839997,,,,,,,,0.01735257415739733,0.0014460012066559997,,,,,,,,0.009438306330698271,0.0007865022076613005,,,,,,,,0.017352943412096,0.0014460086579839997,,,,,,
-> Source Find [PetaFLOP/s],,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,,,1.5e-11,,,,,,,
-> Average [PetaFLOP/s],0.00030601641983999994,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,,0.00029214825325714274,,,,,,,,
