,max_LOW_continuum [],max_LOW_spectral [],max_MID_continuum [],max_MID_spectral [],max_Band5_MID_continuum [],max_Band5_MID_spectral [],01ICAL [],01DPrepA [],01DPrepB [],01DPrepC [],02AICAL [],02ADPrepA [],02ADPrepB [],02ADPrepC [],02BICAL [],02BDPrepA [],02BDPrepB [],02BDPrepC [],13ICAL [] [Bmax=40000],13DPrepA [] [Bmax=40000],13DPrepB [] [Bmax=40000],13DPrepC [] [Bmax=40000],14ICAL [] [Bmax=25000],14DPrepA [] [Bmax=25000],14DPrepB [] [Bmax=25000],14DPrepC [] [Bmax=25000],15ICAL [] [Bmax=15000],15DPrepA [] [Bmax=15000],15DPrepB [] [Bmax=15000],15DPrepC [] [Bmax=15000],22ICAL [],22DPrepA [],22DPrepB [],27ICAL [] [Bmax=50000],27DPrepA [] [Bmax=50000],27DPrepB [] [Bmax=50000],32ICAL [] [Bmax=20000],32DPrepB [] [Bmax=20000],37aICAL [],37aDPrepA [],37aDPrepB [],37bICAL [],37bDPrepA [],37bDPrepB [],37cICAL [] [Bmax=95000],37cDPrepA [] [Bmax=95000],37cDPrepB [] [Bmax=95000],38aICAL [],38aDPrepA [],38aDPrepB [],38bICAL [],38bDPrepA [],38bDPrepB []
Frequencies predict de-grid5,,,4219.26523571507,65536.0,2897.5805422242274,65536.0,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,1805.136367739783,2785.654753143743,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,2535.4423137715403,3911.681264714464,3380.5013190529257,2535.4423137715403,4563.583925007532,8450.855341013887,3380.5013190529257,5081.992804669026,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
Frequencies predict de-grid6,,,6629.960074898007,65536.0,4553.208679676484,65536.0,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,2836.590773151726,4377.4053782844685,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,3984.1148936492104,6146.776099231232,5312.06475692582,3984.1148936492104,7171.194564597031,13279.763930416846,5312.06475692582,7985.859557579737,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
Frequencies predict de-grid7,,,9040.654909467647,65536.0,6208.8368159291185,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,5969.156003228102,,,,,,5588.002390765619,7243.628193459831,5432.787471740869,8381.87093257496,7243.628193459831,5432.787471740869,9778.805203194423,18108.672519208772,7243.628193459831,10889.726309842874,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
Frequencies predict de-grid8,,,10848.676034195598,65536.0,7450.557917820432,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,7162.968971877786,,,,,,6705.549807639503,8692.300770509128,6519.291904838624,10058.192057312433,8692.300770509128,6519.291904838624,11734.513181907203,21730.353960832246,8692.300770509128,13067.626373872286,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
Frequencies predict de-grid9,,,13259.37086640695,65536.0,9106.186053467487,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,8754.719596739762,,,,,,8195.613029826505,10623.864206351685,7967.9644820068215,12293.286890062791,10623.864206351685,7967.9644820068215,12386.41584142446,22937.581107860868,9175.19162948914,15971.493125857936,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
Frequencies predict de-grid10,,,15670.065698076485,65536.0,10761.814188959252,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,10346.470221536132,,,,,,9685.676251827055,12555.427642058461,9416.637058985098,14528.381722726019,12555.427642058461,9416.637058985098,,,,18875.359877643317,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
Frequencies predict de-grid11,,,18080.76052947859,65536.0,12417.442324443025,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,11938.220846287122,,,,,,11175.739473704114,14486.991077609053,10865.309635809857,16763.476555282203,14486.991077609053,10865.309635809857,,,,21779.22662946886,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
Frequencies total0,14885.274922420835,65536.0,65536.0,65536.0,31043.258846574816,65536.0,28620.50430957373,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,8704.068635983613,3223.7871846772946,3223.7871846772946,5874.90211016006,4473.825921121464,2485.5084313703824,100.0,5000.0,2148.954502933313,1193.9041270392163,1193.9041270392163,2500.0,32233.041312942332,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,10045.111089951039,10045.111089951039,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total1,14885.274922420835,65536.0,65536.0,65536.0,31043.258846574816,65536.0,28620.50430957373,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,8704.068635983613,3223.7871846772946,3223.7871846772946,5874.90211016006,4473.825921121464,2485.5084313703824,100.0,5000.0,2148.954502933313,1193.9041270392163,1193.9041270392163,2500.0,32233.041312942332,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,10045.111089951039,10045.111089951039,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total2,14885.274922420835,65536.0,65536.0,65536.0,31043.258846574816,65536.0,28620.50430957373,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,8704.068635983613,3223.7871846772946,3223.7871846772946,5874.90211016006,4473.825921121464,2485.5084313703824,100.0,5000.0,2148.954502933313,1193.9041270392163,1193.9041270392163,2500.0,32233.041312942332,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,10045.111089951039,10045.111089951039,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total3,14885.274922420835,65536.0,65536.0,65536.0,31043.258846574816,65536.0,28620.50430957373,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,8704.068635983613,3223.7871846772946,3223.7871846772946,5874.90211016006,4473.825921121464,2485.5084313703824,100.0,5000.0,2148.954502933313,1193.9041270392163,1193.9041270392163,2500.0,32233.041312942332,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,10045.111089951039,10045.111089951039,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total4,14885.274922420835,65536.0,65536.0,65536.0,31043.258846574816,65536.0,28620.50430957373,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,19080.56725075056,10600.623194271158,10600.623194271158,20603.25389985791,8704.068635983613,3223.7871846772946,3223.7871846772946,5874.90211016006,4473.825921121464,2485.5084313703824,100.0,5000.0,,,,,32233.041312942332,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,10045.111089951039,10045.111089951039,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total5,,,65536.0,65536.0,31043.258846574816,65536.0,,,,,,,,,,,,,8704.068635983613,3223.7871846772946,3223.7871846772946,5874.90211016006,,,,,,,,,32233.041312942332,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,,,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total6,,,65536.0,65536.0,31043.258846574816,65536.0,,,,,,,,,,,,,8704.068635983613,3223.7871846772946,3223.7871846772946,5874.90211016006,,,,,,,,,32233.041312942332,11938.220846287122,11938.220846287122,8940.721027388057,8940.721027388057,8940.721027388057,,,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total7,,,65536.0,65536.0,31043.258846574816,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,32233.041312942332,11938.220846287122,11938.220846287122,,,,,,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total8,,,65536.0,65536.0,31043.258846574816,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,32233.041312942332,11938.220846287122,11938.220846287122,,,,,,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total9,,,65536.0,65536.0,31043.258846574816,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,32233.041312942332,11938.220846287122,11938.220846287122,,,,,,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,41287.433744201386,22937.581107860868,22937.581107860868,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total10,,,65536.0,65536.0,31043.258846574816,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,32233.041312942332,11938.220846287122,11938.220846287122,,,,,,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,,,,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies total11,,,65536.0,65536.0,31043.258846574816,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,32233.041312942332,11938.220846287122,11938.220846287122,,,,,,65190.5312565323,36217.0797262356,36217.0797262356,65536.0,36217.0797262356,36217.0797262356,,,,54447.72758676212,30248.837988860792,30248.837988860792,65536.0,30248.837988860792,30248.837988860792
Frequencies backward kernels0,265.1065067737253,526.4087852446081,225.45973370874225,527.1418054549766,94.51243545347049,181.91902883103307,188.69639923425137,188.3862469397226,188.5382975305016,369.3512980402438,188.34969721886733,188.3862469397226,188.5382975305016,369.3512980402438,188.34969721886733,188.3862469397226,188.5382975305016,369.3512980402438,40.0,40.0,41.069055484346634,77.14720944863693,47.37512039603029,46.73559503401756,48.59525425524843,40.0,40.18227262593495,40.0,40.0,40.0,40.0,40.0,40.0,84.4996970065635,83.99831774799988,86.18586073377712,232.17821986717388,240.14628137196664,109.59523652532177,108.32443127376935,108.69737922296846,108.69112060095901,108.32443127376935,108.69737922296846,108.6050550777186,109.19696904447923,108.83205181751222,92.28371164611795,92.32681325238111,93.51979025281155,92.24880871433254,92.32681325238111,93.51979025281155
Frequencies backward kernels1,267.7199759675842,552.6244200855094,227.37753951427788,610.7579624884241,94.96576029915136,190.57066162316602,190.25209762778894,189.37917469432796,189.80741461446698,378.18307308293026,189.2761513009274,189.37917469432796,189.80741461446698,378.18307308293026,189.2761513009274,189.37917469432796,189.80741461446698,378.18307308293026,40.0,40.41155190606612,43.87401868891462,83.94523655364014,49.03108450006294,47.88786887277972,51.18281804812059,45.660027906017405,42.65045034482296,40.0,42.301581494069275,40.0,40.0,40.0,40.0,86.25624306458832,85.35023314179138,89.27457479887377,239.4978342002899,253.55406428178654,111.09406290083693,108.7769691320745,109.45911868682911,109.44768592867567,108.7769691320745,109.45911868682911,109.29041716010357,110.37010956119987,109.70500608971035,92.6806376169826,92.75955373509078,94.93274238529546,92.61671234121074,92.75955373509078,94.93274238529546
Frequencies backward kernels2,274.9953226863574,621.0852808847926,229.63066173881236,697.2311010642977,95.50035040228686,200.35476754235933,194.59500107154463,192.16543203376298,193.35964520322275,402.19234122374144,191.8774657012178,192.16543203376298,193.35964520322275,402.19234122374144,191.8774657012178,192.16543203376298,193.35964520322275,402.19234122374144,40.354080008608086,41.92301000699981,46.98714493105628,91.36388034967617,50.92615711349363,49.219822524659214,54.09364915860802,53.0173584320004,45.40652520711551,41.09123919073506,44.900133045921535,40.0,40.0,40.0,40.0,88.29450293801261,86.9263629638606,92.80627857118547,247.90212145230936,268.60142043382666,112.84573958807341,109.31096269114931,110.35540566464695,110.33792746201829,109.31096269114931,110.35540566464695,110.09740609669872,111.74523851637417,110.73109634384141,93.14895133906913,93.26992555769058,96.58166987051841,93.05091997916823,93.26992555769058,96.58166987051841
Frequencies backward kernels3,294.66691655597833,783.8238950459454,234.93297788847022,870.4057190545483,96.76689468569965,222.04437469642116,206.42153550122944,199.85716618972174,203.09959020770492,463.6814639249073,199.07057256808145,199.85716618972174,203.09959020770492,463.6814639249073,199.07057256808145,199.85716618972174,203.09959020770492,463.6814639249073,42.63438944373984,45.33769791430916,53.717400528614284,107.07493403458615,55.200033995066356,52.270539597898754,60.49939544365925,67.48633474915337,51.41197904023574,44.21718109980313,50.585261805439664,40.0,40.0,40.0,40.52867471461909,92.9917940328788,90.5869066124251,100.76109607821681,266.95102072379206,301.6099589149549,116.93076403149007,110.57752763988547,112.47034977031424,112.43878564747708,110.57752763988547,112.47034977031424,112.00404404150454,114.96852944412464,113.14791581435544,94.25948074525706,94.47933421201715,100.4176765077801,94.0811629078948,94.47933421201715,100.4176765077801
Frequencies backward kernels4,344.489884740379,1125.3890593030342,247.8604396216044,1203.8248619872259,99.90285026292212,269.3799261990071,237.98186250845842,228.51046420261045,228.51046420261045,656.4775310701624,218.20451950931115,228.51046420261045,228.51046420261045,656.4775310701624,218.20451950931115,228.51046420261045,228.51046420261045,656.4775310701624,47.93344518601868,53.024241465129705,67.87780363600325,139.25248636854872,64.79188386568512,59.308662732588225,74.32429947119535,94.87043142129477,,,,,40.0,40.0,44.23094568379546,103.95629647460709,99.26401542333998,118.57569588389858,287.936561764316,336.64516507706713,126.69676233335657,113.72197417062775,117.65825652500624,117.59314492880479,113.72197417062775,117.65825652500624,116.69456337507306,122.75869382763163,119.05182162157669,97.01505881240209,97.47523860494104,109.54183437184031,96.64102419469143,97.47523860494104,109.54183437184031
Frequencies backward kernels5,,,262.88816811352257,1518.09590481664,103.62775343410914,318.1766180634527,,,,,,,,,,,,,53.743702514766504,61.17833364532008,82.0422078303014,170.80433764216858,,,,,,,,,41.34768636585308,40.690157524500215,48.39929975945387,116.0383214729386,108.99742563132484,137.37996057157423,,,137.76536914249115,117.4716470137844,123.73943512703406,123.63663356163218,117.4716470137844,123.73943512703406,122.21500860745728,131.71037379660186,125.93306243204938,100.29841690005365,101.03623195486402,119.81884303359818,99.69732418058665,101.03623195486402,119.81884303359818
Frequencies backward kernels6,,,296.57064531954927,2102.341732559054,112.2453469021367,414.5173456467157,,,,,,,,,,,,,56.7425693417691,65.30894172935916,89.01334598966473,186.1994938031171,,,,,,,,,45.158660035190785,43.96244216725067,57.3680515632568,135.0074584136754,124.54365711099658,165.8414513228018,,,161.7710325715288,126.20043590139248,137.53114490157736,137.34823648326062,126.20043590139248,137.53114490157736,134.8094262428866,151.46486191518804,141.41328937186864,107.93205326408034,109.28346477663449,141.941834231242,106.82596224354984,109.28346477663449,141.941834231242
Frequencies backward kernels7,,,332.7237862106697,2644.508880689532,121.83476895708004,507.2588694958632,,,,,,,,,,,,,,,,,,,,,,,,,49.367451105294926,47.61226584599521,66.61262903990571,,,,,,186.6991007161914,135.9877928774081,152.5265766667835,152.26311283111923,135.9877928774081,152.5265766667835,148.59525716011777,172.32910733778252,158.09503495964447,116.47806042989349,118.4727402465368,164.75533031959452,114.8386937492696,118.4727402465368,164.75533031959452
Frequencies backward kernels8,,,360.54289358507765,3031.1159991510303,129.40510833355,574.4107157958263,,,,,,,,,,,,,,,,,,,,,,,,,52.671383216189625,50.49871721338525,73.54865916633251,,,,,,205.48413128055608,143.75954103601472,164.1671849052487,163.84473341910737,143.75954103601472,164.1671849052487,159.347648564856,188.21639361306129,170.96554445114805,123.25588991156675,125.73435467978358,181.87629544522053,121.2134259002676,125.73435467978358,181.87629544522053
Frequencies backward kernels9,,,397.9534382870763,3526.0084223119516,139.7959313926585,661.0910972107191,,,,,,,,,,,,,,,,,,,,,,,,,57.18506677071447,54.46649829262301,82.70746694908041,,,,,,230.36442801520732,154.47979001821744,179.9278523119278,179.52930881346794,154.47979001821744,179.9278523119278,162.97904272352054,193.52213452561054,175.28983758280543,132.59542808415628,135.7097238273115,204.4880107617546,130.02114351880633,135.7097238273115,204.4880107617546
Frequencies backward kernels10,,,435.35198837388964,4001.9520382489477,150.37843073942614,744.9252069653678,,,,,,,,,,,,,,,,,,,,,,,,,61.76188154423841,58.51319944639623,91.72333379930336,,,,,,254.9173554169783,165.44953687888815,195.77847835885825,195.30681570594075,165.44953687888815,195.77847835885825,,,,142.1427828515669,145.877108508,226.7500581125752,139.04820836508648,145.877108508,226.7500581125752
Frequencies backward kernels11,,,472.51623578053693,4462.437325207453,161.049349408729,826.3044417054683,,,,,,,,,,,,,,,,,,,,,,,,,66.36063100762017,62.5984267710356,100.58169090180769,,,,,,279.0843795878049,176.55393292242033,211.6025723173739,211.06055207487964,176.55393292242033,211.6025723173739,,,,151.79934931362973,156.13602061490255,248.62544857882304,148.1981650379074,156.13602061490255,248.62544857882304
Frequencies backward grid0,559.1337152950158,65536.0,603.2228470378325,65536.0,500.0,65536.0,429.9899422466631,398.1901223156782,500.0,1500.0,358.44033998018244,398.1901223156782,500.0,1500.0,358.44033998018244,398.1901223156782,500.0,1500.0,261.21149632239513,403.0540788670101,500.0,3200.0,500.0,497.1909356825173,100.0,5000.0,500.0,398.02881001253394,398.02881001253394,2500.0,257.9547512531722,398.02881001253394,500.0,894.2545468709208,894.2545468709208,894.2545468709208,1005.0053854489457,2511.6897145573553,500.0,483.15612439994436,700.0,559.0389802377872,483.15612439994436,700.0,652.167937578682,1207.4924417886202,700.0,726.1926570419781,1008.5130422414231,1008.5130422414231,653.5959856457442,1008.5130422414231,1008.5130422414231
Frequencies backward grid1,1117.2953217949262,65536.0,904.5597563976627,65536.0,621.0918337495959,65536.0,859.2872958419088,795.6877005716108,795.6877005716108,2576.0131800688873,716.1882027630096,795.6877005716108,795.6877005716108,2576.0131800688873,716.1882027630096,795.6877005716108,795.6877005716108,2576.0131800688873,391.7711462657152,604.5350169007022,604.5350169007022,3200.0,500.0,745.7306245903046,100.0,5000.0,500.0,596.9976404288616,596.9976404288616,2500.0,386.88655543856316,596.9976404288616,596.9976404288616,1341.280466795748,1341.280466795748,1341.280466795748,1507.2335084877068,3767.259952131288,559.0389802377872,724.6015700009231,700.0,838.4258482659727,724.6015700009231,700.0,978.1192792840136,1811.1060218133737,724.6015700009231,1089.1760088165274,1512.656581147074,1512.656581147074,980.28100389151,1512.656581147074,1512.656581147074
Frequencies backward grid2,2233.6181120846836,65536.0,1205.8966379974954,65536.0,828.0453578278335,65536.0,1717.881724030251,1590.6825558293533,1590.6825558293533,5151.333306208186,1431.683593715042,1590.6825558293533,1590.6825558293533,5151.333306208186,1431.683593715042,1590.6825558293533,1590.6825558293533,5151.333306208186,522.3307944011752,806.0159537629055,806.0159537629055,3200.0,500.0,994.2703121075014,100.0,5000.0,500.0,795.9664696855765,795.9664696855765,2500.0,515.818357835032,795.9664696855765,795.9664696855765,1788.3063841681017,1788.3063841681017,1788.3063841681017,2009.4616148571042,5022.83018303477,745.2968934217347,966.0470075132783,724.6015700009231,1117.8127093029952,966.0470075132783,724.6015700009231,1304.070614995905,2414.7195985996987,966.0470075132783,1452.1593566854401,2016.800117240791,2016.800117240791,1306.96601779828,2016.800117240791,2016.800117240791
Frequencies backward grid3,4466.26348098825,65536.0,1808.570373420898,65536.0,1241.9523988093595,65536.0,3435.07044070933,3180.6721154882,3180.6721154882,10301.97351186012,2862.67420802834,3180.6721154882,3180.6721154882,10301.97351186012,2862.67420802834,3180.6721154882,3180.6721154882,10301.97351186012,783.4500888644667,1208.9778263156445,1208.9778263156445,3200.0,644.3264317751682,1491.3496857510963,100.0,5000.0,644.7501595153672,1193.9041270392163,1193.9041270392163,2500.0,773.6819608386259,1193.9041270392163,1193.9041270392163,2682.3582163564483,2682.3582163564483,2682.3582163564483,3013.917810920462,7533.970638170312,1117.8127093029952,1448.937874446404,1086.7697249209346,1676.58642438262,1448.937874446404,1086.7697249209346,1955.9732804231985,3621.9467489340564,1448.937874446404,2178.126048514747,3025.0871866158723,3025.0871866158723,1960.336041270146,3025.0871866158723,3025.0871866158723
Frequencies backward grid4,8931.554112875032,65536.0,3013.917810920462,65536.0,2069.7664721575957,65536.0,6869.447804173029,6360.65115931682,6360.65115931682,20603.253899857915,5724.655352792174,6360.65115931682,6360.65115931682,20603.253899857915,5724.655352792174,6360.65115931682,6360.65115931682,20603.253899857915,1305.6886756205524,2014.9015700148148,2014.9015700148148,3671.8483988277135,1073.8030119774014,2485.5084313703824,100.0,5000.0,,,,,1289.4091646977774,1989.779440352671,1989.779440352671,4470.461877672626,4470.461877672626,4470.461877672626,4018.373998645579,10045.11108995104,1862.8443284761663,2414.7195985996987,1811.1060218133737,2794.133846147517,2414.7195985996987,1811.1060218133737,3259.7786040836563,6036.401045713372,2414.7195985996987,3630.0594274868595,5041.661321982965,5041.661321982965,3267.07608300433,5041.661321982965,5041.661321982965
Frequencies backward grid5,,,4219.26523571507,65536.0,2897.5805422242274,65536.0,,,,,,,,,,,,,1827.9272615478014,2820.825313173438,2820.825313173438,5140.550873089399,,,,,,,,,1805.136367739783,2785.654753143743,2785.654753143743,6258.565537827592,6258.565537827592,6258.565537827592,,,2607.875942853118,3380.5013190529257,2535.4423137715403,3911.681264714464,3380.5013190529257,2535.4423137715403,4563.583925007532,8450.855341013887,3380.5013190529257,5081.992804669026,7058.235456070325,7058.235456070325,4573.8161227602595,7058.235456070325,7058.235456070325
Frequencies backward grid6,,,6629.960074898007,65536.0,4553.208679676484,65536.0,,,,,,,,,,,,,2089.046554398382,3223.787184677295,3223.787184677295,5874.902110160061,,,,,,,,,2836.590773151726,4377.4053782844685,4377.4053782844685,8940.721027388057,8940.721027388057,8940.721027388057,,,4097.939167681737,5312.06475692582,3984.1148936492104,6146.776099231232,5312.06475692582,3984.1148936492104,7171.194564597031,13279.763930416846,5312.06475692582,7985.859557579737,11091.383723198613,11091.383723198613,7187.29620064201,11091.383723198613,11091.383723198613
Frequencies backward grid7,,,9040.654909467647,65536.0,6208.8368159291185,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,3868.045178265424,5969.156003228102,5969.156003228102,,,,,,5588.002390765619,7243.628193459831,5432.787471740869,8381.87093257496,7243.628193459831,5432.787471740869,9778.805203194423,18108.672519208772,7243.628193459831,10889.726309842874,15124.531989867131,15124.531989867131,9800.776277769013,15124.531989867131,15124.531989867131
Frequencies backward grid8,,,10848.676034195598,65536.0,7450.557917820432,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,4641.6359820297885,7162.968971877786,7162.968971877786,,,,,,6705.549807639503,8692.300770509128,6519.291904838624,10058.192057312433,8692.300770509128,6519.291904838624,11734.513181907203,21730.353960832246,8692.300770509128,13067.626373872286,18149.39318963302,18149.39318963302,11760.88633545867,18149.39318963302,18149.39318963302
Frequencies backward grid9,,,13259.37086640695,65536.0,9106.186053467487,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,5673.090386989883,8754.719596739762,8754.719596739762,,,,,,8195.613029826505,10623.864206351685,7967.9644820068215,12293.286890062791,10623.864206351685,7967.9644820068215,12386.41584142446,22937.581107860868,9175.19162948914,15971.493125857936,22182.5414561377,22182.5414561377,14374.366412224357,22182.5414561377,22182.5414561377
Frequencies backward grid10,,,15670.065698076485,65536.0,10761.814188959252,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,6704.544791911086,10346.470221536132,10346.470221536132,,,,,,9685.676251827055,12555.427642058461,9416.637058985098,14528.381722726019,12555.427642058461,9416.637058985098,,,,18875.359877643317,26215.689722525978,26215.689722525978,16987.846488913263,26215.689722525978,26215.689722525978
Frequencies backward grid11,,,18080.76052947859,65536.0,12417.442324443025,65536.0,,,,,,,,,,,,,,,,,,,,,,,,,7735.999196790231,11938.220846287122,11938.220846287122,,,,,,11175.739473704114,14486.991077609053,10865.309635809857,16763.476555282203,14486.991077609053,10865.309635809857,,,,21779.22662946886,30248.837988860792,30248.837988860792,19601.326565676056,30248.837988860792,30248.837988860792
Frequencies backward fft,2500,65536,2500,65536,2500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,200,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
Channels out,500,65536,500,65536,500,65536,40,40,500,1500,40,40,500,1500,40,40,500,1500,40,40,500,3200,500,40,40,65536,500,40,300,65536,40,40,500,40,40,500,500,700,500,40,700,40,40,700,40,40,700,40,40,1000,40,40,1000
-- Visibilities --,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Visibilities ingest [1/s],9563013120.0,9563013120.0,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,4781506560.0,2441323970.1003394,2441323970.1003394,3902307504.987704,7111502469.689801,2339668469.8761554,2339668469.8761554,3570050.7658022386,301940665.08576727,1256607169.137975,1256607169.137975,1256607169.137975,80027283.72930248,9129632914.285711,9129632914.285711,9129632914.285711,5083465492.930651,5083465492.930651,5083465492.930651,1837603045.5608811,1837603045.5608811,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9012691084.936573,9012691084.936573,9012691084.936573,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711,9129632914.285711
