,Ingest (Low) [blcoal] [spbf],ICAL (Low) [blcoal] [spbf],RCAL (Low) [blcoal] [spbf],DPrepA (Low) [blcoal] [spbf],DPrepA_Image (Low) [blcoal] [spbf],DPrepB (Low) [blcoal] [spbf],DPrepC (Low) [blcoal] [spbf],DPrepD (Low) [blcoal] [spbf],Fast_Img (Low) [blcoal] [spbf],Ingest (Mid1) [blcoal] [spbf],ICAL (Mid1) [blcoal] [spbf],RCAL (Mid1) [blcoal] [spbf],DPrepA (Mid1) [blcoal] [spbf],DPrepA_Image (Mid1) [blcoal] [spbf],DPrepB (Mid1) [blcoal] [spbf],DPrepC (Mid1) [blcoal] [spbf],DPrepD (Mid1) [blcoal] [spbf],Fast_Img (Mid1) [blcoal] [spbf],Ingest (Mid2) [blcoal] [spbf],ICAL (Mid2) [blcoal] [spbf],RCAL (Mid2) [blcoal] [spbf],DPrepA (Mid2) [blcoal] [spbf],DPrepA_Image (Mid2) [blcoal] [spbf],DPrepB (Mid2) [blcoal] [spbf],DPrepC (Mid2) [blcoal] [spbf],DPrepD (Mid2) [blcoal] [spbf],Fast_Img (Mid2) [blcoal] [spbf],Ingest (Mid5A) [blcoal] [spbf],ICAL (Mid5A) [blcoal] [spbf],RCAL (Mid5A) [blcoal] [spbf],DPrepA (Mid5A) [blcoal] [spbf],DPrepA_Image (Mid5A) [blcoal] [spbf],DPrepB (Mid5A) [blcoal] [spbf],DPrepC (Mid5A) [blcoal] [spbf],DPrepD (Mid5A) [blcoal] [spbf],Fast_Img (Mid5A) [blcoal] [spbf],Ingest (Mid5B) [blcoal] [spbf],ICAL (Mid5B) [blcoal] [spbf],RCAL (Mid5B) [blcoal] [spbf],DPrepA (Mid5B) [blcoal] [spbf],DPrepA_Image (Mid5B) [blcoal] [spbf],DPrepB (Mid5B) [blcoal] [spbf],DPrepC (Mid5B) [blcoal] [spbf],DPrepD (Mid5B) [blcoal] [spbf],Fast_Img (Mid5B) [blcoal] [spbf],Ingest (Mid5C) [blcoal] [spbf],ICAL (Mid5C) [blcoal] [spbf],RCAL (Mid5C) [blcoal] [spbf],DPrepA (Mid5C) [blcoal] [spbf],DPrepA_Image (Mid5C) [blcoal] [spbf],DPrepB (Mid5C) [blcoal] [spbf],DPrepC (Mid5C) [blcoal] [spbf],DPrepD (Mid5C) [blcoal] [spbf],Fast_Img (Mid5C) [blcoal] [spbf]
Delta W earth5 [lambda],5.93082802536461,5.93082802536461,5.93082802536461,5.93082802536461,5.93082802536461,5.93082802536461,5.93082802536461,5.93082802536461,5.93082802536461,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,42.04273174880395,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,98.86579700478767,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,447.0868926059217,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,995.0511992272416,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705,498.08371134196705
Delta W earth6 [lambda],12.635699922871826,12.635699922871826,12.635699922871826,12.635699922871826,12.635699922871826,12.635699922871826,12.635699922871826,12.635699922871826,12.635699922871826,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,103.81980697153628,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,244.1379885220267,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,1104.0308980676841,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,2457.1672470713515,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633,1229.961817803633
Delta W earth7 [lambda],36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,193.05336007103855,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,453.97559849137195,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,2052.950017068008,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,4569.112649512844,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706,2287.119082692706
Delta W earth8 [lambda],,,,,,,,,,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,277.99683850229553,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,653.7248618275756,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,2956.248024577931,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,6579.522215298495,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965,3293.4514790774965
Delta W earth9 [lambda],,,,,,,,,,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,415.2792278861451,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,976.5519540881068,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,4416.1235922707365,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,9828.668988285406,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532,4919.847271214532
Delta W earth10 [lambda],,,,,,,,,,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,580.0180951467647,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,1363.944464800744,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,6167.974273502104,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,13727.6451158697,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974,6871.522221778974
Delta W earth11 [lambda],,,,,,,,,,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,772.2134402841542,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,1815.9023939654878,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,8211.800068272032,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,18276.450598051375,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824,9148.476330770824
Delta W snapshot0 [lambda],1126.3171439589719,1.4118394419747808,1.411839441339265,0.9025173329410238,1.3151423814426193,1.0321948520918522,3.814476997597995,1126.3171439589719,0.05214431222032277,6895.819248728399,31.44886896134932,31.448870492657125,18.876328601760683,22.078335999425512,18.876328843152695,339.4001028184302,6895.819248728399,0.3192508911448333,16215.89838880734,110.44856590285646,110.44856589947354,36.31804918675963,44.38872426054584,36.318047623677906,1052.5188408124131,16215.89838880734,0.7507360365188583,73330.8772205029,884.4436628978573,884.4436872370363,363.56880259083124,463.4330068895372,354.2079833659465,8620.514759912769,73330.8772205029,3.3949480194677264,163207.5968350152,4337.112553819757,4337.112554034792,1782.7935968772788,2272.017130234077,1736.7459466471973,11923.599908365059,163207.5968350152,7.555907260880334,81695.33951008614,852.9441237792752,852.9441237564238,350.5306240130469,447.7981583098219,341.93517073059496,10293.43297929983,81695.33951008614,3.782191643985469
Delta W snapshot1 [lambda],1632.0105555323878,2.045726538371621,2.0457265374507716,1.307729196710463,1.9056144710699179,1.4956292754800309,5.527099323050156,1632.0105555323878,0.07555604423761055,10343.728873092597,47.17330344202398,47.17330573898569,28.31449290264102,33.117503999138265,28.31449326472904,509.1001542276453,10343.728873092597,0.4788763367172499,24323.84758321101,165.6728488542847,165.6728488492103,54.47707378013944,66.58308639081876,54.47707143551686,1578.77826121862,24323.84758321101,1.1261040547782875,109996.31583075433,1326.665494346786,1326.6655308555546,545.3532038862469,695.1495103343058,531.3119750489197,12930.772139869152,109996.31583075433,5.09242202920159,244811.3952525228,6505.6688307296345,6505.668831052189,2674.190395315918,3408.0256953511152,2605.118919970796,17885.399862547587,244811.3952525228,11.3338608913205,122543.0092651292,1279.416185668913,1279.4161856346357,525.7959360195704,671.6972374647328,512.9027560958924,15440.149468949745,122543.0092651292,5.673287465978204
Delta W snapshot2 [lambda],2390.5506728925116,2.996557182966882,2.996557181618032,1.915546992364622,2.7913226055108655,2.1907809105622986,8.096032811228397,2390.5506728925116,0.1106736422635422,13791.638497456797,62.89773792269864,62.89774098531425,37.752657203521366,44.156671998851024,37.75265768630539,678.8002056368604,13791.638497456797,0.6385017822896666,32431.79677761468,220.89713180571292,220.89713179894707,72.63609837351926,88.77744852109169,72.63609524735581,2105.0376816248263,32431.79677761468,1.5014720730377167,146661.7544410058,1768.8873257957146,1768.8873744740727,727.1376051816625,926.8660137790744,708.415966731893,17241.029519825537,146661.7544410058,6.789896038935453,326415.1936700304,8674.225107639513,8674.225108069584,3565.5871937545576,4544.034260468154,3473.4918932943947,23847.199816730117,326415.1936700304,15.111814521760667,163390.67902017228,1705.8882475585503,1705.8882475128476,701.0612480260938,895.5963166196437,683.8703414611899,20586.86595859966,163390.67902017228,7.564383287970938
Delta W snapshot3 [lambda],3470.8956885266275,4.350770525269223,4.350770523310796,2.7812268831447877,4.052785706078276,3.180845360527953,11.754816870148924,3470.8956885266275,0.1606896152095661,20687.457746185195,94.34660688404796,94.34661147797138,56.62898580528204,66.23500799827653,56.62898652945808,1018.2003084552906,20687.457746185195,0.9577526734344998,48647.69516642202,331.3456977085694,331.3456976984206,108.95414756027888,133.16617278163753,108.95414287103372,3157.55652243724,48647.69516642202,2.252208109556575,219992.63166150867,2653.330988693572,2653.331061711109,1090.7064077724938,1390.2990206686115,1062.6239500978395,25861.544279738304,219992.63166150867,10.18484405840318,489622.7905050456,13011.337661459269,13011.337662104377,5348.380790631836,6816.0513907022305,5210.237839941592,35770.799725095174,489622.7905050456,22.667721782641,245086.0185302584,2558.832371337826,2558.8323712692713,1051.5918720391408,1343.3944749294656,1025.8055121917848,30880.29893789949,245086.0185302584,11.346574931956408
Delta W snapshot4 [lambda],5079.920179896587,6.367684013804624,6.3676840109383175,4.070537358774821,5.931560536710589,4.655409434944885,17.204069723860343,5079.920179896587,0.2351814898100272,34479.096243641994,157.2443448067466,157.24435246328562,94.38164300880341,110.39167999712755,94.38164421576347,1697.000514092151,34479.096243641994,1.5962544557241662,81079.4919440367,552.2428295142822,552.2428294973677,181.59024593379814,221.94362130272918,181.59023811838952,5262.594204062066,81079.4919440367,3.753680182594292,366654.38610251446,4422.218314489287,4422.218436185181,1817.8440129541561,2317.1650344476857,1771.0399168297326,43102.57379956384,366654.38610251446,16.974740097338632,816037.984175076,21685.562769098782,21685.56277017396,8913.967984386394,11360.085651170384,8683.729733235987,59617.999541825295,816037.984175076,37.77953630440167,408476.69755043066,4264.720618896376,4264.720618782119,1752.6531200652346,2238.9907915491094,1709.6758536529749,51467.164896499155,408476.69755043066,18.910958219927345
Delta W snapshot5 [lambda],7401.512660301815,9.277802047262846,9.277802043086599,5.930828187898157,8.642364220908641,6.782994742317887,25.066563127072538,7401.512660301815,0.3426626231621211,48270.73474109879,220.14208272944524,220.14209344859987,132.13430021232477,154.54835199597858,132.13430190206887,2375.8007197290112,48270.73474109879,2.234756238013833,113511.28872165138,773.1399613199952,773.1399612963147,254.2263443073174,310.72106982382087,254.22633336574535,7367.631885686893,113511.28872165138,5.255152255632009,513316.1405435202,6191.105640285002,6191.1058106592545,2544.9816181358187,3244.03104822676,2479.455883561626,60343.60331938938,513316.1405435202,23.764636136274085,1142453.1778451065,30359.787876738294,30359.787878243544,12479.55517814095,15904.119911638538,12157.221626530381,83465.19935855542,1142453.1778451065,52.89135082616233,571867.376570603,5970.608866454927,5970.608866294967,2453.7143680913287,3134.5871081687533,2393.5461951141647,72054.03085509881,571867.376570603,26.475341507898285
Delta W snapshot6 [lambda],10803.450156341158,13.542133423023408,13.542133416927642,8.656798907801656,12.614631005674104,9.900644499656542,36.58784058920526,10803.450156341158,0.5001597294602388,75854.01173601238,345.9375585748425,345.9375754192284,207.6396146193675,242.86169599368063,207.63961727467964,3733.401131002732,75854.01173601238,3.511759802593166,178374.88227688073,1214.934224931421,1214.934224894209,399.4985410543559,488.27596686600424,399.49852386045694,11577.707248936546,178374.88227688073,8.258096401707443,806639.6494255317,9728.88029187643,9728.8805596074,3999.2568284991435,5097.763075784909,3896.2878170254116,94825.66235904045,806639.6494255317,37.34442821414499,1795283.5651851674,47708.23809201732,47708.238094382716,19610.729565650065,24992.188432574847,19104.205413119173,131159.59899201564,1795283.5651851674,83.11497986968367,898648.7346109475,9382.385361572027,9382.385361320661,3855.8368641435163,4925.7797414080405,3761.2868780365443,113227.76277229813,898648.7346109475,41.60410808384016
Delta W snapshot7 [lambda],18388.851329942398,23.050439868976014,23.050439858600242,14.734976864343245,21.471712350083582,16.85216085047922,62.27717547098767,18388.851329942398,0.8513357097195555,103437.28873092598,471.7330344202398,471.73305738985687,283.14492902641024,331.1750399913827,283.14493264729043,5091.001542276453,103437.28873092598,4.788763367172499,243238.4758321101,1656.728488542847,1656.728488492103,544.7707378013944,665.8308639081876,544.7707143551686,15787.782612186198,243238.4758321101,11.261040547782875,1099963.1583075433,13266.65494346786,13266.655308555544,5453.532038862469,6951.495103343058,5313.119750489198,129307.72139869153,1099963.1583075433,50.924220292015896,2448113.9525252283,65056.68830729635,65056.68831052188,26741.90395315918,34080.256953511154,26051.189199707962,178853.99862547588,2448113.9525252283,113.338608913205,1225430.092651292,12794.161856689128,12794.161856346356,5257.959360195704,6716.972374647328,5129.027560958924,154401.49468949746,1225430.092651292,56.73287465978204
Delta W snapshot8 [lambda],,,,,,,,,,124124.74647711117,566.0796413042877,566.0796688678282,339.77391483169225,397.4100479896592,339.7739191767485,6109.201850731743,124124.74647711117,5.746516040606998,291886.1709985321,1988.0741862514162,1988.0741861905237,653.7248853616733,798.9970366898251,653.7248572262023,18945.33913462344,291886.1709985321,13.51324865733945,1319955.789969052,15919.985932161431,15919.986370266653,6544.238446634962,8341.794124011669,6375.743700587037,155169.26567842983,1319955.789969052,61.109064350419075,2937736.743030274,78068.02596875561,78068.02597262626,32090.284743791017,40896.30834421339,31261.427039649552,214624.79835057107,2937736.743030274,136.006330695846,1470516.1111815504,15352.994228026953,15352.994227615629,6309.551232234845,8060.366849576793,6154.833073150709,185281.79362739695,1470516.1111815504,68.07944959173845
Delta W snapshot9 [lambda],,,,,,,,,,151708.02347202477,691.875117149685,691.8751508384568,415.279229238735,485.72339198736125,415.2792345493593,7466.802262005464,151708.02347202477,7.023519605186332,356749.76455376146,2429.868449862842,2429.868449788418,798.9970821087118,976.5519337320085,798.9970477209139,23155.41449787309,356749.76455376146,16.516192803414885,1613279.2988510635,19457.76058375286,19457.7611192148,7998.513656998287,10195.526151569818,7792.575634050823,189651.3247180809,1613279.2988510635,74.68885642828998,3590567.1303703347,95416.47618403463,95416.47618876543,39221.45913130013,49984.376865149694,38208.410826238345,262319.1979840313,3590567.1303703347,166.22995973936733,1797297.469221895,18764.770723144055,18764.770722641322,7711.673728287033,9851.559482816081,7522.573756073089,226455.52554459625,1797297.469221895,83.20821616768032
Delta W snapshot10 [lambda],,,,,,,,,,179291.30046693835,817.6705929950823,817.6706328090852,490.7845436457777,574.0367359850633,490.78454992197004,8824.402673279186,179291.30046693835,8.300523169765665,421613.3581089908,2871.662713474268,2871.662713386312,944.2692788557504,1154.1068307741918,944.2692382156256,27365.489861122744,421613.3581089908,19.519136949490317,1906602.807733075,22995.53523534429,22995.535868162944,9452.788867361613,12049.258179127966,9209.407567514609,224133.383757732,1906602.807733075,88.26864850616089,4243397.517710395,112764.92639931367,112764.92640490459,46352.63351880925,59072.445386086,45155.394612827135,310013.59761749156,4243397.517710395,196.45358878288866,2124078.8272622395,22176.547218261156,22176.54721766702,9113.796224339221,11642.752116055368,8890.314438995469,267629.2574617956,2124078.8272622395,98.3369827436222
Delta W snapshot11 [lambda],,,,,,,,,,206874.57746185196,943.4660688404796,943.4661147797137,566.2898580528205,662.3500799827654,566.2898652945809,10182.003084552905,206874.57746185196,9.577526734344998,486476.9516642202,3313.456977085694,3313.456976984206,1089.5414756027888,1331.661727816375,1089.5414287103372,31575.565224372396,486476.9516642202,22.52208109556575,2199926.3166150865,26533.30988693572,26533.31061711109,10907.064077724937,13902.990206686116,10626.239500978396,258615.44279738306,2199926.3166150865,101.84844058403179,4896227.9050504565,130113.3766145927,130113.37662104376,53483.80790631836,68160.51390702231,52102.378399415924,357707.99725095177,4896227.9050504565,226.67721782641,2450860.185302584,25588.323713378257,25588.323712692712,10515.918720391408,13433.944749294657,10258.055121917849,308802.9893789949,2450860.185302584,113.46574931956408
Delta W max0 [lambda],1126.3171439589719,1.4118394419747808,1.411839441339265,0.9025173329410238,1.3151423814426193,1.0321948520918522,3.814476997597995,1126.3171439589719,0.13733959037942622,6895.819248728399,31.44886896134932,31.448870492657125,18.876328601760683,22.078335999425512,18.876328843152695,339.4001028184302,6895.819248728399,0.8580149336490602,16215.89838880734,110.44856590285646,110.44856589947354,36.31804918675963,44.38872426054584,36.318047623677906,1052.5188408124131,16215.89838880734,2.0176693266283197,73330.8772205029,884.4436628978573,884.4436872370363,363.56880259083124,463.4330068895372,354.2079833659465,8620.514759912769,73330.8772205029,9.124222298080035,163207.5968350152,4337.112553819757,4337.112554034792,1782.7935968772788,2272.017130234077,1736.7459466471973,11923.599908365059,163207.5968350152,20.307167331168195,81695.33951008614,852.9441237792752,852.9441237564238,350.5306240130469,447.7981583098219,341.93517073059496,10293.43297929983,81695.33951008614,10.164973700856471
Delta W max1 [lambda],1632.0105555323878,2.045726538371621,2.0457265374507716,1.307729196710463,1.9056144710699179,1.4956292754800309,5.527099323050156,1632.0105555323878,0.28835021870166083,10343.728873092597,47.17330344202398,47.17330573898569,28.31449290264102,33.117503999138265,28.31449326472904,509.1001542276453,10343.728873092597,1.9305336007103855,24323.84758321101,165.6728488542847,165.6728488492103,54.47707378013944,66.58308639081876,54.47707143551686,1578.77826121862,24323.84758321101,4.539755984913719,109996.31583075433,1326.665494346786,1326.6655308555546,545.3532038862469,695.1495103343058,531.3119750489197,12930.772139869152,109996.31583075433,20.52950017068008,244811.3952525228,6505.6688307296345,6505.668831052189,2674.190395315918,3408.0256953511152,2605.118919970796,17885.399862547587,244811.3952525228,45.691126495128444,122543.0092651292,1279.416185668913,1279.4161856346357,525.7959360195704,671.6972374647328,512.9027560958924,15440.149468949745,122543.0092651292,22.87119082692706
Delta W max2 [lambda],2390.5506728925116,2.996557182966882,2.996557181618032,1.915546992364622,2.7913226055108655,2.1907809105622986,8.096032811228397,2390.5506728925116,0.618685968156549,13791.638497456797,62.89773792269864,62.89774098531425,37.752657203521366,44.156671998851024,37.75265768630539,678.8002056368604,13791.638497456797,3.432059734596241,32431.79677761468,220.89713180571292,220.89713179894707,72.63609837351926,88.77744852109169,72.63609524735581,2105.0376816248263,32431.79677761468,8.070677306513279,146661.7544410058,1768.8873257957146,1768.8873744740727,727.1376051816625,926.8660137790744,708.415966731893,17241.029519825537,146661.7544410058,36.49688919232014,326415.1936700304,8674.225107639513,8674.225108069584,3565.5871937545576,4544.034260468154,3473.4918932943947,23847.199816730117,326415.1936700304,81.22866932467278,163390.67902017228,1705.8882475585503,1705.8882475128476,701.0612480260938,895.5963166196437,683.8703414611899,20586.86595859966,163390.67902017228,40.659894803425885
Delta W max3 [lambda],3470.8956885266275,4.350770525269223,4.350770523310796,2.7812268831447877,4.052785706078276,3.180845360527953,11.754816870148924,3470.8956885266275,1.304239900142148,20687.457746185195,94.34660688404796,94.34661147797138,56.62898580528204,66.23500799827653,56.62898652945808,1018.2003084552906,20687.457746185195,7.722134402841542,48647.69516642202,331.3456977085694,331.3456976984206,108.95414756027888,133.16617278163753,108.95414287103372,3157.55652243724,48647.69516642202,18.159023939654876,219992.63166150867,2653.330988693572,2653.331061711109,1090.7064077724938,1390.2990206686115,1062.6239500978395,25861.544279738304,219992.63166150867,82.11800068272032,489622.7905050456,13011.337661459269,13011.337662104377,5348.380790631836,6816.0513907022305,5210.237839941592,35770.799725095174,489622.7905050456,182.76450598051377,245086.0185302584,2558.832371337826,2558.8323712692713,1051.5918720391408,1343.3944749294656,1025.8055121917848,30880.29893789949,245086.0185302584,91.48476330770823
Delta W max4 [lambda],5079.920179896587,6.367684013804624,6.3676840109383175,4.070537358774821,5.931560536710589,4.655409434944885,17.204069723860343,5079.920179896587,2.7937538249569163,34479.096243641994,157.2443448067466,157.24435246328562,94.38164300880341,110.39167999712755,94.38164421576347,1697.000514092151,34479.096243641994,21.450373341226506,81079.4919440367,552.2428295142822,552.2428294973677,181.59024593379814,221.94362130272918,181.59023811838952,5262.594204062066,81079.4919440367,50.441733165707994,366654.38610251446,4422.218314489287,4422.218436185181,1817.8440129541561,2317.1650344476857,1771.0399168297326,43102.57379956384,366654.38610251446,228.10555745200088,816037.984175076,21685.562769098782,21685.56277017396,8913.967984386394,11360.085651170384,8683.729733235987,59617.999541825295,816037.984175076,507.6791832792049,408476.69755043066,4264.720618896376,4264.720618782119,1752.6531200652346,2238.9907915491094,1709.6758536529749,51467.164896499155,408476.69755043066,254.12434252141176
Delta W max5 [lambda],7401.512660301815,9.277802047262846,9.277802043086599,5.930828187898157,8.642364220908641,6.782994742317887,25.066563127072538,7401.512660301815,5.93082802536461,48270.73474109879,220.14208272944524,220.14209344859987,132.13430021232477,154.54835199597858,132.13430190206887,2375.8007197290112,48270.73474109879,42.04273174880395,113511.28872165138,773.1399613199952,773.1399612963147,254.2263443073174,310.72106982382087,254.22633336574535,7367.631885686893,113511.28872165138,98.86579700478767,513316.1405435202,6191.105640285002,6191.1058106592545,2544.9816181358187,3244.03104822676,2479.455883561626,60343.60331938938,513316.1405435202,447.0868926059217,1142453.1778451065,30359.787876738294,30359.787878243544,12479.55517814095,15904.119911638538,12157.221626530381,83465.19935855542,1142453.1778451065,995.0511992272416,571867.376570603,5970.608866454927,5970.608866294967,2453.7143680913287,3134.5871081687533,2393.5461951141647,72054.03085509881,571867.376570603,498.08371134196705
Delta W max6 [lambda],10803.450156341158,13.542133423023408,13.542133416927642,12.635699922871826,12.635699922871826,12.635699922871826,36.58784058920526,10803.450156341158,12.635699922871826,75854.01173601238,345.9375585748425,345.9375754192284,207.6396146193675,242.86169599368063,207.63961727467964,3733.401131002732,75854.01173601238,103.81980697153628,178374.88227688073,1214.934224931421,1214.934224894209,399.4985410543559,488.27596686600424,399.49852386045694,11577.707248936546,178374.88227688073,244.1379885220267,806639.6494255317,9728.88029187643,9728.8805596074,3999.2568284991435,5097.763075784909,3896.2878170254116,94825.66235904045,806639.6494255317,1104.0308980676841,1795283.5651851674,47708.23809201732,47708.238094382716,19610.729565650065,24992.188432574847,19104.205413119173,131159.59899201564,1795283.5651851674,2457.1672470713515,898648.7346109475,9382.385361572027,9382.385361320661,3855.8368641435163,4925.7797414080405,3761.2868780365443,113227.76277229813,898648.7346109475,1229.961817803633
Delta W max7 [lambda],18388.851329942398,36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,36.608637169026565,62.27717547098767,18388.851329942398,36.608637169026565,103437.28873092598,471.7330344202398,471.73305738985687,283.14492902641024,331.1750399913827,283.14493264729043,5091.001542276453,103437.28873092598,193.05336007103855,243238.4758321101,1656.728488542847,1656.728488492103,544.7707378013944,665.8308639081876,544.7707143551686,15787.782612186198,243238.4758321101,453.97559849137195,1099963.1583075433,13266.65494346786,13266.655308555544,5453.532038862469,6951.495103343058,5313.119750489198,129307.72139869153,1099963.1583075433,2052.950017068008,2448113.9525252283,65056.68830729635,65056.68831052188,26741.90395315918,34080.256953511154,26051.189199707962,178853.99862547588,2448113.9525252283,4569.112649512844,1225430.092651292,12794.161856689128,12794.161856346356,5257.959360195704,6716.972374647328,5129.027560958924,154401.49468949746,1225430.092651292,2287.119082692706
Delta W max8 [lambda],,,,,,,,,,124124.74647711117,566.0796413042877,566.0796688678282,339.77391483169225,397.4100479896592,339.7739191767485,6109.201850731743,124124.74647711117,277.99683850229553,291886.1709985321,1988.0741862514162,1988.0741861905237,653.7248853616733,798.9970366898251,653.7248618275756,18945.33913462344,291886.1709985321,653.7248618275756,1319955.789969052,15919.985932161431,15919.986370266653,6544.238446634962,8341.794124011669,6375.743700587037,155169.26567842983,1319955.789969052,2956.248024577931,2937736.743030274,78068.02596875561,78068.02597262626,32090.284743791017,40896.30834421339,31261.427039649552,214624.79835057107,2937736.743030274,6579.522215298495,1470516.1111815504,15352.994228026953,15352.994227615629,6309.551232234845,8060.366849576793,6154.833073150709,185281.79362739695,1470516.1111815504,3293.4514790774965
Delta W max9 [lambda],,,,,,,,,,151708.02347202477,691.875117149685,691.8751508384568,415.279229238735,485.72339198736125,415.2792345493593,7466.802262005464,151708.02347202477,415.2792278861451,356749.76455376146,2429.868449862842,2429.868449788418,976.5519540881068,976.5519540881068,976.5519540881068,23155.41449787309,356749.76455376146,976.5519540881068,1613279.2988510635,19457.76058375286,19457.7611192148,7998.513656998287,10195.526151569818,7792.575634050823,189651.3247180809,1613279.2988510635,4416.1235922707365,3590567.1303703347,95416.47618403463,95416.47618876543,39221.45913130013,49984.376865149694,38208.410826238345,262319.1979840313,3590567.1303703347,9828.668988285406,1797297.469221895,18764.770723144055,18764.770722641322,7711.673728287033,9851.559482816081,7522.573756073089,226455.52554459625,1797297.469221895,4919.847271214532
